Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3074.00000,2497.00000,577.00000,146.00000,,133.00000,444.00000,-621.00000,-177.00000,-39.00000,-138.00000,-132.00000,,-175.00000,558.00000,444.00000,119.30000,119.30000,-1.47000,-1.47000,1.20630,0.68660,2.46630,18.77030,14.44370,14.44370,-5.75800,-5.69290,0.20360,1.59550,1.94930,46.17110,-4.33500,11.74380,-0.87450,-1.35840,25.45300,4.6558,4.0049
2024-06-30,3040.00000,2494.00000,546.00000,150.00000,,167.00000,379.00000,-114.00000,265.00000,54.00000,211.00000,207.00000,,174.00000,494.00000,379.00000,119.60000,119.80000,1.45000,1.45000,1.05200,0.66650,2.48910,17.96050,12.46710,12.46710,8.71710,5.72370,0.20460,1.63430,1.71650,52.43090,6.95330,-17.33670,1.39320,2.31910,24.67650,3.7145,3.197
2024-03-31,2784.00000,2362.00000,422.00000,154.00000,,177.00000,245.00000,-111.00000,134.00000,40.00000,94.00000,93.00000,,67.00000,360.00000,245.00000,119.60000,119.80000,0.56000,0.56000,1.18560,0.69310,2.54200,15.15800,8.80030,8.80030,4.81320,2.40660,0.18950,1.46710,1.70070,52.92030,3.17190,-6.84830,0.63300,0.97330,24.28020,-0.85140,-1.63610
2023-12-31,2858.00000,2372.00000,486.00000,145.00000,,227.00000,259.00000,-116.00000,143.00000,59.00000,84.00000,78.00000,,32.00000,386.00000,259.00000,119.41000,119.67000,0.27000,0.27000,1.15040,0.70050,2.60960,17.00490,9.06230,9.06230,5.00350,1.11970,0.19010,1.47060,1.66260,54.13230,2.72350,-5.16210,0.51880,0.81560,23.73930,5.191,3.7942
2023-09-30,3069.00000,2551.00000,518.00000,129.00000,,144.00000,374.00000,-122.00000,252.00000,62.00000,190.00000,200.00000,,159.00000,498.00000,374.00000,119.50000,119.70000,1.33000,1.33000,1.12510,0.68810,2.49820,16.87850,12.18640,12.18640,8.21110,5.18080,0.21430,1.53310,1.75270,51.34900,7.07210,-14.14430,1.39660,2.20560,23.44050,4.5009,3.1924
2023-06-30,3109.00000,2588.00000,521.00000,148.00000,,154.00000,367.00000,-128.00000,239.00000,59.00000,180.00000,187.00000,,157.00000,492.00000,367.00000,119.40000,119.60000,1.31000,1.31000,1.29770,0.72010,2.66370,16.75780,11.80440,11.80440,7.68740,5.04990,0.21340,1.35640,1.63890,54.91480,6.88770,-11.36780,1.28350,1.92760,22.50330,4.4147,2.5836
2023-03-31,2974.00000,2534.00000,440.00000,160.00000,,171.00000,269.00000,-108.00000,161.00000,42.00000,119.00000,122.00000,,102.00000,392.00000,269.00000,119.20000,119.60000,0.86000,0.85000,1.30370,0.73950,2.95450,14.79490,9.04510,9.04510,5.41360,3.42970,0.20640,1.23130,1.51970,59.22330,4.91540,-6.56970,0.84650,1.28040,20.66610,-1.96490,-3.91300
2022-12-31,3012.00000,2623.00000,389.00000,137.00000,,160.00000,229.00000,-85.00000,144.00000,25.00000,119.00000,122.00000,,89.00000,343.00000,229.00000,120.86000,121.38000,0.76000,0.76000,1.18490,0.74810,3.05070,12.91500,7.60290,7.60290,4.78090,2.95480,0.21060,1.30240,1.63430,55.06970,5.33450,-6.03360,0.85310,1.34380,19.06710,5.5008,3.6373
2022-09-30,3259.00000,2841.00000,418.00000,122.00000,,121.00000,297.00000,-94.00000,203.00000,55.00000,148.00000,158.00000,,127.00000,412.00000,297.00000,119.70000,120.20000,1.06000,1.06000,1.23870,0.75860,3.22530,12.82600,9.11320,9.11320,6.22890,3.89690,0.22910,1.30080,1.53440,58.65600,7.40050,-7.70360,1.11080,1.78650,17.79970,-0.497,-2.9962
2022-06-30,3510.00000,2977.00000,533.00000,140.00000,,67.00000,466.00000,-64.00000,402.00000,85.00000,317.00000,329.00000,,295.00000,582.00000,466.00000,121.00000,121.60000,2.44000,2.43000,0.95240,0.71390,3.02740,15.18520,13.27640,13.27640,11.45300,8.40460,0.24380,1.35500,1.63180,55.15380,15.02280,-15.23850,2.28490,4.29730,18.07440,4.0314,2.4496
2022-03-31,3162.00000,2662.00000,500.00000,157.00000,,156.00000,344.00000,-37.00000,307.00000,78.00000,229.00000,246.00000,,216.00000,459.00000,344.00000,123.60000,124.40000,1.75000,1.74000,0.99140,0.71440,3.04730,15.81280,10.87920,10.87920,9.70900,6.83110,0.21910,1.29040,1.45710,61.76470,10.88500,-11.06610,1.70480,3.10840,18.38270,-2.41960,-3.26370
2021-12-31,3054.00000,2592.00000,462.00000,145.00000,,159.00000,303.00000,-1589.00000,-1286.00000,-342.00000,-944.00000,-951.00000,-9.00000,-1001.00000,414.00000,303.00000,130.38000,130.38000,-7.63000,-7.61000,1.08760,0.72200,2.68760,15.12770,9.92140,9.92140,-42.10870,-32.77670,0.22040,1.49390,1.61670,55.66800,-40.81550,43.18800,-6.86250,-11.34570,18.47270,5.0522,2.8937
2021-09-30,2920.00000,2435.00000,485.00000,148.00000,,137.00000,348.00000,-63.00000,285.00000,74.00000,211.00000,216.00000,-85.00000,102.00000,461.00000,348.00000,128.70000,129.70000,0.79000,0.79000,1.10300,0.67640,2.76240,16.60960,11.91780,11.91780,9.76030,3.49320,0.18240,1.45810,1.58700,56.71230,7.48180,-12.10760,1.34950,2.42130,22.57800,0.6297,-0.7261
2021-06-30,2856.00000,2355.00000,501.00000,147.00000,,116.00000,385.00000,-66.00000,319.00000,146.00000,173.00000,176.00000,-3.00000,128.00000,497.00000,385.00000,133.10000,134.20000,0.96000,0.95000,1.57400,0.74310,2.95480,17.54200,13.48040,13.48040,11.16950,4.48180,0.17110,1.57840,1.61720,55.65130,6.46110,-8.60220,1.05420,1.65990,20.73560,4.1196,2.7009
2021-03-31,2564.00000,2094.00000,470.00000,143.00000,,143.00000,327.00000,-64.00000,263.00000,65.00000,198.00000,200.00000,45.00000,211.00000,454.00000,327.00000,133.60000,134.60000,1.58000,1.57000,1.22550,0.73720,2.86220,18.33070,12.75350,12.75350,10.25740,8.22930,0.15850,1.15240,1.37260,65.56940,7.12250,-5.76040,1.23610,1.87210,20.81570,-2.86030,-3.84840
