Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,,,6.18300,,-6.18300,8.12000,1.93700,2.29400,-0.35700,-0.35700,6.21300,77.73900,-6.06700,-6.18300,3.13520,3.53270,24.79410,22.00590,3.99690,,-0.35420,,,,,,,,,0.44510,0.44510,-0.28790,0.44510,-23.03740,-0.63460,-0.77930
2020-12-31,,,6.03900,,-6.03900,12.13400,6.09500,1.86000,4.23500,4.23500,35.42400,39.65900,-5.93100,-6.03900,2.77270,2.77270,14.31770,14.31770,7.37290,,,,,,,,,,,-2.54240,-2.54240,4.24550,-2.54240,-59.38610,3.3661,3.3434
2020-09-30,,,3.68200,,-3.68200,0.07000,-3.61200,-0.52300,-3.08900,-3.08900,14.84300,11.75400,-3.57500,-3.68200,2.77460,2.77460,4.23530,4.23530,1.96990,,,,,,,,,,,1.49350,1.49350,-3.43910,1.49350,-74.55160,4.9029,4.9025
2020-06-30,,,5.62900,,-5.62900,-5.27300,-10.90200,-0.69000,-10.21200,-10.21200,2.37700,-7.83500,-5.52300,-5.62900,2.76980,2.76980,-2.82940,-2.82940,5.00100,,,,,,,,,,,4.66370,4.66370,-24.17500,4.66370,-78.92410,-0.3091,-0.309
2020-03-31,,,5.16000,,-5.16000,-0.37200,-5.53200,0.12200,-5.65400,-5.65400,1.89700,-3.79900,-5.05100,-5.16000,2.74670,2.74670,-1.38240,-1.38240,6.55820,,,,,,,,,,,2.67290,2.67290,-11.52580,2.67290,-76.52520,-1.24950,-1.25750
2019-12-31,,,1.03600,,-1.03600,1.33200,-7.50500,0.03400,-7.53900,-7.53900,6.00000,-1.59000,-1.11100,-8.83700,2.70300,2.70300,-0.58820,-0.45290,6.73590,,,,,,,,,,,3.62580,3.62580,-14.15830,3.62580,-76.49190,-0.7115,-0.6986
2019-09-30,,,3.83600,,-3.83600,-0.78800,-4.62400,0.84300,-5.46700,-5.46700,1.94400,-3.57500,-3.61900,-3.83600,2.70430,2.70430,-1.32350,-1.32350,7.58910,,,,,,,,,,,2.64340,2.64340,-10.19280,2.64340,-76.46580,0.0324,-0.0166
2019-06-30,3.89800,3.89800,6.47400,,-2.57600,5.08400,2.50800,-0.78100,3.28900,3.28900,,3.23700,-2.43400,-2.57600,2.70210,3.09440,1.20000,1.06470,10.98720,,,100.00000,-66.08520,-66.08520,64.34070,83.04260,0.07340,0.97650,92.17040,-1.61400,-1.61400,6.19230,-1.61400,-75.34480,-0.062,-0.0721
2019-03-31,3.90300,3.90300,5.79900,,-1.89600,1.12500,-0.77100,0.06900,-0.84000,-0.84000,,-0.89100,-1.74400,-1.89600,2.68940,2.68940,-0.32940,-0.32940,13.81900,,,100.00000,-48.57800,-48.57800,-19.75400,-22.82860,0.08130,1.05170,85.57260,0.40460,0.40460,-1.75010,0.40460,-76.85520,-1.75390,-1.76800
2018-12-31,4.02400,4.02400,5.11500,,-1.09100,-3.13300,-4.22400,0.06600,-4.29000,-4.29000,,-4.34100,-0.98000,-1.09100,2.73870,2.73870,-1.58240,-1.58240,7.00890,,,100.00000,-27.11230,-27.11230,-104.97020,-107.87770,0.08150,1.01410,88.74750,2.07090,2.07090,-8.69000,2.07090,-77.41830,0.2364,0.2104
2018-09-30,3.93400,3.93400,6.07200,,-2.13800,1.00000,-1.13800,0.01700,-1.15500,-1.15500,,-1.20700,-2.02700,-2.13800,2.74280,2.74280,-0.44120,-0.44120,9.70240,,,100.00000,-54.34670,-54.34670,-28.92730,-30.68120,0.07160,0.98200,91.64720,0.57670,0.57670,-2.10330,0.57670,-72.99290,0.4349,0.4338
2018-06-30,3.91600,3.91600,5.83400,,-1.91800,0.89300,-1.02500,0.04200,-1.06700,-1.06700,,-1.11900,-1.81300,-1.91800,2.74110,2.74110,-0.40590,-0.40590,13.57670,,,100.00000,-48.97860,-48.97860,-26.17470,-28.57510,0.07330,0.92100,97.72220,0.53340,0.53340,-1.99660,0.53340,-72.94920,-0.0094,-0.0313
2018-03-31,4.05200,4.05200,5.51300,,-1.46100,-2.65300,-4.11400,0.25000,-4.36400,-4.36400,,-4.41500,-1.35200,-1.46100,2.72660,2.72660,-1.61760,-1.61760,14.60180,,,100.00000,-36.05630,-36.05630,-101.53010,-108.95850,0.07660,1.00620,89.44470,2.17930,2.17930,-8.25470,2.17930,-73.11720,-1.54770,-1.55280
2017-12-31,4.07700,4.07700,5.92400,,-1.84700,0.28700,-1.56000,0.22400,-1.78400,-1.78400,,-1.83500,-1.65100,-1.84700,2.66900,2.66900,-0.67650,-0.67650,7.55080,,,100.00000,-45.30290,-45.30290,-38.26340,-45.00860,0.06750,0.98220,91.63360,0.90610,0.90610,-2.95430,0.90610,-72.43310,1.0044,0.5488
2017-09-30,4.42900,4.42900,6.71200,,-2.28300,0.28500,-1.99800,0.12700,-2.12500,-2.12500,,-2.17700,-2.28300,-2.28300,2.67750,2.67750,-0.81180,-0.81180,9.11060,,,100.00000,-51.54660,-51.54660,-45.11180,-49.15330,0.07540,0.94640,95.10050,1.07740,1.07740,-3.61950,1.07740,-73.24350,0.441,0.441
2017-06-30,4.64300,4.64300,6.34300,,-1.70000,0.25800,-1.44200,0.30000,-1.74200,-1.74200,,-1.79300,-1.70000,-1.70000,2.65710,2.65710,-0.67650,-0.67650,12.26430,,,100.00000,-36.61430,-36.61430,-31.05750,-38.61730,0.07680,0.94120,95.62140,0.89840,0.89840,-2.88110,0.89840,-72.56020,0.8989,0.8989
2017-03-31,5.01100,5.01100,6.52800,,-1.51700,0.25600,-1.26100,0.05700,-1.31800,-1.31800,,-1.37000,-1.51700,-1.51700,2.62740,2.62740,-0.52350,-0.52350,15.74820,,,100.00000,-30.27340,-30.27340,-25.16460,-27.33990,0.07930,0.98430,91.43680,0.69300,0.69300,-2.08450,0.69300,-72.31380,-2.20750,-2.20750
2016-12-31,5.20400,5.20400,6.41400,,-1.21000,0.25000,-0.96000,0.70300,-1.66300,-1.66300,,-1.71500,-1.21000,-1.21000,2.97890,2.97890,-0.60000,-0.60000,7.56860,,,100.00000,-23.25140,-23.25140,-18.44740,-32.95540,0.07920,0.98820,91.07230,0.86490,0.86490,-2.52940,0.86490,-74.70630,1.005,1.005
2016-09-30,4.85400,4.85400,6.03200,,-1.17800,0.24800,-0.93000,0.14100,-1.07100,-1.07100,,-1.12200,-1.17800,-1.17800,2.85090,2.85090,-0.39410,-0.39410,11.61960,,,100.00000,-24.26860,-24.26860,-19.15950,-23.11500,0.07360,0.98540,91.33500,0.56660,0.56660,-1.62420,0.56660,-67.88120,0.9996,0.9996
2016-06-30,5.40700,5.40700,6.09700,,-0.69000,0.30200,-0.38800,0.87300,-1.26100,-1.26100,,-1.31300,-0.69000,-0.69000,3.02060,3.02060,-0.43530,-0.43530,14.03390,,,100.00000,-12.76120,-12.76120,-7.17590,-24.28330,0.08830,0.98510,91.36490,0.65550,-2.21800,-2.05990,-2.21800,19.85960,0.3779,0.3779
2016-03-31,4.52600,4.52600,5.77100,,-1.24500,0.29400,-0.95100,-0.01100,-0.94000,-0.94000,,-0.99200,-1.24500,-1.24500,3.38330,3.38330,-0.29410,-0.29410,18.99500,,,100.00000,-27.50770,-27.50770,-21.01190,-21.91780,0.06640,0.96790,92.98280,0.50910,0.50910,-1.37960,0.50910,-57.13310,-2.44700,-2.44700
2015-12-31,24.14200,24.14200,8.72300,-72.72800,-74.60600,,-74.60600,0.11400,-74.72000,-74.72000,,-9.09700,-54.23200,-60.38900,3.74480,3.74480,-2.40000,-2.02350,0.31710,0.34250,1.31220,100.00000,-309.02980,-250.14070,-309.02980,-37.68120,0.00960,0.52450,171.58230,-7.74480,-7.74480,-2.96670,-5.09210,277.10760,-14.1675,-14.1675
2015-09-30,58.52300,58.52300,8.93500,-40.75600,-7.41200,,-7.41200,-0.09700,-7.31500,-7.31500,,-1.98000,10.88500,6.78200,3.75530,3.75530,-0.54120,-0.54120,0.22570,0.32810,1.37320,100.00000,-12.66510,11.58860,-12.66510,-3.38330,0.02080,1.64790,54.61550,-0.69630,-0.69630,-0.26030,-0.46780,279.23420,-15.8797,-15.8797
2015-06-30,76.51900,76.51900,5.96700,-41.94200,14.02900,,14.02900,0.19400,13.83500,13.83500,,0.69300,30.29700,27.26600,3.77150,4.66980,0.18240,0.15880,0.26110,0.32030,1.20000,100.00000,18.33400,35.63300,18.33400,0.90570,0.02780,1.66410,54.08190,1.24430,1.24430,0.50270,0.84580,296.33940,-8.6646,-8.6646
2015-03-31,88.91500,88.91500,11.56300,-45.41600,19.45500,,19.45500,0.14300,19.31200,19.31200,,6.88800,32.46700,30.93800,3.74630,4.68730,1.82350,1.47060,0.15580,0.24340,1.14130,100.00000,21.88050,34.79500,21.88050,7.74670,0.03250,2.70020,33.33080,1.70310,1.70310,0.70620,1.28850,302.23190,-10.21940,-10.21940
2014-12-31,122.21100,122.21100,-1.96000,-44.07400,61.03800,3.03500,64.07300,0.66800,63.40500,63.40500,,21.75700,74.23400,72.33300,3.84530,4.81470,5.67650,4.60590,0.15850,0.21990,1.16460,100.00000,49.94480,59.18700,52.42820,17.80280,0.04430,4.27920,21.03170,5.51450,5.51450,2.29670,4.30190,309.11760,-8.5271,-8.5271
2014-09-30,109.10200,109.10200,6.43400,-36.01500,54.64100,1.58600,56.22700,0.85300,55.37400,55.37400,,17.69800,67.67100,66.34000,3.80460,4.81440,4.65290,3.67650,0.10550,0.11720,1.24670,100.00000,50.08250,60.80550,51.53620,16.22150,0.03880,5.25870,17.11450,4.90190,4.90190,1.97070,4.32730,302.04200,-10.2066,-10.2066
2014-06-30,117.35700,117.35700,7.21700,-23.05700,80.03500,0.78600,80.82100,-0.19100,81.01200,81.01200,,13.23000,87.58400,86.98000,3.83400,4.88730,3.45290,2.70590,0.18150,,1.11230,100.00000,68.19790,74.11570,68.86770,11.27330,0.04380,8.65270,10.40130,7.08690,7.08690,3.02390,7.08690,299.92290,-5.3575,-5.3575
2014-03-31,74.62800,74.62800,6.52400,-12.84100,49.50700,,49.50700,0.76600,48.74100,48.74100,,6.82800,55.87100,55.21500,4.02420,4.85530,1.69410,1.40590,0.42460,,0.56380,100.00000,66.33840,73.98700,66.33840,9.14940,0.03390,6.49730,13.85190,3.92580,3.92580,2.21310,3.92580,310.25290,-4.02240,-4.02240
2013-12-31,42.15700,42.15700,8.65900,-8.61900,21.45300,,21.24700,,21.24700,21.24700,,-0.39700,25.35100,24.85800,3.98990,3.98990,-0.10000,-0.10000,0.26280,,0.75970,100.00000,50.88830,58.96530,50.39970,-0.94170,0.03000,3.94430,22.81760,2.67940,2.67940,1.51210,2.67940,198.06840,-2.697,-2.697
2013-09-30,19.74100,19.74100,5.57600,-2.55500,11.13900,0.01300,11.15200,,11.15200,11.15200,,-2.55700,11.91800,11.60600,3.99160,3.99160,-0.64120,-0.64120,0.33250,,0.79050,100.00000,56.42570,58.79130,56.49160,-12.95270,0.02550,3.14750,28.59430,2.60210,2.60210,1.44190,2.60210,107.23220,-1.4706,-1.4706
2013-06-30,8.88400,8.88400,3.36900,-1.32600,3.53500,0.19300,3.72800,,3.72800,3.72800,,-1.49900,4.48100,4.18900,3.98390,3.98390,-0.37650,-0.37650,75.52760,,0.00110,100.00000,39.79060,47.15220,41.96310,-16.87300,0.02110,2.75900,32.62050,0.89260,0.89260,0.88550,0.89260,104.77160,-0.6935,-0.6935
2013-03-31,1.51500,1.51500,2.90500,-0.39200,-1.82400,,-1.82400,,-1.82400,-1.82400,,-0.84000,-1.75200,-1.78200,3.98350,3.98350,-0.21180,-0.21180,7.82750,,0.12510,100.00000,-120.39600,-117.62380,-120.39600,-55.44560,0.01280,,,-1.76640,-1.76620,-1.54280,-1.76620,,-0.60900,-0.60900
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
