Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,307.17700,72.61100,234.56600,138.18000,138.18000,96.38600,,96.38600,22.65900,73.72700,73.72700,73.72700,163.05900,163.87200,0.45000,0.45000,0.06160,0.35960,43.94750,33.61600,0.01160,4.33460,4.45750,0.39090,4.06750,10.37910,0.7315,0.7158
2024-06-30,304.28300,72.61700,231.66600,130.28700,130.28700,101.37900,,101.37900,25.54100,75.83800,75.83800,75.83800,164.94500,165.54300,0.46000,0.46000,0.09780,0.44370,46.06860,34.46230,0.01170,5.08480,5.25500,0.40170,4.58750,9.10180,0.4393,0.429
2024-03-31,302.48800,71.98500,230.50300,133.09000,133.09000,97.41300,,97.41300,23.95500,73.45800,73.45800,73.45800,167.14200,167.79800,0.44000,0.44000,0.09850,0.44720,44.61610,33.64450,0.01160,4.96430,5.13850,0.38890,4.47530,8.87620,0.70470,0.68760
2023-12-31,299.09000,68.79900,230.29100,145.41700,145.41700,84.87400,,84.87400,5.38500,79.48900,79.48900,79.48900,176.50400,177.18000,0.47000,0.47000,0.09750,0.44180,40.13350,37.58720,0.01120,5.30770,5.49860,0.42040,4.79050,8.84570,0.4453,0.4524
2023-09-30,293.70100,63.67700,230.02400,121.03400,121.03400,108.99000,,108.99000,26.96800,82.02200,82.02200,82.02200,176.35800,176.96200,0.47000,0.46000,0.11040,0.50780,48.30520,36.35280,0.01210,6.29450,6.56580,0.44110,5.59970,7.47230,0.6748,0.6526
2023-06-30,288.47500,52.38900,236.08600,135.14700,135.14700,100.93900,,100.93900,30.28400,70.65500,70.65500,70.65500,178.92600,179.27700,0.39000,0.39000,0.10370,0.52620,47.19950,33.03860,0.01120,5.05400,5.26370,0.36890,4.53000,7.77720,0.2917,0.2138
2023-03-31,274.91400,41.51100,233.40300,130.77000,130.77000,102.63300,,102.63300,31.93500,70.69800,70.69800,70.69800,180.21500,181.23600,0.39000,0.39000,0.11560,0.91190,47.10080,32.44500,0.01150,5.02980,5.24500,0.37250,4.44820,7.81800,0.63680,0.62750
2022-12-31,263.05200,27.87900,235.17300,128.64300,128.64300,106.53000,,106.53000,33.35600,73.17400,73.17400,73.17400,190.80500,191.96800,0.40000,0.40000,0.12180,0.70450,48.54170,33.34260,0.01180,5.52030,5.78080,0.39270,4.84820,7.25490,0.517,0.4926
2022-09-30,252.37600,14.77300,237.60300,130.97200,130.97200,106.63100,,106.63100,32.02800,74.60300,74.60300,74.60300,187.23600,188.31900,0.40000,0.40000,0.12680,0.30330,48.07100,33.63220,0.01200,5.89590,6.19900,0.40450,5.14820,6.79340,0.6535,0.6323
2022-06-30,239.56600,12.43900,227.12700,118.32900,118.32900,108.79800,,108.79800,34.10300,74.69500,74.69500,74.69500,194.40500,195.36600,0.38000,0.38000,0.10550,0.37470,50.10870,34.40200,0.01110,4.79450,5.00010,0.38240,4.28870,8.13000,0.5486,0.5276
2022-03-31,230.71200,12.23000,218.48200,92.85700,92.85700,125.62500,,125.62500,43.02500,82.60000,82.60000,82.60000,198.13000,199.53700,0.42000,0.41000,0.09350,0.32780,54.08250,35.55990,0.01170,4.63760,4.81680,0.41450,4.20390,8.96370,0.57550,0.54170
2021-12-31,228.81300,14.29700,214.51600,97.40300,97.40300,117.11300,-1.85300,115.26000,41.62100,73.63900,73.63900,71.95900,210.12200,211.30000,0.35000,0.34000,0.08040,0.32530,50.83690,31.73850,0.01090,3.50370,3.62180,0.35430,3.22200,10.41370,0.4309,0.4197
2021-09-30,230.11800,15.42900,214.68900,99.68600,99.68600,115.00300,-2.26800,112.73500,37.05700,75.67800,75.67800,75.00900,206.72500,207.79600,0.36000,0.36000,0.07720,0.36570,49.71320,33.07700,0.01070,3.50060,3.55850,0.35600,3.17740,10.64410,0.4146,0.4033
2021-06-30,231.34300,16.67600,214.66700,92.97000,92.97000,121.69700,-11.04700,110.65000,40.09200,70.55800,70.55800,69.88900,213.57400,214.60900,0.33000,0.33000,0.07690,0.36450,45.94680,29.02100,0.01130,3.25320,3.31130,0.33020,2.95380,10.46740,0.53,0.5074
2021-03-31,225.59800,18.37700,207.22100,106.78200,106.78200,100.43900,-11.26700,89.17200,28.02200,61.15000,61.15000,60.48100,217.03300,218.27700,0.28000,0.28000,0.07640,0.41600,40.08220,27.18580,0.01150,2.79950,2.85290,0.31500,2.54350,10.15610,0.51620,0.50210
2020-12-31,228.90000,20.93300,207.96700,130.13200,130.13200,77.83500,-12.32100,65.51400,15.37600,50.13800,50.13800,49.46900,216.90400,217.66800,0.23000,0.23000,0.07470,0.40600,32.71190,24.70040,0.01070,2.23920,2.28350,0.26680,2.03900,10.42540,0.5842,0.5623
2020-09-30,200.33600,21.70600,178.63000,143.98100,143.98100,34.64900,-10.44100,24.20800,-4.40500,28.61300,28.61300,27.94400,216.92200,217.71500,0.13000,0.13000,0.07630,0.43760,18.37890,21.21530,0.00710,1.30700,1.33270,0.15330,1.18770,10.19700,0.2211,0.2036
2020-06-30,179.50800,23.40600,156.10200,125.89800,125.89800,30.20400,-2.90200,27.30200,6.04600,21.25600,21.25600,20.58700,216.92000,217.57000,0.09000,0.09000,0.07680,0.43980,23.31750,17.58250,0.00830,0.97560,0.95970,0.15080,0.88600,10.15240,0.1414,0.1293
2020-03-31,195.46400,26.61500,168.84900,168.70500,168.70500,0.14400,-0.84500,-0.70100,-2.96700,2.26600,2.26600,1.59700,216.78500,217.31400,0.01000,0.01000,0.07720,0.50420,-0.76630,1.74570,0.00700,0.10470,0.10300,0.01740,0.09510,10.08320,0.42120,0.40110
2019-12-31,192.02820,27.69100,164.33720,99.93700,99.93700,64.40020,-10.85000,53.54700,17.09800,36.44900,36.44900,35.78000,216.61400,217.13400,0.16000,0.16000,0.07630,0.38340,34.35490,22.95590,0.01240,1.66280,1.66250,0.28900,1.51100,10.25070,0.2703,0.2525
2019-09-30,193.69600,27.87000,165.82600,99.63900,99.63900,66.18700,-0.59200,65.59500,19.26800,46.32700,46.32700,45.65800,216.69000,217.22700,0.21000,0.21000,0.07720,0.46540,41.40370,28.81940,0.01260,2.14030,2.10520,0.36970,1.94260,10.12420,0.3608,0.3294
2019-06-30,191.73300,26.96400,164.76900,105.47100,105.47100,59.29800,,59.29800,18.01100,41.28700,41.28700,40.61800,216.67400,216.97800,0.19000,0.19000,0.07880,0.47570,38.95160,26.68110,0.01210,1.95040,1.91770,0.32930,1.76660,9.90660,0.3417,0.3132
2019-03-31,189.01500,26.29100,162.72400,101.79200,101.79200,60.93200,,60.93200,17.61800,43.31400,43.31400,42.64500,216.33800,216.95000,0.20000,0.20000,0.08060,0.48760,40.26810,28.18270,0.01220,2.09820,2.06210,0.35000,1.89590,9.66470,0.38250,0.36390
2018-12-31,182.95500,24.72600,158.22900,98.34300,98.34300,59.88600,,59.88600,-41.21900,101.10500,101.10500,100.43600,215.70900,216.67700,0.47000,0.47000,0.08260,0.52540,39.70060,66.58270,0.01230,5.03360,4.94470,0.82580,4.53620,9.41240,0.3443,0.4188
2018-09-30,176.01500,24.97100,151.04400,102.38900,102.38900,48.65500,,48.65500,12.33200,36.32300,36.32300,35.65400,216.14900,216.77500,0.16000,0.16000,0.08720,0.50540,34.87310,25.55480,0.01140,1.92050,1.88450,0.29750,1.72020,8.87220,0.2559,0.2321
2018-06-30,176.10500,25.16200,150.94300,109.75200,109.75200,41.19100,,41.19100,10.15900,31.03200,31.03200,30.36300,215.73700,216.66600,0.14000,0.14000,0.08830,0.57800,31.34610,23.10610,0.01060,1.66340,1.63180,0.25060,1.48780,8.75600,0.2895,0.2657
2018-03-31,172.20200,24.72500,147.47700,106.57100,106.57100,40.90600,,40.90600,7.75800,33.14800,33.14800,32.47900,214.64600,216.29400,0.15000,0.15000,0.08930,0.58560,32.22650,25.58750,0.01040,1.80050,1.76590,0.27170,1.60810,8.67460,0.44100,0.42580
2017-12-31,162.77600,25.56000,137.21600,110.83900,110.83900,26.37700,,26.37700,2.20800,24.16900,24.16900,23.50000,213.96300,216.11800,0.10000,0.11000,0.10040,0.65470,23.65380,21.07380,0.00910,1.31860,1.29310,0.19710,1.16320,8.64210,0.1831,0.175
