,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,$0.18,$-0.04
1,2024-08-01,2024-06-30,$0.19,$-0.03
2,2024-05-02,2024-03-31,$0.18,$0.16
3,2024-02-29,2023-12-31,$0.11,$0.08
4,2023-11-07,2023-09-30,$0.14,$0.53
5,2023-08-03,2023-06-30,$0.11,$0.07
6,2023-05-04,2023-03-31,$0.11,$-0.02
7,2023-03-02,2022-12-31,$0.03,$0.11
8,2022-11-10,2022-09-30,$0.12,$0.10
9,2022-08-11,2022-06-30,$0.21,$-0.07
10,2022-05-12,2022-03-31,$0.15,$-0.19
11,2022-03-03,2021-12-31,$-0.21,$-0.21
12,2021-11-11,2021-09-30,$-0.19,$-0.31
13,2021-08-24,2021-06-30,$-0.37,$-0.33
