Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,1435.41600,583.52100,851.89500,558.74500,,558.74500,293.15000,27.38400,320.53400,77.55100,242.98300,,242.98300,,245.43000,293.15000,293.15000,164.71800,165.83100,1.49000,1.48000,1.85170,,,59.34830,20.42270,20.42270,22.33040,17.09820,0.18620,6.11950,36.70770,2.45180,,5.91040,3.15190,5.73220,,1.10480,1.10480
2024-05-31,1136.67900,542.39790,594.28080,583.75400,,583.75410,10.52690,54.72800,65.25500,5.53100,59.72400,,28.62200,,26.97200,10.52690,10.52700,165.35970,166.95000,0.19000,0.11000,1.79580,,,52.28220,0.92610,0.92610,5.74090,2.37290,0.15090,5.84440,33.34150,2.69930,,0.72980,0.38000,0.70690,,2.2752,0.7839
2024-02-29,1207.28600,644.78600,562.50000,449.06800,,449.06800,113.43200,18.38600,131.81800,32.70300,99.11500,,85.79000,,87.16700,113.43200,113.43200,164.46600,167.62900,0.53000,0.52000,1.95100,,,46.59210,9.39560,9.39560,10.91850,7.22010,0.16790,6.68040,30.15880,2.98420,,2.13290,1.19330,2.06720,,0.6379,0.6379
2023-11-30,869.60000,422.55800,447.04200,425.70000,,425.70000,21.34200,36.82200,58.16400,8.92600,49.23800,,34.73200,,30.06600,21.34200,21.34200,165.50690,166.96920,0.18000,0.18000,1.86760,,,51.40780,2.45420,2.45420,6.68860,3.45750,0.12190,4.87730,21.32990,4.21940,,0.87590,0.48700,0.84800,,1.8013,1.8013
2023-08-31,1100.02100,441.21800,658.80300,453.67900,,453.67900,205.12400,33.48000,238.60400,62.53000,176.07400,,176.07400,,165.38600,205.12400,205.12400,165.38600,167.05700,1.00000,0.99000,1.93170,,,59.89000,18.64730,18.64730,21.69090,15.03480,0.16480,6.97360,25.13820,3.58020,,4.57390,2.63790,4.42450,,2.01000,2.01000
2023-05-31,860.57090,391.61490,468.95600,420.90210,,420.90180,48.05420,23.78400,71.83800,19.44200,52.39600,,39.91600,,28.95900,48.05420,48.05410,167.82650,168.56320,0.22000,0.14000,1.96090,,,54.49360,5.58400,5.58400,8.34770,3.36510,0.13460,7.43260,20.26920,4.44020,1.04630,1.08440,0.62440,1.04630,23.21620,2.5306,1.6898
2023-02-28,754.15300,369.56000,384.59300,318.10200,,318.10200,66.49100,36.53000,103.02100,19.33900,83.68200,,94.28000,,81.64800,66.49100,66.49100,166.62900,170.10000,0.49000,0.48000,2.40530,,,50.99670,8.81660,8.81660,13.66050,10.82650,0.12230,5.89100,20.14350,4.46790,,2.52230,1.52950,2.43200,,1.1061,1.1061
2022-11-30,638.21400,336.19600,302.01800,304.50600,,304.50600,-2.48800,26.59100,24.10300,3.94200,20.16100,,16.58600,,0.73200,-2.48800,-2.48800,168.92180,168.99940,0.00000,0.00000,2.40110,,,47.32240,-0.38980,-0.38980,3.77660,0.11470,0.10600,4.50590,16.65620,5.40340,,0.46010,0.27540,0.44310,,1.0573,1.0573
2022-08-31,744.82200,312.06700,432.75500,354.76600,,354.76600,77.98900,31.58000,109.56900,23.34300,86.22600,,84.58100,,66.00200,77.98900,77.98900,169.23600,173.68900,0.39000,0.38000,2.59210,,,58.10180,10.47080,10.47080,14.71080,8.86140,0.12370,7.10320,28.03240,3.21060,,2.26050,1.40500,2.21610,,1.06650,1.06650
2022-05-31,524.02290,247.82690,276.19600,381.84500,,381.84520,-105.64920,-70.07800,-175.72710,5.61800,-181.34510,,-186.66700,,-189.30200,-105.64920,-105.64890,169.64200,169.64200,-1.12000,-1.12000,2.61620,,,52.70690,-20.16120,-20.16110,-33.53420,-36.12480,0.08680,8.87470,13.20790,6.81410,-4.92070,-5.02290,-3.09320,-4.92070,22.35470,-6.1634,-7.0202
