,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$2.41,$2.41
1,2024-08-01,2024-06-30,$2.41,$3.01
2,2024-05-01,2024-03-31,$2.31,$3.29
3,2024-02-23,2023-12-31,$2.44,$3.11
4,2023-10-27,2023-09-30,$2.44,$2.81
5,2023-07-31,2023-06-30,$2.12,$2.56
6,2023-05-02,2023-03-31,$2.00,$2.34
7,2023-03-02,2022-12-31,$1.97,$2.66
8,2022-11-03,2022-09-30,$1.39,$2.21
9,2022-08-11,2022-06-30,$1.45,$1.91
10,2022-05-17,2022-03-31,$1.39,$2.23
11,2022-03-30,2021-12-31,$2.15,$1.04
12,2021-11-10,2021-09-30,$2.57,$4.04
13,2021-07-29,2021-06-30,$1.46,$2.39
14,2021-04-28,2021-03-31,$1.12,$1.93
15,2021-03-02,2020-12-31,$0.83,$1.02
16,2020-11-10,2020-09-30,$1.37,$1.24
17,2020-07-29,2020-06-30,$1.50,$1.92
18,2020-05-05,2020-03-31,$1.77,$2.14
19,2020-02-13,2019-12-31,$1.89,$2.34
20,2019-11-08,2019-09-30,$1.88,$2.01
21,2019-07-30,2019-06-30,$1.72,$2.42
22,2019-05-01,2019-03-31,$1.60,$1.68
23,2019-02-14,2018-12-31,$1.67,$1.62
24,2018-10-30,2018-09-30,$1.55,$1.79
25,2018-07-30,2018-06-30,$1.47,$1.70
26,2018-05-03,2018-03-31,$1.54,$1.72
27,2018-02-14,2017-12-31,$1.38,$1.67
28,2017-11-02,2017-09-30,$1.47,$1.62
29,2017-08-03,2017-06-30,$1.38,$1.67
30,2017-05-09,2017-03-31,$1.45,$1.38
31,2017-02-21,2016-12-31,$1.70,$2.18
32,2016-11-08,2016-09-30,$1.42,$1.68
33,2016-08-09,2016-06-30,$1.43,$1.53
34,2016-05-12,2016-03-31,$1.49,$1.53
35,2016-02-23,2015-12-31,$1.49,$1.42
36,2015-11-10,2015-09-30,$1.51,$1.65
37,2015-08-11,2015-06-30,$1.33,$1.73
38,2015-05-11,2015-03-31,$1.28,$1.44
39,2015-02-23,2014-12-31,$1.32,$1.38
