Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,236.80600,99.98800,136.81800,7.81700,-88.82400,129.26800,7.55000,-15.59200,-8.04200,-0.60900,-7.43300,-7.43300,,-7.09100,40.74700,7.55000,101.88410,101.88410,-0.07000,-0.07000,2.20010,0.51800,1.07490,57.77640,3.18830,3.18830,-3.39600,-2.99440,0.08150,7.40570,12.15270,-0.57250,-0.57470,-0.25590,-0.27590,12.75130,0.5062,0.3286
2024-06-30,272.90400,106.41900,166.48500,10.34100,-93.21700,136.21800,30.26700,-18.30000,11.96700,-4.14600,16.11300,16.11300,,15.33800,63.47200,30.26700,101.96370,102.34900,0.15000,0.15000,2.26160,0.51390,1.05710,61.00500,11.09070,11.09070,4.38510,5.62030,0.09390,7.87350,11.43070,1.22070,1.22520,0.55430,0.59340,12.94570,0.559,0.2088
2024-03-31,267.48800,104.76000,162.72800,10.25800,-92.09400,135.10200,27.62600,-17.93100,9.69500,0.72800,8.96700,8.96700,,8.53400,60.92300,27.62600,101.95940,102.36490,0.08000,0.08000,2.23800,0.51530,1.06330,60.83560,10.32800,10.32800,3.62450,3.19040,0.09220,6.47360,13.90270,0.68340,0.68600,0.30900,0.33120,12.86770,0.24160,-0.08500
2023-12-31,253.38000,103.84400,149.53600,8.83900,-87.36300,128.67090,20.86520,-17.00600,3.85900,-3.93500,7.79400,7.79400,,7.59900,53.92020,20.86510,108.19210,108.41250,0.07000,0.07000,2.49550,0.51430,1.05880,59.01650,8.23470,8.23470,1.52300,2.99910,0.08730,7.81270,11.51980,0.59160,0.59380,0.26860,0.28730,12.86960,0.5379,0.0721
2023-09-30,232.02400,95.11400,136.91000,9.62500,-85.45100,128.92100,7.98900,-18.51300,-10.52400,-1.63900,-8.88500,-8.88500,,-8.52900,42.34600,7.98900,107.00670,107.00670,-0.08000,-0.08000,2.93680,0.50430,1.01730,59.00680,3.44320,3.44320,-4.53570,-3.67590,0.07830,5.91970,15.20340,-0.64810,-0.65040,-0.29990,-0.32130,12.92720,0.3698,0.0307
2023-06-30,271.06600,103.15600,167.91000,9.97200,-88.66700,132.91300,34.99700,-18.78200,16.21500,1.80300,14.41200,14.41200,,13.79200,69.50000,34.99700,109.30470,109.51190,0.12000,0.12000,3.50410,0.49790,0.99150,61.94430,12.91090,12.91090,5.98190,5.08810,0.09030,8.15560,11.03540,1.02080,1.02450,0.48000,0.51260,13.05730,0.6487,0.4422
2023-03-31,268.97300,102.58800,166.38500,8.78300,-89.39000,132.62400,33.76100,-21.99000,11.77100,5.21800,6.55300,6.55300,,6.28000,68.78400,33.76100,111.77790,112.03740,0.06000,0.06000,4.05930,0.49980,0.99910,61.85940,12.55180,12.55180,4.37630,2.33480,0.08820,5.57400,16.14640,0.45800,0.45960,0.21480,0.22910,12.93020,0.27060,0.16670
2022-12-31,263.14100,104.41300,158.72800,8.64700,-88.94900,131.87500,26.85300,7.54000,34.39300,-1.94300,36.33600,36.33600,,35.26100,61.70900,26.85300,114.06870,114.41820,0.31000,0.31000,3.76740,0.49470,0.97880,60.32050,10.20480,10.20480,13.07020,13.40000,0.08540,7.00550,12.84700,2.48880,2.49740,1.17970,1.25770,12.97560,0.2544,0.8214
2022-09-30,240.66800,98.20600,142.46200,9.05900,-82.32700,126.38200,16.08000,-18.81600,-2.73600,-1.02900,-1.70700,-1.70700,,-1.66300,51.69900,16.08000,114.32200,114.32200,-0.01000,-0.01000,3.24030,0.49490,0.97980,59.19440,6.68140,6.68140,-1.13680,-0.69100,0.07780,6.21740,14.47560,-0.11700,-0.11740,-0.05520,-0.05910,12.76850,0.5214,0.3467
2022-06-30,283.45100,103.08700,180.36400,8.93300,-85.62700,129.64400,50.72000,-18.67200,32.04800,3.57000,28.47800,28.47800,,27.64800,86.30200,50.72000,114.35330,114.73360,0.24000,0.24000,3.11190,0.49280,0.97150,63.63150,17.89380,17.89380,11.30640,9.75410,0.09220,6.77370,13.28670,1.93520,1.94220,0.92600,0.98160,12.86870,0.5748,0.4592
2022-03-31,210.34700,80.12100,130.22600,7.61100,-73.79400,112.48700,17.73900,-21.60900,-3.87000,1.60700,-5.47700,-5.47700,,-5.32400,49.59000,17.73900,114.32640,114.32640,-0.05000,-0.05000,2.75250,0.49850,0.99390,61.91010,8.43320,8.43320,-1.83980,-2.53110,0.06920,5.80400,15.50670,-0.38080,-0.38220,-0.18020,-0.19100,12.57860,0.28490,-2.36690
2021-12-31,203.57800,78.47800,125.10000,8.08000,-87.42400,126.58200,-1.48200,-21.35500,-22.83700,0.34100,-23.17800,-23.17800,,-22.93500,30.96700,-1.48200,113.80190,113.80190,-0.20000,-0.20000,6.93340,0.50960,1.03900,61.45070,-0.72800,-0.72800,-11.21780,-11.26600,0.06590,7.13610,12.61200,-1.61170,-1.61790,-0.75070,-0.79040,12.58090,0.1003,0.0303
2021-09-30,172.78400,65.92200,106.86200,7.46600,-68.41700,108.36400,-1.50200,-21.17200,-22.67400,0.04300,-22.71700,-22.71700,,-22.19300,31.86500,-1.50200,113.80920,113.80920,-0.20000,-0.20000,6.42390,0.50640,1.02580,61.84720,-0.86930,-0.86930,-13.12270,-12.84440,0.05540,7.24980,12.41420,-1.55940,-1.56550,-0.72880,-0.76980,12.75520,0.2155,0.1515
2021-06-30,151.97400,55.71600,96.25800,8.09600,-73.49700,114.98000,-18.72200,-23.85200,-42.57400,0.16900,-42.74300,-42.74300,,-42.03800,15.84300,-18.72200,113.80620,113.80620,-0.36000,-0.36000,6.64890,0.50320,1.01290,63.33850,-12.31920,-12.31920,-28.01400,-27.66130,0.04860,7.64880,11.76660,-2.89760,-2.90940,-1.36720,-1.43950,12.91570,0.3163,0.2757
2021-03-31,87.85200,36.91300,50.93900,6.92200,-49.59500,90.11700,-39.17800,-18.63400,-57.81200,0.16500,-57.97700,-57.97700,,-56.35100,-4.21400,-39.17800,113.78040,113.78040,-0.50000,-0.50000,6.55130,0.47580,0.90770,57.98270,-44.59550,-44.59550,-65.80610,-64.14310,0.02910,6.03090,14.92320,-3.83020,-3.84590,-1.91800,-2.00770,13.30080,-0.27390,-0.33750
2020-12-31,75.64400,36.79700,38.84700,5.33800,-45.11800,85.73300,-46.88600,73.20800,26.32200,0.98200,25.34000,25.34000,,24.27700,-10.38300,-46.88600,113.48900,113.48900,0.22000,0.22000,6.98440,0.46730,0.87720,51.35510,-61.98250,-61.98240,34.79720,32.09380,0.02460,8.43680,10.66760,1.61720,1.62390,0.82280,0.86150,13.77400,-0.3005,2.4242
2020-09-30,63.95400,31.86000,32.09400,6.67600,-57.64900,102.11000,-70.01600,9.95900,-60.05700,-6.44800,-53.60900,-53.60900,,-52.34400,-31.60500,-70.01600,113.73100,113.73100,-0.46000,-0.46000,5.11200,0.50760,1.03080,50.18300,-109.47870,-109.47870,-93.90660,-81.84630,0.01910,7.03330,12.79620,-3.48970,-3.50580,-1.60490,-1.71840,13.50750,0.0401,-0.1137
2020-06-30,14.82500,16.37200,-1.54700,9.82900,-44.23700,91.70100,-93.24800,-11.32900,-104.57700,-3.09000,-101.48700,-101.48700,,-99.12500,-55.54200,-93.24800,113.49900,113.49900,-0.88000,-0.88000,6.22720,0.50730,1.02960,-10.43510,-628.99160,-628.99160,-705.40980,-668.63410,0.00440,2.02560,44.43240,-6.40610,-6.43730,-3.01480,-3.15630,13.92960,-0.4721,-0.6511
2020-03-31,215.35300,93.44000,121.91300,8.15100,-107.46100,153.45700,-31.54400,-12.89700,-44.44100,-7.31100,-37.13000,-37.13000,,-36.13800,6.26400,-31.54400,112.98490,112.98490,-0.32000,-0.32000,6.30830,0.49280,0.97150,56.61080,-14.64760,-14.64760,-20.63640,-16.78080,0.06120,9.18040,9.80350,-2.20920,-2.22510,-1.05590,-1.12060,14.81780,0.04770,-0.13090
2019-12-31,282.18400,110.56900,171.61500,7.76000,-102.85990,148.07100,23.54400,-11.93800,11.60600,-4.47700,16.08300,16.08300,,15.60500,60.58800,23.54400,112.63610,112.91860,0.14000,0.14000,2.62470,0.42140,0.72840,60.81670,8.34350,8.34350,4.11290,5.53010,0.08650,7.72220,11.65470,0.90600,0.92100,0.49290,0.52420,15.75520,0.3678,-1.05
2019-09-30,268.93100,105.71400,163.21700,7.35100,-95.45900,142.95300,20.26400,-12.03600,8.22800,-2.44200,10.67000,10.67000,,10.31500,59.98900,20.26400,112.64160,112.93300,0.09000,0.09000,2.25710,0.39140,0.64300,60.69100,7.53500,7.53500,3.05950,3.83560,0.08510,6.18860,14.54290,0.59740,0.60960,0.33780,0.36360,15.85720,0.6392,0.4069
2019-06-30,304.28500,112.94600,191.33900,8.04600,-110.84700,159.74000,31.59900,-12.19200,19.40700,6.19300,13.21400,13.21400,,12.77700,71.91200,31.59900,112.64140,112.91530,0.11000,0.11000,2.40300,0.38870,0.63590,62.88150,10.38470,10.38470,6.37790,4.19900,0.09610,6.20090,14.51400,0.73100,0.74610,0.41710,0.44690,16.04740,0.8787,0.6723
2019-03-31,293.68700,111.18700,182.50000,7.57500,-97.76100,146.42600,36.07400,-12.70500,23.36900,6.09300,17.27600,17.27600,,16.70300,76.77400,36.07400,112.61910,112.90750,0.15000,0.15000,2.26230,0.38540,0.62720,62.14100,12.28320,12.28320,7.95710,5.68730,0.09230,4.63920,19.39970,0.94220,0.96180,0.54310,0.57910,16.27810,0.29790,0.18050
2018-12-31,275.66300,104.71400,170.94900,7.60800,-89.54200,139.35910,31.59000,68.70200,100.29200,-2.33200,102.62400,102.62400,,99.99400,73.45300,31.59000,110.12400,110.37800,0.89000,0.89000,2.31160,0.38400,0.62350,62.01380,11.45960,11.45960,36.38210,36.27400,0.08700,7.92040,11.36300,5.53910,5.72950,3.23730,3.41190,16.45620,0.5518,0.3645
2018-09-30,240.98900,91.74600,149.24300,6.91900,-82.68100,130.00200,19.24100,-11.89200,7.34900,-1.98500,9.33400,9.33400,,9.24400,59.20500,19.24100,112.08690,112.36110,0.08000,0.08000,1.94610,0.38600,0.62860,61.92940,7.98420,7.98420,3.04950,3.83590,0.07740,5.72350,15.72460,0.51740,0.53700,0.30000,0.31770,16.02680,0.5572,-0.9525
2018-06-30,277.05700,96.37500,180.68200,7.87300,-84.90700,132.52300,48.15900,-12.98200,35.17700,5.64600,29.53100,29.53100,,28.79400,87.48100,48.15900,108.95600,109.22000,0.26000,0.26000,3.45140,0.38220,0.61870,65.21470,17.38230,17.38230,12.69670,10.39280,0.08980,6.48420,13.87990,1.63450,1.69660,0.95760,1.00980,16.14170,0.7943,0.423
2018-03-31,264.49800,96.49300,168.00500,8.06000,-86.74500,135.17100,32.83400,28.87300,61.70700,4.66400,57.04300,57.04300,,55.65600,72.39600,32.83400,106.79240,107.01030,0.52000,0.52000,4.60180,0.44110,0.78940,63.51840,12.41370,12.41370,23.32990,21.04210,0.08350,5.34520,16.83740,3.39050,3.53130,1.80090,1.89480,15.74740,0.39960,2.01670
2017-12-31,259.13600,94.63800,164.49800,8.06600,-89.08200,141.20000,23.29800,-13.31100,9.98700,0.16300,9.82400,9.82400,,9.69300,66.53500,23.29790,106.76700,107.01900,0.09000,0.09000,2.15920,0.44570,0.80400,63.47940,8.99060,8.99060,3.85400,3.74050,0.08320,7.22530,12.45620,0.59720,0.62290,0.31530,0.33100,15.41280,0.3886,-3.6378
2017-09-30,223.28900,79.37500,143.91400,7.25800,-76.78800,122.93100,20.98300,-9.60100,11.38200,-0.38500,11.76700,11.76700,,11.63800,59.27600,20.98300,106.72730,106.99590,0.11000,0.11000,6.86010,0.43700,0.77610,64.45190,9.39720,9.39720,5.09740,5.21210,0.07230,6.46430,13.92270,0.71020,0.74370,0.38100,0.39990,15.52450,0.5707,0.4896
2017-06-30,244.39200,80.45000,163.94200,7.84400,-79.11900,124.99700,38.94500,37.94200,76.88700,5.88900,70.99800,70.99800,,69.41800,76.34900,38.94500,106.76900,107.00590,0.65000,0.65000,4.22920,0.38870,0.63600,67.08160,15.93550,15.93550,31.46050,28.40440,0.08500,6.72070,13.39140,4.24580,4.44730,2.47030,2.59530,15.66790,0.7097,0.3848
2017-03-31,218.46000,75.82100,142.63900,8.38400,-76.01000,122.24800,20.39100,-9.99800,10.39300,2.16600,8.22700,8.22700,,8.11300,57.74400,20.39100,106.84400,107.06100,0.07000,0.07000,4.64230,0.39750,0.65980,65.29300,9.33400,9.33400,4.75740,3.71370,0.07710,6.76580,13.30230,0.50400,0.52800,0.29020,0.30370,15.27690,0.31960,0.19620
2016-12-31,219.80100,76.73900,143.06200,5.86500,-75.34900,119.90300,23.15900,21.63200,44.79100,-4.53600,49.32700,49.32700,,48.76000,61.37300,23.15900,108.01270,108.14300,0.44000,0.44000,4.30860,0.39470,0.65220,65.08710,10.53640,10.53630,20.37800,22.18370,0.07680,9.55740,9.41680,2.98670,3.13260,1.72450,1.80770,15.46480,0.5162,1.3924
2016-09-30,233.94600,76.60700,157.33900,7.21100,-78.85200,125.21500,32.12400,-11.88000,20.24400,-0.18700,20.43100,20.43100,,20.24200,70.98500,32.12400,107.53900,107.67800,0.19000,0.19000,3.72700,0.41870,0.72040,67.25440,13.73140,13.73140,8.65330,8.65240,0.07940,6.96540,12.92110,1.25890,1.32190,0.69330,0.73180,15.12540,0.5596,0.3935
2016-06-30,261.37800,84.27800,177.10000,7.67400,-84.63800,132.03200,45.06800,-12.83200,32.23600,6.09500,26.14100,26.14100,,25.76800,84.68300,45.06800,107.93630,108.04820,0.24000,0.24000,5.01730,0.43670,0.77520,67.75630,17.24250,17.24250,12.33310,9.85850,0.08560,9.36400,9.61130,1.60070,1.68120,0.85570,0.90170,15.17350,0.7371,1.8006
2016-03-31,235.03500,82.97300,152.06200,10.62400,-89.98200,140.91000,11.15200,-16.61600,-5.46400,3.70500,-9.16900,-9.16900,,-8.91500,51.12900,11.15200,109.73270,109.73270,-0.08000,-0.08000,3.55270,0.43870,0.78170,64.69760,4.74480,4.74480,-2.32480,-3.79310,0.07610,7.34650,12.25080,-0.55560,-0.58450,-0.29680,-0.31180,15.22840,0.30880,-0.53290
2015-12-31,248.59400,86.85900,161.73500,5.75400,-83.84200,128.84600,32.88890,26.97300,59.86200,-2.04900,61.91100,61.91100,,61.77900,71.82090,32.88890,111.99000,112.13800,0.55000,0.55000,2.77800,0.38570,0.62780,65.05990,13.23000,13.23000,24.08020,24.85140,0.08270,10.81880,8.31890,3.55130,3.67360,2.05960,2.18160,15.61160,0.455,1.5308
2015-09-30,248.45300,84.77400,163.67900,5.39600,-89.23600,134.14800,29.53100,-11.82400,17.70700,-0.14000,17.84700,17.84700,,18.09400,68.13200,29.53100,111.69480,111.88540,0.16000,0.16000,2.28100,0.41090,0.69750,65.87930,11.88600,11.88600,7.12690,7.28270,0.07980,7.38170,12.19230,1.04940,1.08890,0.57350,0.61820,15.22990,0.5304,-1.7085
2015-06-30,251.22300,83.04400,168.17900,6.94700,-82.50500,127.82800,40.35100,-13.19600,27.15500,3.40500,23.75000,23.75000,,23.73900,77.30100,40.35100,111.67600,111.91400,0.21000,0.21000,3.85540,0.39820,0.66160,66.94410,16.06180,16.06180,10.80910,9.44940,0.08400,8.03070,11.20710,1.39400,1.44700,0.79450,0.83890,15.25710,0.6923,0.348
2015-03-31,227.87400,79.63900,148.23500,7.04500,-76.93100,146.93400,1.30100,-10.59900,-9.29800,5.07900,-14.37700,-14.37700,-0.48900,-14.86600,38.81800,1.30100,112.96500,112.96500,-0.13000,-0.13000,4.44930,0.40910,0.69220,65.05130,0.57090,0.57090,-4.08030,-6.52380,0.07520,6.50470,13.83610,-0.84460,-0.87730,-0.47440,-0.49910,15.24330,0.04370,-0.10750
2014-12-31,229.93700,80.83000,149.10700,97.22000,-81.14000,132.80000,16.30700,-14.47000,1.88000,0.09000,1.79000,1.79400,73.30700,75.10100,52.23900,16.30700,113.39800,113.39800,0.67000,0.67000,3.04130,0.44050,0.78740,62.76070,7.09190,7.09190,0.81760,32.66160,0.07800,9.57190,9.40250,0.11800,0.12320,0.06080,0.06600,,-0.0787,9.0325
2014-09-30,231.09100,80.26200,150.82900,10.51200,-80.34100,128.24600,22.58300,-14.52300,8.06000,1.86200,6.19800,6.19800,3.29700,9.49500,70.75300,22.58300,113.39800,113.39800,0.08000,0.08000,,,,65.26820,9.77230,9.77230,3.48780,4.10880,,,,,,,,,0.6298,0.6379
2014-06-30,247.11200,85.42700,161.68500,8.29700,-78.53600,124.82900,36.85600,-14.85000,22.00600,2.00600,20.00000,20.00000,2.88400,22.88400,87.24700,36.85600,113.39800,113.39800,0.20000,0.20000,,,,65.42980,14.91470,14.91470,8.90530,9.26060,,,,,,,,,0.7332,0.7752
