Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,387.55400,316.95500,70.59900,87.10300,87.10300,-16.50400,-1.61900,-18.12300,-1.96000,-16.16300,-16.16300,-16.16600,-16.50400,-16.50400,28.35500,28.35500,-0.57000,-0.57000,0.20220,0.25340,-4.25850,-4.25850,-4.67630,-4.17130,0.14620,-4.03830,-4.03830,-0.60980,-3.22180,14.14990,3.0929,3.0291
2024-06-30,380.21400,243.57200,136.64200,87.11400,87.11400,49.52800,-1.62300,47.90500,12.48900,35.41600,35.41600,35.41400,49.52800,49.52800,28.60000,29.30800,1.24000,1.21000,0.20540,0.25840,13.02630,13.02630,12.59950,9.31420,0.14190,9.00630,9.00630,1.32220,7.15670,13.79150,2.5054,2.4547
2024-03-31,367.95900,240.18700,127.77200,78.66600,78.66600,49.10600,-1.62200,47.48400,13.82700,33.65700,33.65700,33.65400,49.10600,49.10600,28.86900,29.40400,1.17000,1.14000,0.21830,0.27920,13.34550,13.34550,12.90470,9.14610,0.17360,9.22960,9.22960,1.58750,7.21510,12.68040,2.81990,2.70940
2023-12-31,375.45610,274.78300,100.67300,73.14200,73.14210,27.53090,-1.63500,25.89600,5.89700,19.99900,19.99900,19.99700,27.53090,27.53100,29.82900,30.14700,0.70000,0.70000,0.23010,0.34160,7.33270,7.33270,6.89720,5.32610,0.16210,5.85970,5.85970,0.86330,4.51140,11.78270,-0.0306,-0.0669
2023-09-30,360.04800,287.97200,72.07600,78.32200,78.32200,-6.24600,-1.63100,-7.87700,-1.96200,-5.91500,-5.91500,-5.91800,-6.24600,-6.24600,29.61700,29.61700,-0.20000,-0.20000,0.25310,0.37940,-1.73480,-1.73480,-2.18780,-1.64370,0.14070,-1.96180,-1.96180,-0.23120,-1.46520,10.33040,2.3391,2.3034
2023-06-30,339.57000,223.72700,115.84300,76.67500,76.67500,39.16800,-1.62900,37.53900,8.97300,28.56600,28.56600,28.56400,39.16800,39.16800,30.26500,30.65900,0.94000,0.93000,0.23430,0.46680,11.53460,11.53460,11.05490,8.41180,0.11640,8.53550,8.53550,0.97900,6.53600,11.12610,1.6867,1.6489
2023-03-31,316.50800,206.15400,110.35400,75.92700,75.92700,34.42700,-1.63600,32.79100,8.61800,24.17300,24.17300,24.17000,34.42700,34.42700,30.38200,30.62600,0.80000,0.79000,0.24170,0.56010,10.87710,10.87710,10.36020,7.63650,0.12410,7.51170,7.51170,0.94760,5.69600,10.57180,-1.64100,-1.66320
2022-12-31,330.35990,222.54490,107.81500,73.33600,73.33610,34.47890,-1.64000,32.83900,7.72800,25.11100,25.11100,25.10900,34.47890,34.47890,30.75100,30.75100,0.84000,0.84000,0.26310,0.35700,10.43680,10.43680,9.94040,7.60050,0.11430,8.72220,8.72220,0.86880,6.42780,9.47370,3.2612,3.2463
2022-09-30,312.81000,330.44400,-17.63400,73.97300,73.97300,-91.60700,-1.63000,-93.23700,-20.96200,-72.27500,-72.27500,-72.27800,-91.60700,-91.60700,30.60400,30.60400,-2.36000,-2.36000,0.28320,0.40700,-29.28520,-29.28520,-29.80630,-23.10600,0.10000,-27.73010,-27.73010,-2.31140,-19.87730,8.54180,-0.0075,-0.026
2022-06-30,292.00600,200.30400,91.70200,79.29100,79.29100,12.41100,-1.73100,10.68000,3.31000,7.37000,7.37000,7.36800,12.41100,12.41100,30.82900,30.88300,0.24000,0.24000,0.21960,0.28140,4.25030,4.25030,3.65750,2.52320,0.12250,2.01060,2.01060,0.30930,1.56900,11.93360,8.1665,8.1137
