,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-19,2024-09-30,--,$-16.03
1,2024-08-14,2024-06-30,--,$-12.00
2,2024-05-15,2024-03-31,--,$-38.50
3,2023-11-13,2023-09-30,--,$-70.00
4,2023-08-15,2023-06-30,--,$-50.00
5,2023-05-15,2023-03-31,--,$-50.00
6,2023-04-04,2022-12-31,--,$-560.00
7,2022-11-15,2022-09-30,--,$10.00
8,2022-08-15,2022-06-30,--,$-70.00
9,2022-05-17,2022-03-31,--,$-100.00
10,2022-04-12,2021-12-31,--,$-90.00
11,2021-11-15,2021-09-30,--,$-50.00
12,2021-08-17,2021-06-30,--,$-70.00
13,2021-05-17,2021-03-31,--,$-50.00
14,2021-03-31,2020-12-31,--,$-20.00
15,2020-11-16,2020-09-30,--,$-10.00
16,2020-08-17,2020-06-30,--,$-310.00
17,2020-05-15,2020-03-31,--,$-30.00
18,2020-04-13,2019-12-31,--,$-40.00
19,2019-11-14,2019-09-30,--,$-40.00
20,2019-08-13,2019-06-30,--,$-50.00
21,2019-05-15,2019-03-31,--,$-40.00
22,2019-03-27,2018-12-31,--,$-60.00
23,2018-11-14,2018-09-30,--,$-70.00
24,2018-08-14,2018-06-30,--,$-70.00
25,2018-05-18,2018-03-31,--,$-40.00
26,2017-11-14,2017-09-30,--,$-3000.00
27,2017-08-21,2017-06-30,--,$-2500.00
28,2017-05-15,2017-03-31,--,$-6250.00
29,2017-03-31,2016-12-31,--,$-7750.00
30,2016-11-14,2016-09-30,--,$-5250.00
31,2016-08-15,2016-06-30,--,$-6000.00
32,2016-05-16,2016-03-31,--,$-5250.00
33,2016-04-11,2015-12-31,--,$-2500.00
34,2015-11-16,2015-09-30,--,$500.00
35,2015-08-17,2015-06-30,--,$-7250.00
36,2015-05-15,2015-03-31,--,$-4500.00
37,2015-03-31,2014-12-31,--,$-4250.00
