,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-0.27,$-0.35
1,2024-08-14,2024-06-30,$-0.53,$-0.50
2,2024-05-15,2024-03-31,$-0.70,$-0.73
3,2024-02-27,2023-12-31,$-0.91,$-0.35
4,2023-11-14,2023-09-30,$-0.77,$-0.56
5,2023-08-11,2023-06-30,$-0.49,$-0.35
6,2023-05-11,2023-03-31,$-0.56,$-0.49
7,2023-02-23,2022-12-31,$-0.49,$-0.63
8,2022-11-07,2022-09-30,$-0.42,$-0.63
9,2022-08-09,2022-06-30,$-0.28,$-0.49
10,2022-05-13,2022-03-31,$-0.35,$-0.49
11,2022-02-24,2021-12-31,$-0.28,$-0.42
12,2021-11-10,2021-09-30,$-0.42,$-0.42
13,2021-08-09,2021-06-30,$-0.42,$-0.49
14,2021-05-11,2021-03-31,$-0.49,$-0.56
15,2021-02-18,2020-12-31,$-0.98,$-0.98
16,2020-11-10,2020-09-30,$-1.12,$-1.26
17,2020-08-12,2020-06-30,$-1.89,$-1.54
18,2020-05-28,2020-03-31,$-1.82,$-2.59
19,2020-02-20,2019-12-31,$-2.52,$-3.43
20,2019-11-13,2019-09-30,$-3.15,$-3.22
21,2019-08-08,2019-06-30,$-3.43,$-6.16
22,2019-05-07,2019-03-31,$-7.00,$-8.75
23,2019-02-08,2018-12-31,--,$-17.49
24,2018-11-08,2018-09-30,$-26.24,$-22.74
25,2018-08-14,2018-06-30,$-31.49,$-31.49
26,2018-05-10,2018-03-31,--,$-31.49
27,2018-03-08,2017-12-31,--,$-34.99
28,2017-11-02,2017-09-30,$-55.98,$-38.49
29,2017-08-03,2017-06-30,$-61.23,$-50.73
30,2017-05-04,2017-03-31,$-75.23,$-57.73
31,2017-02-17,2016-12-31,--,$-94.47
32,2016-11-03,2016-09-30,--,$-103.22
33,2016-08-04,2016-06-30,--,$-129.46
34,2016-05-05,2016-03-31,--,$-92.72
35,2016-02-25,2015-12-31,--,$-108.47
36,2015-11-05,2015-09-30,--,$-92.72
37,2015-08-06,2015-06-30,$-80.48,$-83.97
38,2015-05-07,2015-03-31,--,$-83.97
39,2015-02-12,2014-12-31,--,$-71.73
