Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.54700,,0.54700,,1.31000,,,-0.85900,0.29200,-0.56700,-0.56700,-0.56700,-0.04200,-0.60900,-0.76300,-0.85900,11.53200,11.53200,-0.05000,-0.05000,2.03380,,,100.00000,-157.03840,-157.03840,-103.65630,-111.33460,0.01380,,0.16460,546.74580,-2.09270,-2.50150,-1.43360,-2.09270,2.34950,-0.0061,-0.0061
2024-06-30,0.23400,,0.23400,,1.23300,-1.26100,,-2.44000,1.39000,-1.05000,-1.05000,-1.05000,-0.04000,-1.09000,-2.26000,-2.44000,11.53200,11.53200,-0.09000,-0.09000,2.03320,,,100.00000,-1042.73500,-1042.73500,-448.71790,-465.81200,0.00580,,0.08050,1118.46200,-3.79470,-4.53640,-2.61680,-3.79470,2.39940,0.126,0.126
2024-03-31,0.31300,,0.31300,,1.32200,,,-1.14200,0.33300,-0.80900,-0.80900,-0.80900,0.07500,-0.73400,-1.00900,-1.14200,11.53200,11.53200,-0.06000,-0.06000,1.78150,,,100.00000,-364.85630,-364.85630,-258.46650,-234.50480,0.00740,,0.09710,926.45370,-2.82240,-3.56400,-1.92220,-2.82240,2.48560,-0.01990,-0.01990
2023-12-31,0.50200,,0.50200,,1.47600,,,-1.61100,0.02700,-1.58400,-1.54100,-1.54100,0.65800,-0.88300,-0.97400,-1.61100,10.44100,10.44100,-0.05000,-0.05000,1.72100,,,100.00000,-320.91630,-320.91640,-315.53790,-175.89640,0.01160,,0.16250,553.98410,-5.26170,-6.64540,-3.55820,-5.26170,2.53960,-0.5172,-0.5172
2023-09-30,-0.05300,,-0.05300,,1.59000,,,-1.77300,0.33900,-1.43400,-1.43400,-1.43400,-1.94400,-3.37800,-1.64400,-1.77300,10.70100,10.70100,-0.32000,-0.32000,1.20180,,,100.00000,3345.28300,3345.28300,2705.66000,6373.58500,-0.00100,,-0.01960,-4593.39600,-5.11190,-6.70250,-2.84000,-5.11190,2.65270,-0.51,-0.51
2023-06-30,0.43700,,0.43700,,2.78100,,,-2.47200,0.05800,-2.41400,-2.41400,-2.41400,,-2.41400,-2.34300,-2.47200,10.21900,10.21900,-0.24000,-0.24000,1.36540,,,100.00000,-565.67500,-565.67500,-552.40270,-552.40270,0.00810,,0.51960,173.20370,-7.73790,-9.88130,-4.49630,-7.73790,2.95010,-0.2914,-0.2914
2023-03-31,0.41600,,0.41600,,3.05600,,,-2.66700,0.35700,-2.31000,-2.31000,-2.31000,-1.29300,-3.60300,-2.64000,-2.66700,9.75400,9.75400,-0.37000,-0.37000,1.27920,,,100.00000,-641.10570,-641.10570,-555.28850,-866.10580,0.00700,,0.20380,441.56250,-7.21330,-9.18600,-3.87580,-7.21330,3.35400,-0.89200,-0.89200
2022-12-31,68.56600,,68.56600,,10.34300,,,48.44200,0.01100,48.45300,48.45300,48.45300,29.24900,77.70200,48.75100,48.44200,9.02800,9.36600,8.41000,7.96000,1.18170,,,,70.65020,70.65020,70.66620,113.32440,0.75800,,,,137.87380,171.81910,53.56410,137.87380,3.70000,3.2536,3.2559
2022-09-30,0.35400,0.35400,,,14.24600,,14.51900,-14.51900,-0.11200,-14.63100,-14.63100,-14.63100,-14.33400,-28.96500,-14.24600,-14.51900,9.26100,9.26100,-3.13000,-3.13000,0.50250,,-1.93910,,-4101.41300,-4101.41300,-4133.05100,-8182.20400,0.00260,0.05280,0.01100,8175.50900,30.31010,16.98380,-10.92620,30.31010,-5.09890,2.1563,2.1564
2022-06-30,0.34800,0.34800,,,14.57500,,14.85700,-14.85700,-0.01600,-14.87300,-14.87300,-14.87300,127.15400,112.28100,-14.57500,-14.85700,8.75000,8.75000,12.83000,12.83000,0.60130,,-3.48270,,-4269.25300,-4269.25300,-4273.85100,32264.65000,0.00240,0.05660,0.00760,11845.86000,57.05910,22.95680,-10.17290,57.05900,-2.94200,-2.3358,-2.3334
