,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-31,2024-09-30,$1.72,$1.92
1,2024-08-01,2024-06-30,$1.82,$1.97
2,2024-05-02,2024-03-31,$1.87,$2.38
3,2024-02-01,2023-12-31,$1.94,$2.22
4,2023-11-02,2023-09-30,$1.85,$1.86
5,2023-07-27,2023-06-30,$1.59,$1.50
6,2023-05-04,2023-03-31,$2.30,$2.78
7,2023-02-02,2022-12-31,$2.10,$2.76
8,2022-10-27,2022-09-30,$2.68,$2.58
9,2022-07-28,2022-06-30,$2.91,$3.04
10,2022-05-05,2022-03-31,$2.12,$2.38
11,2022-02-03,2021-12-31,$1.40,$1.65
12,2021-10-28,2021-09-30,$1.41,$1.06
13,2021-07-29,2021-06-30,$1.31,$1.42
14,2021-04-29,2021-03-31,$0.79,$0.82
15,2021-02-04,2020-12-31,$0.17,$0.10
16,2020-10-29,2020-09-30,$-0.06,$0.24
17,2020-07-30,2020-06-30,$-0.31,$0.16
18,2020-04-30,2020-03-31,$0.51,$0.74
19,2020-01-30,2019-12-31,$0.80,$0.74
20,2019-10-31,2019-09-30,$0.98,$1.18
21,2019-08-01,2019-06-30,$1.22,$0.86
22,2019-05-02,2019-03-31,$1.05,$1.30
23,2019-01-31,2018-12-31,$1.30,$1.37
24,2018-11-01,2018-09-30,$1.43,$1.36
25,2018-07-26,2018-06-30,$1.41,$1.12
26,2018-04-26,2018-03-31,$1.24,$1.28
27,2018-02-01,2017-12-31,$1.02,$1.04
28,2017-11-02,2017-09-30,$0.83,$0.98
29,2017-07-27,2017-06-30,$0.75,$0.88
30,2017-05-04,2017-03-31,$0.82,$0.82
31,2017-02-02,2016-12-31,$0.72,$0.44
32,2016-11-01,2016-09-30,$0.54,$0.70
33,2016-07-28,2016-06-30,$0.53,$0.26
34,2016-05-04,2016-03-31,$0.26,$0.22
35,2016-02-04,2015-12-31,$0.60,$0.58
36,2015-10-29,2015-09-30,$0.93,$0.56
37,2015-07-30,2015-06-30,$0.93,$1.22
38,2015-04-30,2015-03-31,$0.70,$1.04
39,2015-01-29,2014-12-31,$1.34,$1.04
