Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,-1158.95700,-1319.78000,160.82370,213.90220,213.90200,-53.07810,196.88100,143.80200,12.75000,131.05200,131.05200,207.70700,325.45700,25.19790,-53.07840,125.32400,125.88100,2.52000,2.50000,1.20000,0.22800,0.48700,-13.87650,4.57980,4.57980,-12.40790,-28.08190,-0.09860,-0.40730,-220.96660,2.86940,-11.95980,1.11450,2.21530,36.75780,1.5468,1.2916
2024-06-30,4231.58000,3314.80000,916.78000,656.31600,656.31600,260.46410,-34.31400,226.15000,67.73900,158.41100,158.41100,0.48500,146.91400,337.44110,260.46410,125.16300,125.61600,1.17000,1.17000,1.14060,0.23850,0.43690,21.66520,6.15520,6.15520,5.34430,3.47180,0.28120,1.12120,80.27270,2.37270,-8.40370,1.05270,1.80670,53.73210,3.856,3.5546
2024-03-31,4269.09300,3364.47800,904.61470,623.62700,623.62700,280.98780,-39.40300,241.58500,67.28300,174.30200,174.30200,-0.76800,162.11200,358.18580,280.98780,125.71200,126.21100,1.29000,1.28000,1.16900,0.24480,0.44950,21.18990,6.58190,6.58190,5.65890,3.79730,0.28660,1.13160,79.53060,2.60990,-9.00690,1.17000,1.97100,53.33550,-0.3235,-0.5437
2023-12-31,4159.22500,3308.68700,850.53810,646.47500,646.47500,204.06300,-38.31400,165.74900,-16.27900,182.02800,182.02800,-0.57400,171.61000,280.35100,204.06300,126.10500,126.81300,1.37000,1.37000,1.36510,0.29620,0.42920,20.44940,4.90630,4.90630,3.98510,4.12600,0.27820,1.13130,79.55470,2.70280,-9.31150,1.21740,1.90210,53.62190,3.29900,3.16290
2023-09-30,-1212.28200,-1361.39200,149.10990,270.03500,270.03400,-120.92460,-34.57900,-155.50400,-21.99300,-133.51100,-133.51100,300.50600,149.37900,-42.77460,-120.92460,126.60700,127.21400,1.24000,1.25000,1.37040,0.29890,0.43560,-12.30000,9.97500,9.97500,12.82740,-12.32210,-0.08290,-0.49870,-180.47340,-2.02290,-13.28190,-0.91340,-1.41830,52.39120,1.7208,1.4128
2023-06-30,4186.70200,3329.95900,856.74320,587.00200,587.00200,269.74120,-43.05600,226.68500,54.16600,172.51900,172.51900,0.29400,164.23900,342.91020,269.74120,126.64600,127.13800,1.30000,1.29000,1.46170,0.32370,0.48710,20.46340,6.44280,6.44280,5.41440,3.92290,0.28030,1.17650,76.50060,2.62490,-7.85310,1.15500,1.77530,52.21140,2.5312,2.2997
2023-03-31,4078.33200,3188.03800,890.29390,600.43100,600.43100,289.86280,-37.55000,252.31300,19.06000,233.25300,233.25300,-0.07500,216.51200,368.04380,289.86280,126.88600,127.35900,1.71000,1.70000,1.52830,0.34610,0.53740,21.82990,7.10740,7.10740,6.18670,5.30880,0.27180,1.15900,77.65070,3.62870,-10.06390,1.55470,2.37270,50.69220,1.0394,0.7627
2022-12-31,3798.66800,2983.95500,814.71290,576.90800,576.90800,237.80490,-40.32400,197.48100,50.10300,147.37800,147.37800,-0.70800,135.64700,315.55690,237.80490,126.82400,127.49600,1.07000,1.06000,1.48330,0.35520,0.55920,21.44730,6.26020,6.26020,5.19870,3.57090,0.25460,1.10430,81.50080,2.36430,-5.84960,0.98790,1.52440,49.21170,2.37100,2.11860
2022-09-30,-1258.70300,-1347.30300,88.60010,158.02590,158.02600,-69.42600,-49.56400,-118.99000,-55.21800,-63.77200,-63.77200,304.81900,225.20600,6.82000,-69.42630,128.66500,129.44500,1.75000,1.75000,1.45250,0.35480,0.55820,-7.03900,5.51570,5.51570,9.45340,-17.89190,-0.08590,-0.36960,-243.49220,-1.04470,2.57740,-0.43500,-0.67400,47.91780,2.1381,1.7736
2022-06-30,3827.09300,3002.61800,824.47510,558.71300,558.71300,265.76200,6.35300,272.11500,59.49100,212.62400,212.62400,-0.34300,195.98300,342.61400,265.76200,128.22500,128.93300,1.53000,1.52000,1.42790,0.37050,0.59730,21.54310,6.94420,6.94420,7.11020,5.12090,0.26000,1.15860,77.68170,3.55530,-7.53820,1.44420,2.23790,46.87650,-1.9043,-2.0902
2022-03-31,3834.05900,2963.64900,870.41020,704.19500,704.19500,166.21510,-10.93300,155.28200,46.16600,109.11600,109.11600,-0.00100,88.81600,241.02910,166.21510,129.33300,129.97300,0.69000,0.68000,1.24610,0.34300,0.53080,22.70210,4.33520,4.33520,4.05010,2.31650,0.25250,1.16080,77.53090,1.78240,-3.73260,0.71870,1.17100,47.49400,0.9649,0.7499
2021-12-31,3380.62500,2584.15100,796.47410,619.14100,619.14100,177.33300,-8.24300,169.09000,15.88900,153.20100,153.20100,-0.23200,134.03400,250.47700,177.33300,129.34200,130.29400,1.04000,1.03000,1.39880,0.33500,0.51250,23.56000,5.24560,5.24560,5.00170,3.96480,0.22840,1.12960,79.67560,2.51150,-5.33900,1.03490,1.67010,47.23040,2.46860,2.32070
2021-09-30,3586.48600,2758.72300,827.76320,576.24910,576.24900,251.51420,-81.13700,170.37800,99.34400,71.03400,71.03400,-1.68200,43.14300,324.52220,251.51490,130.19400,131.27400,0.33000,0.33000,1.33710,0.32220,0.48430,23.08010,7.01280,7.01280,4.75060,1.20290,0.24510,1.15640,77.82760,1.18890,-2.54790,0.48550,0.80590,46.35500,1.5485,1.3413
2021-06-30,3576.43600,2759.50100,816.93510,553.18900,553.18900,263.74610,19.64800,283.39400,109.18600,174.20800,174.20800,0.38400,165.79400,339.70610,263.74610,130.38500,131.42000,0.83000,0.83000,1.46220,0.33150,0.50460,22.84220,7.37460,7.37460,7.92390,4.63570,0.23510,1.12150,80.24900,2.81590,-6.49820,1.14540,1.88240,47.48240,1.2953,1.1417
2021-03-31,3547.87300,2780.86000,767.01290,808.12500,808.12500,-41.11210,-71.16900,-112.28100,-20.77200,-91.50900,-91.50900,11.32000,11.04500,14.57590,-41.11210,130.26200,130.26200,0.08000,0.08000,1.49230,0.36180,0.57570,21.61900,-1.15880,-1.15880,-3.16470,0.31130,0.22800,1.07460,83.75330,-1.51410,3.18130,-0.58800,-0.96630,46.42890,1.83,1.6152
2020-12-31,3381.83600,2749.77600,632.06010,418.12000,418.12000,213.93990,140.17100,354.11100,87.02300,267.08800,267.08800,-0.01400,257.04800,260.08400,213.93990,129.96800,131.15000,1.98000,1.96000,1.65710,0.22630,0.29250,18.68990,6.32610,6.32610,10.47100,7.60080,0.26490,1.03570,86.89760,4.34760,-70.14640,2.09190,3.36360,47.24400,0.85870,0.73090
2020-09-30,3519.68900,2854.75200,664.93680,642.46200,642.46300,22.47390,37.68400,60.15800,-19.72100,79.87900,79.87900,12.47400,81.99300,70.03890,22.47360,131.51400,132.72100,0.62000,0.62000,1.54320,0.22260,0.28640,18.89190,0.63850,0.63850,1.70920,2.32960,0.28490,1.11130,80.98950,1.36410,-18.08180,0.64660,1.06040,45.13110,3.2264,3.012
2020-06-30,3260.05700,2631.03100,629.02590,434.65000,434.65000,194.37600,109.30500,303.68100,67.67400,236.00700,236.00700,18.04300,244.92900,239.78700,194.37600,130.21500,131.26300,1.88000,1.87000,1.69040,0.26810,0.36620,19.29490,5.96230,5.96230,9.31520,7.51300,0.25850,1.03370,87.06280,4.01030,-57.86470,1.87130,2.93540,45.20660,2.74,2.5265
2020-03-31,3427.18000,2779.04500,648.13500,480.35700,480.35700,167.77810,-344.58300,-176.80500,-61.12200,-115.68300,-115.68300,29.88000,-92.08700,212.43810,167.77810,132.53100,132.53100,-0.69000,-0.69000,1.96840,0.35580,0.55220,18.91160,4.89550,4.89550,-5.15890,-2.68700,0.26090,1.07820,83.47160,-2.06100,17.19000,-0.88070,-1.32780,43.18180,1.132,0.8348
2019-12-31,3360.04900,2715.47800,644.57100,493.22600,493.22600,151.34500,102.82400,254.16900,68.48900,185.68000,185.68000,77.58700,257.01000,195.34200,151.34500,133.13400,134.61800,1.93000,1.91000,1.54630,0.18920,0.26640,19.18340,4.50420,4.50420,7.56440,7.64900,0.27540,1.09950,81.85900,3.06290,-896.17190,1.52190,2.48330,45.57990,-1.01910,-1.18440
2019-09-30,3392.86200,2727.32900,665.53370,566.44710,566.44600,99.08690,-45.54900,53.53700,24.12400,29.41300,29.41300,120.37800,142.32400,142.34690,99.08640,137.90700,139.20600,1.03000,1.01000,1.33770,0.17230,0.24290,19.61570,2.92050,2.92040,1.57790,4.19480,0.29600,1.19460,75.34020,0.50990,-8.94110,0.25660,0.42200,43.41290,-1.0338,-1.2381
2019-06-30,3169.62200,2543.48800,626.13400,536.18000,536.18000,89.95410,3.44500,93.39900,-1.98100,95.38000,95.38000,435.68400,524.44200,134.18810,89.95410,136.61100,137.82300,3.83000,3.80000,1.36070,0.14370,0.20430,19.75420,2.83800,2.83800,2.94670,16.54590,0.27230,1.14050,78.91380,1.56150,220.48950,0.81930,1.33710,44.96260,-1.202,-1.5337
2019-03-31,3091.59600,2474.75500,616.84110,514.16000,514.16000,102.68120,9.15100,111.83200,-7.94700,119.77900,119.77900,-57.00600,56.91700,144.85020,102.68120,138.33500,139.31600,0.41000,0.41000,1.52010,0.33840,0.51150,19.95220,3.32130,3.32130,3.61730,1.84100,0.23880,1.12540,79.97340,2.15600,48.47520,0.92520,1.42640,40.72050,1.1685,0.9221
2018-12-31,3083.78800,2515.26800,568.52000,455.39000,455.39000,113.12990,-20.93900,92.19100,22.75800,69.43300,69.43300,60.15800,124.29600,152.73590,113.12990,142.15400,143.57800,0.87000,0.86000,1.58300,0.31360,0.45750,18.43580,3.66850,3.66850,2.98950,4.03060,0.23820,1.14980,78.27120,1.18870,13.40620,0.53640,0.81590,41.60280,-1.56500,-1.70790
2018-09-30,2991.85600,2385.62200,606.23410,445.38710,445.38800,160.84670,-18.44600,142.40000,215.40200,-73.00200,-73.00200,41.58000,-37.54100,212.22370,160.84660,137.53600,137.53600,-0.23000,-0.23000,1.44850,0.26510,0.36120,20.26280,5.37620,5.37610,4.75960,-1.25480,0.23660,1.19010,75.62330,-1.22810,-12.68400,-0.57730,-0.90250,41.79750,1.618,1.3923
2018-06-30,2933.62300,2325.02800,608.59500,446.08300,446.08300,162.51200,-15.87900,146.63300,31.17400,115.45900,115.45900,34.61200,150.22200,214.53500,162.51200,142.01500,143.02900,1.05000,1.05000,1.44570,0.27850,0.38750,20.74550,5.53960,5.53960,4.99840,5.12070,0.23370,0.84700,106.26200,1.90750,-19.81120,0.91990,1.37630,42.66800,1.4981,1.3711
