Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4189.00000,1885.00000,2304.00000,1870.00000,2071.00000,233.00000,233.00000,-124.00000,357.00000,357.00000,,330.00000,307.31200,311.04400,1.07000,1.06000,0.53300,1.26170,14.04460,19.89150,0.00860,2.87880,2.42440,0.18500,1.13220,48.32380,3.1542,3.1542
2024-06-30,4043.00000,1866.00000,2177.00000,1743.00000,1920.00000,257.00000,257.00000,-37.00000,294.00000,294.00000,,266.00000,306.77400,309.88600,0.87000,0.86000,0.53570,1.37900,14.94190,15.46510,0.00890,2.55050,2.12260,0.15270,0.98560,45.46440,5.0619,5.0619
2024-03-31,4112.00000,1922.00000,2190.00000,1815.00000,2019.00000,171.00000,171.00000,14.00000,157.00000,157.00000,,129.00000,306.00300,308.42100,0.42000,0.42000,0.55470,1.24560,10.16040,7.66490,0.00870,1.38530,1.14960,0.08140,0.51190,44.92760,4.34800,4.34800
2023-12-31,4197.00000,1908.00000,2289.00000,1854.00000,2225.00000,64.00000,64.00000,-13.00000,77.00000,77.00000,-1.00000,159.00000,303.75100,305.13500,0.17000,0.15000,0.56070,1.51580,3.76030,9.34200,0.00870,0.67300,0.55930,0.03920,0.24570,45.51360,-0.0277,-0.0277
2023-09-30,4030.00000,1850.00000,2180.00000,1740.00000,1952.00000,228.00000,228.00000,-68.00000,296.00000,296.00000,,269.00000,304.13400,305.69300,0.88000,0.88000,0.61040,1.75490,13.63640,16.08850,0.00850,2.81880,2.30800,0.15120,0.89910,42.51900,5.3964,5.3964
2023-06-30,3960.00000,1681.00000,2279.00000,1676.00000,1876.00000,403.00000,403.00000,74.00000,329.00000,329.00000,,301.00000,303.68400,304.64600,0.99000,0.99000,0.59810,1.65050,21.76030,16.25270,0.00940,2.93540,2.43130,0.16680,0.97700,44.86460,5.194,5.194
2023-03-31,3784.00000,1458.00000,2326.00000,1712.00000,1938.00000,388.00000,388.00000,68.00000,320.00000,320.00000,-1.00000,291.00000,302.65700,303.44800,0.96000,0.96000,0.60490,1.63960,20.63830,15.47870,0.00960,2.89490,2.39200,0.16310,0.94510,44.47160,4.71910,4.71910
2022-12-31,3626.00000,1185.00000,2441.00000,1756.00000,1996.00000,445.00000,445.00000,167.00000,278.00000,278.00000,,361.00000,316.69000,318.62900,0.90000,0.89000,0.58010,1.56790,22.80880,18.50330,0.01020,2.63880,2.16190,0.14490,0.90790,42.96010,3.2427,3.2427
2022-09-30,3058.00000,804.00000,2254.00000,1599.00000,1837.00000,417.00000,417.00000,117.00000,300.00000,300.00000,-1.00000,272.00000,308.22000,310.08600,0.88000,0.88000,0.57220,1.91640,22.96260,14.97800,0.00960,2.96740,2.41270,0.15900,1.03230,41.40040,5.648,5.648
2022-06-30,2762.00000,467.00000,2295.00000,1442.00000,1661.00000,634.00000,634.00000,152.00000,482.00000,482.00000,,454.00000,322.05700,324.02700,1.41000,1.40000,0.54840,1.77050,31.84330,22.80260,0.01070,4.13380,3.44680,0.25960,1.55640,44.70860,5.8575,5.8575
