Date,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,0.00000,,,,,,,,,
2022-12-31,,,,,,,,,,,,,0.00000,,,,,,,,0.0933,0.0933
2022-03-31,-0.63580,-0.63580,0.00370,-0.63220,-0.63220,-0.63220,-0.63220,-0.63580,-0.63580,1.34700,1.34700,-0.11000,-0.11000,0.04810,-0.07810,17.14000,17.14000,-1.40470,17.14000,-2.73820,-0.09330,-0.09330
2021-12-31,0.44500,-32.91000,-0.22910,-16.10110,-16.12510,-16.12510,-16.12510,-32.91000,-15.87200,12.44800,12.44800,-0.99740,-0.99740,4.92840,,682.39920,613.58810,-139.81700,682.39930,-0.19410,0.4188,0.0999
2021-09-30,-0.55250,-0.55250,0.00070,-0.55180,-0.55180,-0.55180,-0.55180,-0.55250,-0.55250,1.34700,1.34700,-0.41000,-0.41000,0.59140,-0.20220,32.24490,32.24500,-1.22370,32.24490,-1.27050,-0.4596,-0.4596
2021-06-30,-0.02300,-0.02300,0.00040,-0.02250,-0.02250,-0.02250,-0.02250,-0.02300,-0.02300,1.20800,1.20800,-0.02000,-0.02000,2.25780,-0.02410,1.94460,1.94460,-0.04940,1.94460,-0.86090,-0.0337,-0.0337
2021-03-31,-0.00450,-0.00450,,-0.00450,-0.00450,-0.00450,-0.00450,-0.00450,-0.00450,1.00000,1.00000,0.00000,0.00000,0.13880,4.63640,-22.01070,-22.01080,-1.44200,-22.01070,0.01780,-0.00450,-0.00450
