Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.13200,0.41400,-0.28200,1.21700,2.92600,,4.14300,-4.42500,8.03100,3.60600,3.60600,3.60600,3.60600,-4.42500,-4.42500,14.05800,16.05800,0.18000,0.02000,4.42350,0.15230,0.17960,-213.63640,-3352.27300,-3352.27300,2731.81800,2731.81800,0.00120,0.10000,1.46670,61.36360,4.71000,58.07710,3.36390,3.99290,5.26740,-0.3959,-0.4319
2024-06-30,,,,,,-0.71380,,-0.71380,,-0.71380,-0.71380,-0.71380,-0.71380,-0.71380,-0.71380,0.00000,0.00000,-713794.00000,-713794.00000,,,,,,,,,,,,,14275.55000,14275.88000,,14275.88000,,0.1369,0.1369
2024-03-31,,,,,0.61170,,,-0.61170,0.36590,-0.24580,-0.24580,-0.24580,-0.24580,-0.61170,-0.61170,3.73800,3.73800,-0.03000,-0.03000,0.01160,,-0.21660,,,,,,,,,,1.69310,1.69310,-0.65980,1.69310,-3.42720,-0.13690,-0.13690
2023-12-31,,,,,-5.59720,,,11.67620,4.73870,16.32090,16.32090,16.32090,16.32090,11.67620,11.58220,3.73800,3.73800,22.21000,22.21000,0.10990,-0.00350,-0.90180,,,,,,,,,,-12.36220,-40.24490,239.13410,-40.38730,-51.99230,40.6946,41.5088
2023-09-30,0.09400,0.41000,-0.31600,5.66900,9.30200,,14.97100,-15.28700,-3.70900,-18.99600,-18.99600,-18.99600,-18.99600,-15.28700,-15.28700,0.84500,0.84500,-22.49000,-22.49000,0.01850,,-0.14660,-336.17030,-16262.77000,-16262.77000,-20208.51000,-20208.51000,0.00240,,,,163.37010,163.37000,-47.72600,163.37010,-2.74430,-40.7141,-41.5283
2023-06-30,,,,,0.07890,,,-0.07890,0.46040,0.38150,0.38150,0.38150,0.38150,-0.07890,-0.07890,3.73800,3.73800,0.05000,0.05000,0.03520,,-0.12300,,,,,,,,,,-3.72280,-3.72280,0.97850,-3.72280,-2.41870,-0.1182,-0.1182
2023-03-31,,,,,0.96860,,,-0.96860,1.12880,0.16020,0.16020,0.16020,0.16020,-0.96860,-0.96860,3.73800,3.73800,0.01000,0.01000,0.01500,,-0.07180,,,,,,,,,,-1.59780,-1.59780,0.41930,-1.59780,-2.36700,-0.05650,-0.05650
2022-12-31,,,,,0.27110,,,-0.27110,1.18100,0.90990,0.90990,0.90990,0.90990,-0.27110,-0.27110,3.73800,3.73800,0.05000,0.05000,0.02340,,-0.01390,,,,,,,,,,-10.53010,-10.53010,0.59950,-10.53010,-2.03930,-0.0139,-0.0139
2022-09-30,,,,,0.18040,,,-0.18040,0.74520,0.56480,0.56480,0.56480,0.56480,-0.18040,-0.18040,3.73800,3.73800,0.03000,0.03000,0.02890,,,,,,,,,,,,-6.74870,-6.74870,0.37500,-6.74870,-1.97530,-0.0071,-0.0071
2022-06-30,,,,,0.30480,,,-0.30480,0.10880,-0.19600,-0.19600,-0.19600,-0.19600,-0.30480,-0.30480,3.73800,3.73800,-0.01000,-0.01000,0.04960,,,,,,,,,,,,1.81400,1.81400,-0.13070,1.81400,-2.55020,-0.0882,-0.0882
2022-03-31,,,,,0.25270,,,-0.25270,0.04150,-0.21120,-0.21120,-0.21120,-0.21120,-0.25270,-0.25270,3.73800,3.73800,-0.01000,-0.01000,0.11850,,,,,,,,,,,,2.01010,2.01000,-0.14050,2.01010,-2.47970,-0.02060,-0.02060
2021-12-31,,,,,1.11580,,,-1.11580,0.02000,-1.09580,-1.09580,-1.09580,-1.09580,-1.11580,-1.11580,3.63100,3.63100,-0.10000,-0.10000,0.14540,,,,,,,,,,,,10.64380,10.64380,-0.72850,10.64380,-2.42990,-0.0417,-0.0417
2021-09-30,,,,,5.10590,,,-5.10590,0.01250,-5.09340,-5.09340,-5.09340,-5.09340,-5.10590,-5.10590,3.73800,3.73800,-0.27000,-0.27000,0.21180,,,,,,,,,,,,55.36590,55.36570,-3.38190,55.36590,-2.17120,-0.0357,-0.0357
2021-06-30,,,,,0.16690,,,-0.16690,0.00450,-0.16240,-0.16240,-0.16240,-0.16240,-0.16690,-0.16690,3.73800,3.73800,-0.01000,-0.01000,6.97030,,,,,,,,,,,,-3.24860,-3.24870,-0.10770,-3.24860,0.97130,0.0125,0.0125
2021-03-31,,,,,0.22560,,,-0.22560,0.01530,-0.21030,-0.21030,-0.21030,-0.21030,-0.22560,-0.22560,3.30400,3.30400,-0.02000,-0.02000,9.12080,,,,,,,,,,,,-4.20500,-4.20500,-0.13930,-4.20500,0.97450,-0.22980,-0.22980
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2020-06-30,,,,0.00000,0.39200,,,-0.39200,0.01980,-0.37300,-0.37300,-0.37300,-0.37300,-0.39200,-0.39200,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
