Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,11.18800,5.19700,-16.38500,0.59600,-15.78900,,-15.78900,-15.78900,-15.78900,-16.08900,-16.38500,34.26200,34.26200,-0.43000,-0.43000,14.67500,0.15910,0.20240,-8.59420,-8.59420,-6.74460,-7.22660,5.01020,-0.3541,-0.3958
2019-12-31,11.94800,4.71600,-16.66400,0.47500,-16.18900,,-16.18900,-16.18900,-16.18900,-16.72600,-16.66400,34.87800,34.87800,-0.46000,-0.46000,13.42580,0.14960,0.18800,-8.19430,-8.19430,-6.46470,-6.96840,5.39120,-0.3538,-0.4669
2019-09-30,8.16800,4.07400,-12.24200,1.10300,-11.13900,,-11.13900,-11.13900,-11.13900,-12.49400,-12.24200,31.67500,31.67500,-0.35000,-0.35000,9.84910,0.10680,0.11990,-9.23320,-9.23320,-7.35550,-8.24670,3.80340,-0.6304,-0.6551
2019-06-30,7.45700,3.45000,-10.90700,1.39900,-9.50800,,-9.50800,-9.50800,-9.50800,-11.30100,-10.90700,31.66100,31.66100,-0.30000,-0.30000,9.78610,,,-7.30530,-7.30530,-6.62390,-7.30530,4.11040,-0.42900,-0.44040
2019-03-31,5.41800,2.40800,-7.82600,1.17000,-6.65600,,-6.65600,-6.65600,-6.65600,-8.32800,-7.82600,23.19800,23.19800,1.19000,1.19000,14.26210,0.04540,0.04760,-4.82820,-4.82820,-4.31290,-4.60890,4.35470,-0.4814,-0.5697
2018-12-31,7.85700,2.28000,-10.13700,2.46400,-7.67300,,-7.67300,-7.67300,-7.67300,-10.72700,-10.13700,31.57700,31.57700,-0.24000,-0.24000,38.06360,,,-5.35680,-5.35680,-5.04180,-5.35680,4.52700,-0.0737,-0.0927
2018-09-30,4.96200,2.14200,-7.10400,0.64300,-6.46100,,-6.46100,-6.46100,-6.46100,-7.49100,-7.10400,24.57400,24.57400,-0.26000,-0.26000,40.56280,,,-4.30630,-4.30630,-4.20050,-4.30630,4.75490,0.8381,0.8566
2018-06-30,3.93600,1.94300,-5.87900,-4.16500,-10.04400,,-10.04400,-10.04400,-10.04400,-5.96700,-5.87900,4.98100,4.98100,-2.02000,-2.02000,12.28290,,,25.95420,25.95420,-16.93960,25.95420,-7.72900,-1.37700,-1.40030
2018-03-31,4.51000,2.58300,-7.09300,-0.07300,-7.14200,0.00000,-7.14200,-7.14200,-7.14200,-7.18400,-7.09300,4.97900,4.97900,-1.44000,-1.44000,12.52960,,,25.44540,25.44540,-10.96220,25.44540,-5.60580,-0.8503,-0.8483
2017-12-31,3.57300,1.15900,-4.73200,0.37800,-4.35400,,-4.35400,-4.35400,-4.35400,-4.70100,-4.73200,4.98100,4.98100,-0.87000,-0.87000,,,,,,,,,-0.54,-0.5412
2017-09-30,3.14900,1.10700,-4.25600,-0.40400,-4.66000,,-4.66000,-4.66000,-4.66000,-4.22900,-4.25600,4.97800,4.97800,-0.94000,-0.94000,,,,,,,,,-0.7206,-0.7409
2017-06-30,2.29100,0.88500,-3.17600,-0.37600,-3.55200,,-3.55200,-3.55200,-3.55200,-3.15300,-3.17600,4.97300,4.97300,-0.71000,-0.71000,,,,,,,,,-1.10460,-1.11120
2017-03-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
