Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,43.44800,15.46800,-58.91600,5.86100,-53.05500,0.00000,-53.05500,-53.05500,-53.05500,-60.41800,-58.91600,78.57000,78.57000,-0.68000,-0.68000,10.10810,0.15250,0.18720,-13.90840,-13.90840,-10.64930,-11.78680,5.57730,-0.407,-0.4305
2024-06-30,42.97200,14.39500,-57.36700,3.59500,-53.77200,,-53.77200,-53.77200,-53.77200,-59.41900,-57.36700,69.18600,69.18600,-0.78000,-0.78000,13.46190,0.13830,0.16690,-12.60920,-12.60920,-10.05150,-10.86530,6.24290,-0.71060,-0.73480
2024-03-31,42.57800,16.17600,-58.75400,3.61400,-55.14000,-0.06500,-55.07500,-55.07500,-55.07500,-60.86000,-58.75400,66.57000,66.57000,-0.82000,-0.82000,10.72420,0.15410,0.18940,-14.70600,-14.70600,-11.29230,-12.44000,6.09800,-0.6958,-0.7221
2023-12-31,42.84700,13.69300,-56.54000,5.89300,-50.64700,0.47300,-51.12000,-51.12000,-51.12000,-58.92100,-56.54000,66.64600,66.64600,-0.77000,-0.77000,12.39750,0.13890,0.16770,-12.12710,-12.12710,-9.59230,-10.44260,6.86680,-0.7058,-0.7315
2023-09-30,49.10100,14.73000,-63.83100,3.58600,-60.24500,-0.20100,-60.04400,-60.04400,-60.04400,-65.54500,-63.83100,66.58200,66.58200,-0.90000,-0.90000,12.75800,0.10210,0.11940,-12.90790,-12.90790,-10.67640,-11.59060,7.87640,-0.6523,-0.6786
2023-06-30,40.43700,15.21100,-55.64800,6.29400,-49.35400,0.20100,-49.55500,-49.55500,-49.55500,-59.11800,-55.64800,66.36800,66.36800,-0.75000,-0.75000,17.05980,0.09310,0.10780,-9.64050,-9.64050,-8.20600,-8.74330,8.71590,-0.73210,-0.73890
2023-03-31,37.95400,15.04100,-52.99500,4.04400,-48.95100,,-49.23900,-49.23900,-49.23900,-56.32300,-52.99500,58.21300,58.21300,-0.73000,-0.73000,17.51970,0.08650,0.09950,-8.86720,-8.86720,-7.61520,-8.09980,9.79770,-0.5533,-0.5574
2022-12-31,30.26100,11.36900,-41.63000,1.94000,-39.69000,,-39.69000,-39.69000,-39.69000,-42.56900,-41.63000,57.85700,57.85700,-0.69000,-0.69000,23.57770,0.08100,0.09250,-6.66670,-6.66670,-5.84920,-6.12670,10.51230,-0.4292,-0.4374
2022-09-30,28.83400,12.74500,-41.57900,-1.52300,-43.10200,,-43.10200,-43.10200,-43.10200,-41.36600,-41.57900,54.77000,54.77000,-0.79000,-0.79000,16.11890,0.05930,0.06980,-11.22240,-11.22240,-9.88360,-10.55700,7.72170,-0.6001,-0.6071
2022-06-30,29.47800,11.39800,-40.87600,-1.37700,-42.25300,,-42.25300,-42.25300,-42.25300,-40.01300,-40.87600,54.21100,54.21100,-0.78000,-0.78000,19.78670,0.05590,0.06550,-10.29900,-10.29900,-9.19690,-9.72290,8.32210,-0.61710,-0.63680
2022-03-31,21.73600,10.25200,-31.98800,0.29200,-31.69600,,-31.69600,-31.69600,-31.69600,-31.01100,-31.98800,52.21200,52.21200,-0.60000,-0.60000,19.46310,0.05600,0.06560,-7.70760,-7.70760,-6.87260,-7.27580,8.68690,-0.4344,-0.4565
2021-12-31,19.35300,10.34500,-29.69800,0.02400,-29.67400,,-29.67400,-29.67400,-29.67400,-28.64200,-29.69800,52.32000,52.32000,-0.57000,-0.57000,23.38830,0.05300,0.06180,-6.78250,-6.78250,-6.11480,-6.42280,9.26810,-0.3471,-0.3559
2021-09-30,19.90200,9.34500,-29.24700,-0.10800,-29.35500,,-29.35500,-29.35500,-29.35500,-28.08900,-29.24700,52.08100,52.08100,-0.56000,-0.56000,26.71220,0.05100,0.05930,-6.41760,-6.41760,-5.83060,-6.09020,9.76230,-0.4397,-0.4479
2021-06-30,18.55400,8.82700,-27.38100,0.07000,-27.31100,,-27.31100,-27.31100,-27.31100,-26.20500,-27.38100,51.91000,51.91000,-0.53000,-0.53000,30.87000,0.04900,0.05670,-5.70140,-5.70140,-5.21480,-5.42210,10.25090,-0.35280,-0.35840
2021-03-31,16.22500,5.95900,-22.18400,0.68500,-21.49900,,-21.49900,-21.49900,-21.49900,-21.15500,-22.18400,46.24900,46.24900,-0.41000,-0.41000,33.25410,0.04730,0.05460,-4.31080,-4.31080,-3.95860,-4.10700,10.71010,-0.4109,-0.4297
2020-12-31,14.32200,5.95300,-20.27500,-1.50800,-21.78300,,-21.78300,-21.78300,-21.78300,-19.44200,-20.27500,49.38200,49.38200,-0.44000,-0.44000,38.36440,0.04590,0.05290,-4.21990,-4.21990,-3.89540,-4.02640,11.12850,-0.1834,-0.1934
2020-09-30,14.05000,5.61300,-19.66300,-0.43200,-20.09500,,-20.09500,-20.09500,-20.09500,-18.92000,-19.66300,44.01600,44.01600,-0.46000,-0.46000,19.46890,0.11720,0.14220,-7.68770,-7.68770,-6.39470,-6.78650,6.48420,-0.3545,-0.3541
2020-06-30,12.15700,5.67600,-17.83300,0.34000,-17.49300,,-17.49300,-17.49300,-17.49300,-17.35100,-17.83300,39.86200,39.86200,-0.44000,-0.44000,22.54090,0.11100,0.13360,-6.29670,-6.29670,-5.30760,-5.59780,6.89710,-0.37860,-0.40190
