Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.97100,19.69700,9.27400,1.40700,8.72100,11.26500,-1.99100,0.84300,-1.14800,0.05100,-1.19900,-1.19900,,-1.19900,2.41100,-1.99100,19.43300,19.43300,-0.06000,-0.06000,5.57550,,,32.01130,-6.87240,-6.87240,-3.96260,-4.13860,0.17380,0.78150,1.17020,76.90900,-0.84020,-0.84570,-0.71920,-0.84020,7.20730,0.099,0.0244
2024-06-30,28.67300,19.76800,8.90500,2.32600,9.46800,11.79400,-2.88900,0.51000,-2.37900,-0.00300,-2.37600,-2.37600,,-2.37600,0.84900,-2.88900,19.38100,19.38100,-0.12000,-0.12000,4.72040,,,31.05710,-10.07570,-10.07570,-8.29700,-8.28650,0.16980,0.87030,1.04930,85.77200,-1.65720,-1.66900,-1.40670,-1.65720,7.27290,-0.7564,-0.8954
2024-03-31,29.26700,19.35200,9.91500,3.03800,10.67500,13.71300,-3.79800,0.71300,-3.08500,0.07800,-3.16300,-3.16300,,-3.16300,-0.55100,-3.79800,19.28600,19.28600,-0.16000,-0.16000,5.06290,,,33.87780,-12.97710,-12.97710,-10.54090,-10.80740,0.17380,1.01380,1.12720,79.84590,-2.18040,-2.19710,-1.87870,-2.18040,7.34550,-0.04110,-0.16550
2023-12-31,31.45500,30.62100,0.83400,2.02000,11.01200,13.03200,-12.19800,0.16400,-12.03400,0.15900,-12.19300,-12.19300,,-12.19300,-8.87900,-12.19800,19.13000,19.13000,-0.64000,-0.64000,4.75800,,,2.65140,-38.77920,-38.77920,-38.25780,-38.76330,0.18220,1.60770,1.22540,73.44780,-8.27360,-8.34120,-7.06290,-8.27360,7.51480,0.2716,0.0885
2023-09-30,33.19500,20.74900,12.44600,2.39800,9.20800,17.59600,-5.15000,0.87600,-4.27400,0.09500,-4.36900,-4.36900,,-4.36900,4.03900,-5.15000,19.23100,19.23100,-0.23000,-0.23000,5.03850,,,37.49360,-15.51440,-15.51440,-12.87540,-13.16160,0.17760,0.78530,1.17750,76.43020,-2.78270,-2.78270,-2.33700,-2.78270,8.00610,0.026,-0.1007
2023-06-30,33.58600,21.75200,11.83400,2.41600,9.24600,11.66200,0.17200,0.64700,0.81900,0.04600,0.77300,0.77300,,0.77300,3.63100,0.17200,19.15300,19.27500,0.04000,0.04000,4.84680,,,35.23490,0.51210,0.51210,2.43850,2.30160,0.17560,0.89960,1.24510,72.28460,0.48100,0.49850,0.40410,0.48100,8.23570,0.1908,0.0552
2023-03-31,34.14300,21.38900,12.75400,2.56500,10.35800,12.92300,-0.16900,0.55400,0.38500,0.01800,0.36700,0.36700,,0.36700,3.29200,-0.16900,18.88200,19.03500,0.02000,0.02000,4.44240,,,37.35470,-0.49500,-0.49500,1.12760,1.07490,0.17910,0.89550,1.29410,69.54490,0.23260,0.24120,0.19250,0.23260,8.14620,-0.35610,-0.46660
2022-12-31,35.87700,23.38400,12.49300,1.98900,9.96700,11.95600,0.53700,-0.08000,0.45700,-0.09900,0.55600,0.55600,-0.03600,0.52000,3.81100,0.53700,18.63200,18.63200,0.04000,0.04000,3.50060,,,34.82180,1.49680,1.49680,1.27380,1.44940,0.18280,1.02880,1.30810,68.80260,0.35090,0.36410,0.28330,0.35090,8.25280,0.5557,0.3715
2022-09-30,35.16900,22.12600,13.04300,2.74500,11.26900,14.01400,-0.97100,0.95700,-0.01400,0.08100,-0.09500,-0.09500,29.74100,29.64600,2.62700,-0.97100,18.70600,18.70600,1.58000,1.58000,3.62960,,,37.08660,-2.76100,-2.76100,-0.03980,84.29580,0.18100,0.92660,1.26620,71.07820,-0.06150,-0.06380,-0.04890,-0.06150,8.06240,0.0958,-0.0607
2022-06-30,34.55300,20.39800,14.15500,2.62400,12.57400,15.19800,-1.04300,1.08900,0.04600,0.23500,-0.18900,-0.18900,-1.25500,-1.44400,2.54800,-1.04300,18.56400,18.56400,-0.08000,-0.08000,2.57140,,,40.96610,-3.01850,-3.01850,0.13310,-4.17910,0.21290,0.65840,1.03430,87.01760,-0.15240,-0.16000,-0.11640,-0.15240,6.50350,0.0162,-0.1784
2022-03-31,33.15100,20.34400,12.80700,3.01100,14.04400,17.05500,-4.24800,0.31000,-3.93800,0.32900,-4.26700,-4.26700,-0.42500,-4.69200,-0.68100,-4.24800,18.44900,18.44900,-0.25000,-0.25000,2.61150,,,38.63230,-12.81410,-12.81410,-11.87900,-14.15340,0.20450,0.79270,0.96690,93.08140,-3.41260,-3.63330,-2.63250,-3.41260,6.61740,-0.19040,-0.42740
2021-12-31,13.86800,11.15800,2.71000,-0.83000,10.18300,9.35300,-6.64300,1.07900,-5.56400,-0.04900,-5.51500,-5.51500,1.43500,-4.08000,-2.81400,-6.64300,18.21700,18.21700,-0.23000,-0.23000,2.59220,,,19.54140,-47.90170,-47.90170,-40.12120,-29.42030,0.08220,0.70470,0.49950,180.19470,-4.27600,-4.55330,-3.26730,-4.27600,6.82060,0.0566,-0.1512
2021-09-30,34.38800,22.26900,12.11900,2.82800,12.83400,15.66200,-3.54300,7.22900,3.68600,0.01600,3.67000,3.67000,0.34800,4.01800,0.26600,-3.54300,18.34100,18.56600,0.22000,0.22000,2.79820,,,35.24190,-10.30300,-10.30300,10.71890,11.68430,0.20180,0.90380,1.07610,83.63240,2.78090,2.96100,2.15390,2.78090,6.98290,-0.1618,-0.4038
2021-06-30,43.36300,28.01800,15.34500,4.50500,16.64200,21.14700,-5.80200,0.20700,-5.59500,0.07800,-5.67300,-5.67300,,-5.67300,-2.18900,-5.80200,18.17400,18.17400,-0.31000,-0.31000,2.22330,,0.05460,35.38730,-13.38010,-13.38010,-12.90270,-13.08260,0.24560,1.25640,1.31420,68.48120,-4.47130,-4.78760,-3.21320,-4.47130,6.74440,-0.0137,-0.3048
2021-03-31,42.29200,26.64300,15.64900,4.56700,14.68900,19.25600,-3.60700,-0.57400,-4.18100,-0.15300,-4.02800,-4.02800,,-4.02800,-0.25700,-3.60700,17.93800,17.93800,-0.22000,-0.22000,2.45320,0.00590,0.05310,37.00230,-8.52880,-8.52880,-9.88600,-9.52430,0.23730,1.16990,1.40820,63.91210,-3.08500,-3.30310,-2.25970,-3.06680,6.97040,0.27860,-0.00370
2020-12-31,44.12700,27.06500,17.06200,4.09800,13.82400,28.41200,-11.35000,-0.55000,-11.90000,-0.26300,-11.63700,-11.63700,,-11.63700,2.52600,-11.35000,17.66900,17.66900,-0.66000,-0.66000,2.47770,0.01450,0.05250,38.66570,-25.72120,-25.72120,-26.96760,-26.37160,0.24040,1.09690,1.30990,68.70690,-8.82370,-9.45810,-6.33850,-8.69610,7.15590,-0.0091,-0.2251
2020-09-30,41.11200,25.29700,15.81500,3.54800,12.77000,16.31800,-0.50300,-0.14300,-0.64600,-0.10900,-0.53700,-0.53700,,-0.53700,2.37200,-0.50300,17.72300,17.72300,-0.03000,-0.03000,2.62120,0.02150,0.04930,38.46810,-1.22350,-1.22350,-1.57130,-1.30620,0.21500,1.02570,1.30540,68.94700,-0.38230,-0.44320,-0.28080,-0.37410,7.67370,-0.0017,-0.1781
2020-06-30,36.92600,23.93200,12.99400,3.86600,12.56400,16.43000,-3.43600,0.05300,-3.38300,0.16900,-3.55200,-3.55200,,-3.55200,-0.68400,-3.43600,17.64800,17.64800,-0.20000,-0.20000,2.72170,0.02960,0.04980,35.18930,-9.30510,-9.30510,-9.16160,-9.61920,0.19440,0.97870,1.29280,69.61680,-2.55560,-2.95750,-1.86960,-2.47990,7.71600,0.0047,-0.2075
2020-03-31,36.56800,24.83100,11.73700,4.28700,15.09800,19.38500,-7.64800,1.81100,-5.83700,0.37700,-6.21400,-6.21400,,-6.21400,-4.99800,-7.64800,17.52900,17.52900,-0.35000,-0.35000,2.72750,,,32.09640,-20.91450,-20.91450,-15.96200,-16.99300,0.19320,0.97170,1.26240,71.29510,-4.37980,-5.06380,-3.28290,-4.37990,7.88820,-0.16820,-0.35510
2019-12-31,42.47600,26.60600,15.87000,3.93300,15.26200,19.19500,-3.32500,-0.44800,-3.77300,-0.86300,-2.91000,-2.91000,-0.57300,-3.48300,-0.73100,-3.32500,17.45900,17.45900,-0.20000,-0.20000,2.84640,,,37.36230,-7.82800,-7.82790,-8.88270,-8.19990,0.21300,1.13390,1.29140,69.69090,-1.94010,-2.24470,-1.45940,-1.94010,8.33230,-0.1578,-0.3425
2019-09-30,39.31100,25.85200,13.45900,4.32700,13.99000,18.31700,-4.85800,1.05800,-3.80000,-0.49200,-3.30800,-3.30800,-1.03600,-4.34400,-2.37700,-4.85800,17.52100,17.52100,-0.25000,-0.25000,2.77030,,,34.23720,-12.35790,-12.35790,-9.66650,-11.05030,0.19250,1.02110,1.31130,68.63500,-2.18110,-2.50300,-1.62010,-2.18110,8.37990,-0.2765,-0.4245
2019-06-30,39.73000,28.02800,11.70200,3.79800,14.58300,18.38100,-6.67900,0.78100,-5.89800,-2.60400,-3.29400,-3.29400,50.63000,47.33600,-3.79400,-6.67900,17.46300,17.46300,2.71000,2.71000,2.49840,,0.01300,29.45380,-16.81100,-16.81100,-14.84520,119.14420,0.17990,1.15740,1.34230,67.04810,-2.13900,-2.46180,-1.49120,-2.13900,8.54630,-0.3149,-0.5189
2019-03-31,36.37600,23.65700,12.71900,3.86800,15.08500,18.95300,-6.23400,-0.30700,-6.54100,-0.04400,-6.49700,-6.49700,0.24300,-6.25400,-2.70700,-6.23400,17.30200,17.30200,-0.36000,-0.36000,1.18080,0.16400,0.30680,34.96540,-17.13770,-17.13770,-17.98160,-17.19270,0.18420,0.90770,1.26170,71.33500,-6.79620,-12.27100,-3.28950,-5.68180,5.35500,-0.06210,-0.23700
2018-12-31,34.98400,23.98800,10.99600,3.66300,10.36200,14.02500,-3.02900,-0.11400,-3.14300,0.07500,-3.21800,-3.21800,1.39600,-1.82200,0.34700,-3.02900,17.07200,17.07200,-0.10000,-0.10000,1.38800,0.16340,0.29510,31.43150,-8.65830,-8.65820,-8.98410,-5.20810,0.18640,1.04560,1.22360,73.55590,-3.23370,-4.08260,-1.71490,-2.70530,5.60840,0.2012,-0.063
2018-09-30,39.31200,23.90000,15.41200,3.78900,13.48000,17.26900,-1.85700,-0.06600,-1.92300,0.00800,-1.93100,-1.93100,0.75700,-1.17400,1.33600,-1.85700,17.18800,17.18800,-0.07000,-0.07000,1.36130,0.16600,0.42210,39.20430,-4.72370,-4.72370,-4.89160,-2.98640,0.19230,0.96860,1.35690,66.32560,-1.89820,-3.37320,-0.94440,-1.58300,5.73480,0.1724,-0.0593
