Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,141.44100,10.49700,-151.93800,3.06900,-148.86900,0.20400,-149.07300,-149.07300,-149.07300,-154.23600,-151.93800,107.07500,107.07500,-1.39000,-1.39000,11.65840,0.08590,0.09400,-39.42670,-39.42670,-32.52760,-36.03880,3.56280,-1.2892,-1.2892
2024-06-30,44.86500,8.57100,-53.43600,5.59900,-47.83700,0.13400,-47.97100,-47.97100,-47.97100,-58.66200,-53.43600,99.83100,99.83100,-0.48000,-0.48000,13.92110,0.03800,0.04880,-9.31630,-9.31630,-8.24050,-8.96200,4.90790,-0.5961,-0.5961
2024-03-31,47.42800,9.84900,-57.27700,5.69300,-51.58400,0.09700,-51.68100,-51.68100,-51.68100,-57.10600,-57.27700,95.84700,95.84700,-0.54000,-0.54000,15.03050,0.04320,0.04890,-10.12280,-10.12280,-8.95190,-9.68530,5.36280,-0.41440,-0.41440
2023-12-31,33.59200,7.61400,-41.20600,4.83800,-36.36800,,-40.23500,-40.23500,-40.23500,-42.95600,-41.20600,71.17300,71.17300,-0.49000,-0.49000,20.04440,0.04420,0.04620,-7.50230,-7.50230,-6.74780,-7.17070,5.75010,-0.572,-0.5721
2023-09-30,31.41700,7.92800,-39.34500,4.62000,-34.72500,,-34.72500,-34.72500,-34.72500,-41.20500,-39.34500,76.33600,76.33600,-0.45000,-0.45000,18.22650,0.05670,0.06010,-8.46520,-8.46520,-7.54710,-7.98560,5.42320,-0.3725,-0.3725
2023-06-30,34.91500,7.21400,-42.12900,3.73600,-38.39300,,-38.39300,-38.39300,-38.39300,-44.07000,-42.12900,74.12700,74.12700,-0.52000,-0.52000,18.95910,0.05250,0.05540,-8.68650,-8.68650,-7.79540,-8.23060,5.85670,-0.3048,-0.3048
2023-03-31,22.30600,6.21800,-28.52400,-0.31200,-28.83600,,-28.83600,-28.83600,-28.83600,-28.29100,-28.52400,53.17100,53.17100,-0.54000,-0.54000,20.55510,0.05180,0.05460,-6.46790,-6.46790,-5.83350,-6.13320,6.11830,-0.56580,-0.56580
2022-12-31,19.06400,6.29800,-25.36200,0.77600,-24.58600,0.01600,-24.60200,-24.60200,-24.60200,-25.60700,-25.36200,34.80600,34.80600,0.13000,0.13000,7.96620,0.11740,0.13300,-16.20340,-16.20340,-12.49950,-14.30150,3.00290,-1.1872,-1.1873
2022-09-30,22.19700,4.84400,-27.04100,0.23800,-26.80300,0.00200,-26.80500,-26.80500,-26.80500,-27.26100,-27.04100,47.25400,47.25400,-0.57000,-0.57000,5.80580,0.07830,0.12860,-17.56840,-17.56840,-13.36380,-16.19320,3.49740,0.7825,0.7826
2022-06-30,19.68600,5.05200,-24.73800,-0.31600,-25.05400,,-25.05400,-25.05400,-25.05400,-24.63500,-24.73800,20.35200,20.35200,-1.23000,-1.23000,5.44880,0.13060,0.24380,-31.24530,-31.24530,-16.97480,-27.16320,3.93700,-0.7282,-0.7281
2022-03-31,19.84900,5.25900,-25.10800,-0.45600,-25.56400,0.00100,-25.56500,-25.56500,-25.56500,-24.89700,-25.10800,20.33900,20.33900,-1.26000,-1.26000,7.35920,0.12350,0.18950,-24.88300,-24.88300,-18.83030,-21.81050,5.04850,-1.19690,-1.19720
2021-12-31,20.97900,5.26200,-26.24100,-0.19400,-26.43500,,-26.28800,-26.28800,-26.28800,-25.83400,-26.24100,20.09800,20.09800,-1.30000,-1.30000,8.29100,0.11830,0.15400,-20.87060,-20.87060,-16.18500,-18.40190,6.19960,-1.4044,-1.4058
2021-09-30,23.59000,4.62200,-28.21200,-0.11700,-28.32900,,-28.32900,-28.32900,-28.32900,-27.75900,-28.21200,20.09200,20.09200,-1.41000,-1.41000,8.41700,0.00970,0.00980,-19.30160,-19.30160,-16.85690,-19.11400,7.30050,-0.6666,-0.6674
2021-06-30,15.63000,4.92100,-20.55100,-0.17200,-20.72300,,-20.72300,-20.72300,-20.72300,-20.17100,-20.55100,20.06000,20.06000,-1.03000,-1.03000,23.82230,0.00820,0.00830,-11.99910,-11.99910,-11.40440,-11.90080,8.60040,-1.0006,-1.0014
2021-03-31,10.13100,4.60800,-14.73900,-0.04300,-14.78200,,-14.78200,-14.78200,-14.78200,-14.41800,-14.73900,20.01000,20.01000,-0.74000,-0.74000,23.39950,,,-7.77200,-7.77200,-7.44110,-7.77200,9.49310,-0.74870,-0.74890
2020-12-31,8.77000,3.77700,-12.54700,-0.11600,-12.66300,-0.08200,-12.58100,-12.58100,-12.58100,-12.27500,-12.54700,16.08800,16.08800,-0.61000,-0.61000,25.90930,,,-6.19870,-6.19870,-5.96050,-6.19870,10.18270,-0.9663,-0.9669
2020-09-30,11.20800,3.22500,-14.43300,-0.14600,-14.57900,0.02400,-14.60300,-14.60300,-14.60300,-14.25400,-14.43300,16.88400,16.88400,-0.86000,-0.86000,23.61400,,,-6.82370,-6.82370,-6.53590,-6.82370,10.76530,-0.511,-0.5105
2020-06-30,8.44300,3.23000,-11.67300,-0.09800,-11.77100,,-11.77100,-11.77100,-11.77100,-11.57800,-11.67300,13.79700,13.79700,-0.85000,-0.85000,11.08690,,,-16.87090,-16.87090,-15.37450,-16.87090,5.05400,-0.835,-0.8383
2020-03-31,7.77800,2.92400,-10.70200,0.15700,-10.54500,-0.00100,-10.54400,-10.54400,-10.54400,-10.69000,-10.70200,13.79000,13.79000,-0.76000,-0.76000,11.22550,,,-13.19620,-13.19620,-12.02430,-13.19620,5.79250,-0.56210,-0.56660
2019-12-31,7.19200,2.41900,-9.61100,-9.54000,-19.15100,0.13200,-19.28300,-19.28300,-19.28300,-9.60600,-9.61100,2.34400,2.34400,37.90000,37.90000,16.99520,,,-21.43890,-21.43890,-20.18040,-21.43890,6.52290,12.5883,12.5748
2019-09-30,6.68000,1.51800,-8.19800,-10.47000,-18.66800,0.05700,-18.72500,-18.72500,-18.72500,-8.19300,-8.19800,0.61100,0.61100,-30.63000,-30.63000,0.73470,,,34.69460,34.69460,-102.02130,34.69460,-88.33220,-10.1424,-10.1555
2019-06-30,3.16500,0.83400,-3.99900,-10.96800,-14.96700,0.00600,-14.97300,-14.97300,-14.97300,-3.99500,-3.99900,0.61100,0.61100,-24.50000,-24.50000,,,,,,,,,-6.4877,-6.5172
2019-03-31,4.30900,0.52300,-4.83200,0.41600,-4.41600,0.02300,-4.43900,-4.43900,-4.43900,-4.82900,-4.83200,0.61100,0.61100,-7.26000,-7.26000,,,,,,,,,-6.82000,-6.82320
2018-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,15.0157,15.073
2018-09-30,3.28900,0.49700,-3.78600,-0.37900,-4.16500,,-4.16500,-4.16500,-4.16500,-3.78600,-3.78600,0.61120,0.61120,-6.81000,-6.81000,,,,,,,,,-15.0157,-15.073
