Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11.77200,11.77200,63.23900,20.76500,,-72.23200,-24.69600,-96.92800,2.97700,-99.90500,-99.90500,-99.90500,-71.59700,-72.23200,68.25400,68.25400,-1.46000,-1.46000,8.32050,,,100.00000,-613.59160,-613.59160,-823.37750,-848.66630,0.01390,10.38100,8.66970,-14.20600,-14.24360,-11.82760,-14.20600,10.27750,-1.1195,-1.1187
2024-06-30,7.33200,7.33200,49.11900,22.58700,,-64.37400,16.64900,-47.72500,2.31700,-50.04200,-50.04200,-50.04200,-63.73400,-64.37400,61.85130,61.85130,-0.81000,-0.81000,9.97420,,,100.00000,-877.98690,-877.98690,-650.91380,-682.51500,0.00820,3.98050,22.61050,-6.70110,-6.71600,-5.60870,-6.70110,11.00570,0.1376,0.1138
2024-03-31,7.88900,7.88900,38.58400,16.11400,,-46.80900,13.45100,-33.35800,1.09800,-34.45600,-34.45600,-34.45600,-46.20200,-46.80900,58.08540,58.08540,-0.59000,-0.59000,5.22710,,,100.00000,-593.34520,-593.34520,-422.84200,-436.76000,0.01580,0.13430,669.96330,-9.86010,-9.90880,-6.91770,-9.86010,5.95440,-0.76420,-0.76530
2023-12-31,8.93900,8.93900,40.68500,15.79600,,-47.54200,-11.57400,-59.11600,1.03700,-60.15300,-60.15300,-60.15300,-46.92400,-47.54200,51.60500,51.60500,-1.05000,-1.05000,5.33820,,,100.00000,-531.84940,-531.84930,-661.32680,-672.92770,0.01960,3.68010,24.45580,-16.88060,-16.96640,-13.20610,-16.88070,6.16230,-0.7906,-0.7933
2023-09-30,11.03300,11.03300,36.81000,12.59100,,-38.36800,16.47400,-21.89400,1.11800,-23.01200,-23.01200,-23.01200,-37.70900,-38.36800,53.87000,53.87000,-0.43000,-0.43000,6.29420,,,100.00000,-347.75670,-347.75670,-198.44100,-208.57430,0.02240,3.21290,28.01230,-5.84970,-5.87610,-4.67550,-5.84970,6.81440,-0.3441,-0.3364
2023-06-30,10.47600,10.47600,28.29800,16.06300,,-33.88500,3.34600,-30.53900,1.49400,-32.03300,-32.03300,-32.03300,-33.21000,-33.88500,48.32170,48.32170,-0.66000,-0.66000,4.29960,,,100.00000,-323.45360,-323.45360,-291.51390,-305.77510,0.02880,3.69390,24.36430,-12.44460,-12.53630,-8.80940,-12.44460,5.16320,-0.8278,-0.8318
2023-03-31,13.49900,13.49900,34.86500,15.38600,,-36.75200,-3.44600,-40.19800,-0.45700,-39.74100,-39.74100,-39.74100,-36.16400,-36.75200,46.32380,46.32380,-0.86000,-0.86000,3.43820,,,100.00000,-272.25720,-272.25720,-297.78500,-294.39960,0.03990,2.83060,31.79570,-18.26980,-18.43360,-11.73960,-18.26980,4.69400,-0.79320,-0.87130
2022-12-31,10.66600,10.66600,49.04600,15.28300,,-53.66300,-27.92200,-81.58500,0.38700,-81.97200,-81.97200,-81.97200,-53.35100,-53.66300,44.91900,44.91900,-1.83000,-1.83000,3.88270,,,100.00000,-503.12220,-503.12210,-764.90730,-768.53580,0.02830,2.63290,34.18250,-33.17970,-33.44360,-21.76970,-33.17970,5.33470,-0.7449,-0.7938
2022-09-30,6.58100,6.58100,42.30700,12.46900,,-48.19500,23.90700,-24.28800,0.32700,-24.61500,-24.61500,-24.61500,-47.89500,-48.19500,46.05700,46.05700,-0.53000,-0.53000,5.73970,,,100.00000,-732.33550,-732.33550,-369.06250,-374.03130,0.01590,2.50420,35.93980,-8.23860,-8.29100,-5.93150,-8.23860,6.45260,-0.8017,-0.8483
2022-06-30,12.68400,12.68400,31.09600,12.69500,,-31.10700,25.52400,-5.58300,0.13100,-5.71400,-5.71400,-5.71400,-30.78500,-31.10700,43.63600,43.63600,-0.13000,-0.13000,6.61810,,,100.00000,-245.24600,-245.24600,-44.01610,-45.04890,0.02850,3.25560,27.64430,-1.74950,-1.76070,-1.28460,-1.74950,7.12080,-0.7237,-0.7892
