Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,98.24100,15.72800,82.51300,15.31000,64.97000,80.28000,2.23300,-2.99900,-0.76600,0.04300,-0.80900,-0.80900,-0.80900,2.77700,2.23300,235.91100,235.91100,0.00000,0.00000,4.02980,0.38880,0.63620,83.99040,2.27300,2.27300,-0.77970,-0.82350,0.26710,1.38230,1.84680,48.73270,-0.51110,-0.51110,-0.21990,-0.31240,0.66820,0.0035,0.0029
2024-06-30,73.22200,9.43600,63.78600,12.76200,64.65400,77.41600,-13.63000,-2.75700,-16.38700,0.06700,-16.45400,-16.45400,-16.45400,-13.06100,-13.63000,234.57120,234.57120,-0.07000,-0.07000,4.21260,0.40550,0.68200,87.11320,-18.61460,-18.61460,-22.37990,-22.47140,0.21320,0.68600,1.96620,45.77440,-11.19400,-11.19400,-4.79030,-6.65510,0.62440,-0.0817,-0.0823
2024-03-31,46.02300,7.12800,38.89500,10.57900,52.99400,63.57300,-24.67800,-1.71900,-26.39700,0.12100,-26.51800,-26.51800,-26.51800,-24.24300,-24.67800,233.06600,233.06600,-0.11000,-0.11000,4.53360,0.39820,0.66160,84.51210,-53.62100,-53.62100,-57.35610,-57.61900,0.13440,0.72640,1.63420,55.07200,-17.57430,-17.57430,-7.74520,-10.57650,0.64490,-0.15330,-0.15390
2023-12-31,34.36300,5.07700,29.28600,9.52400,47.74800,57.27200,-27.98600,-0.48300,-28.46900,0.33300,-28.80200,-28.80200,-28.80200,-27.62400,-27.98600,219.33100,219.33100,-0.12000,-0.12000,4.88380,0.23000,0.29870,85.22540,-81.44220,-81.44220,-82.84780,-83.81690,0.11550,0.40790,1.55980,57.70130,-17.26570,-17.26570,-9.67880,-13.29500,0.71760,-0.0536,-0.0539
2023-09-30,56.39100,7.69200,48.69900,8.63700,32.66400,41.30100,7.39800,-0.56900,6.82900,0.20000,6.62900,6.62900,6.62900,7.68900,7.39800,222.78200,227.89400,0.03000,0.03000,5.54150,0.12470,0.14240,86.35950,13.11910,13.11910,12.11010,11.75540,0.19490,0.90240,1.30340,69.04770,3.46780,3.46780,2.29080,3.03540,0.82350,-0.0784,-0.0792
2023-06-30,22.33300,3.48900,18.84400,8.28200,27.18600,35.46800,-16.62400,-0.49700,-17.12100,,-17.12100,-17.12100,-17.12100,-15.98200,-16.62400,214.95110,214.95110,-0.08000,-0.08000,2.62800,,0.21960,84.37740,-74.43690,-74.43690,-76.66230,-76.66230,0.10570,0.45810,2.45180,36.70850,-13.90130,-13.90130,-8.10640,-13.90130,0.56530,-0.0606,-0.0611
2023-03-31,11.36900,1.53700,9.83200,9.09300,26.80300,35.89600,-26.06400,-0.69500,-26.75900,0.01400,-26.77300,-26.77300,-26.77300,-26.06700,-26.06400,207.02310,207.02310,-0.13000,-0.13000,2.64890,,0.21430,86.48080,-229.25500,-229.25500,-235.36810,-235.49130,0.05240,0.31870,0.93800,95.94510,-21.34650,-21.34650,-12.33670,-21.34650,0.58480,-0.21640,-0.21640
2022-12-31,44.17800,3.16200,41.01600,9.14200,19.73100,28.87300,12.14300,-1.44800,10.69500,0.00000,10.69500,10.69500,10.69500,12.27000,12.14300,158.69000,158.69000,0.12000,0.12000,2.34140,,0.27160,92.84260,27.48650,27.48650,24.20890,24.20890,0.23240,0.96340,5.71290,15.75380,10.87680,10.87680,5.62700,10.87680,0.49520,0.0694,0.0695
2022-09-30,4.98600,0.73200,4.25400,7.46700,18.66700,26.13400,-21.88000,-1.01300,-22.89300,,-22.89300,-22.89300,-22.89300,-21.60100,-21.88000,165.10480,165.10480,-0.14000,-0.14000,2.30750,,0.39700,85.31890,-438.82880,-438.82880,-459.14560,-459.14560,0.03450,0.58560,0.95740,94.00720,-34.23970,-34.23970,-15.82410,-34.23970,0.35680,-0.1061,-0.1039
2022-06-30,2.52600,0.13800,2.38800,9.74100,18.86200,28.60300,-26.21500,-0.71700,-26.93200,0.00600,-26.93800,-26.93800,-26.93800,-25.94000,-26.21500,145.54440,145.54440,-0.19000,-0.19000,2.34310,,0.49720,94.53680,-1037.80700,-1037.80700,-1066.19200,-1066.42900,0.01920,0.03050,0.44920,200.34440,-50.78620,-50.78620,-20.46810,-50.78620,0.34490,-0.1938,-0.1911
