Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,42.44400,17.36500,25.07900,15.69300,15.82900,9.25000,,9.25000,1.71400,7.53600,7.53600,7.53600,4.74970,4.75120,1.59000,1.59000,0.43690,0.77590,36.59160,29.81130,0.00840,2.52330,3.53980,0.24900,1.42090,65.20830,1.3114,1.1804
2024-06-30,41.23800,16.60200,24.63600,18.10100,18.24800,6.38800,,6.38800,1.11300,5.27500,5.27500,5.27500,4.74900,4.75400,1.11000,1.11000,0.53890,1.16880,28.22300,23.30560,0.00770,1.84140,2.67130,0.17900,0.84900,60.19540,0.6043,0.5612
2024-03-31,42.90400,16.97500,25.92900,17.27900,17.42800,8.50100,,8.50100,1.47700,7.02400,7.02400,7.02400,4.70200,4.70200,1.49000,1.49000,0.50080,1.00320,33.80930,27.93510,0.00860,2.48480,3.63060,0.24050,1.24050,60.05400,2.86180,4.36880
2023-12-31,42.00100,16.65700,25.34400,15.96600,16.12000,9.22400,0.00000,9.22400,1.68400,7.54000,7.54000,7.54000,4.38300,4.38300,1.76000,1.76000,0.53520,1.15150,36.68470,29.98730,0.00850,2.69610,3.88840,0.25340,1.25310,59.41490,3.8784,3.7675
2023-09-30,40.35100,14.28500,26.06600,16.13900,16.29600,9.77000,-0.62300,9.14700,1.59900,7.54800,7.54800,7.54800,4.74650,4.74650,1.59000,1.59000,0.54620,1.20350,35.74300,29.49470,0.00860,2.87340,4.33640,0.25510,1.30400,55.81940,1.4787,1.4555
2023-06-30,29.09000,8.88900,20.20100,17.10000,17.13100,3.07000,-8.40200,-5.33200,-1.18800,-4.14400,-4.14400,-4.14400,4.16000,4.16000,-1.00000,-1.00000,0.54730,1.20880,-34.74070,-27.00030,0.00530,-1.57430,-2.37620,-0.14330,-0.71270,55.92270,-1.9014,-2.3124
2023-03-31,27.28100,7.02700,20.25400,11.50300,11.53400,8.72000,-0.24400,8.47600,1.60900,6.86700,6.86700,6.86700,4.00500,4.00500,1.71000,1.71000,0.57460,1.35090,41.84850,33.90440,0.00870,3.22030,3.80060,0.29400,1.36980,53.16720,2.59880,2.54680
2022-12-31,26.66300,5.05500,21.60800,11.57900,11.61500,9.99300,,9.70100,1.82600,7.87500,7.87500,7.87500,4.00900,4.00900,1.97670,1.97670,0.56240,1.28540,45.43790,36.88530,0.00910,3.93460,4.70150,0.33750,1.72160,50.40220,2.2174,2.0969
2022-09-30,24.47500,2.93700,21.53800,12.29900,12.33900,9.19900,,9.19900,1.65500,7.54400,7.54400,7.54400,4.00700,4.00700,1.88000,1.88000,0.57490,1.35260,44.19830,36.24660,0.00890,3.94090,4.75410,0.32110,1.67510,47.71770,2.3181,2.2549
2022-06-30,21.71100,1.67800,20.03300,11.61000,11.65000,8.38300,,8.38300,1.48200,6.90100,6.90100,6.90100,4.01300,4.01300,1.72000,1.72000,0.36170,0.56680,42.80750,35.23980,0.00880,3.53840,4.25440,0.31190,2.25840,48.64010,0.7581,0.5488
2022-03-31,20.24600,1.55300,18.69300,10.44100,10.48100,8.21200,,8.21200,1.47200,6.74000,6.74000,6.74000,4.01780,4.01780,1.67330,1.67330,0.25180,0.33650,44.52640,36.54500,0.00850,3.32440,3.96890,0.30950,2.48750,50.39300,2.99770,2.98320
2021-12-31,21.01700,1.63600,19.38100,10.83700,10.88300,8.49800,,8.49800,1.55400,6.94400,6.94400,6.94400,4.02300,4.02300,1.73620,1.73620,0.25820,0.34810,43.84710,35.82890,0.00900,3.26790,3.86880,0.32390,2.42400,53.33030,1.5794,1.5638
2021-09-30,21.19400,1.75200,19.44200,10.75200,10.80000,8.64200,,8.64200,1.57800,7.06400,7.06400,7.06400,4.02790,4.02790,1.75250,1.75250,0.27230,0.37420,45.38390,37.09690,0.00930,3.38040,4.01560,0.34510,2.45990,51.83440,2.6386,2.5929
2021-06-30,20.78100,1.86300,18.91800,10.77100,10.82000,8.09800,,8.09800,1.45100,6.64700,6.64700,6.64700,4.02280,4.02280,1.65350,1.65350,0.32370,0.47860,43.96790,36.08970,0.00920,3.25170,3.87950,0.33180,2.19920,50.70630,1.9324,1.914
