Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.06100,0.06100,47.63900,18.08800,-65.66600,3.52500,-62.14100,-62.14100,-62.14100,-62.14100,-65.39300,-65.66600,82.48520,82.48520,-0.75000,-0.75000,3.74740,,,100.00000,-107649.20000,-107649.20000,-101870.50000,-101870.50000,0.00020,0.48410,185.90160,-35.38100,-35.38100,-18.97050,-35.38100,2.12790,-0.6347,-0.6701
2024-06-30,0.51300,0.51300,54.21000,18.20600,-71.90300,4.29600,-67.60700,-67.60700,-67.60700,-67.60700,-72.36300,-71.90300,82.31040,82.31040,-0.82000,-0.82000,3.85370,,,100.00000,-14016.18000,-14016.18000,-13178.75000,-13178.75000,0.00130,2.10250,42.80700,-29.13980,-29.13980,-17.56930,-29.13980,2.81460,-0.6906,-0.7328
2024-03-31,1.13500,1.13500,48.78700,19.33900,-66.99100,5.04100,-61.95000,-61.95000,-61.95000,-61.95000,-67.29800,-66.99100,81.93880,81.93880,-0.76000,-0.76000,4.59570,,,100.00000,-5902.29100,-5902.29100,-5458.15000,-5458.15000,0.00260,4.63270,19.42730,-21.04280,-21.04280,-14.06850,-21.04280,3.58000,-0.60860,-0.63150
2023-12-31,60.04900,60.04900,69.55600,14.45600,-23.96300,5.08900,-18.87400,-18.87400,-18.87400,-18.87400,-24.60000,-23.96300,75.96600,75.96600,-0.20000,-0.20000,5.39140,,,100.00000,-39.90570,-39.90570,-31.43100,-31.43100,0.12030,5.89470,15.26800,-5.40650,-5.40650,-3.78120,-5.40650,4.26940,-0.3935,-0.4138
2023-09-30,5.33600,5.33600,40.51200,14.98700,-50.16300,5.14400,-45.01900,-45.01900,-45.01900,-45.01900,-49.89600,-50.16300,81.64830,81.64830,-0.55000,-0.55000,6.11920,,,100.00000,-940.08620,-940.08620,-843.68440,-843.68440,0.01060,2.20310,40.85080,-12.48930,-12.48930,-8.92080,-12.48930,4.41370,-0.303,-0.3004
2023-06-30,2.88700,2.88700,29.77900,17.20200,-44.09400,3.80400,-40.29000,-40.29000,-40.29000,-40.29000,-43.33400,-44.09400,71.37670,71.37670,-0.56000,-0.56000,8.08940,,,100.00000,-1527.32900,-1527.32900,-1395.56600,-1395.56600,0.00530,1.26290,71.26430,-10.07460,-10.07460,-7.43420,-10.07460,4.89990,-0.5246,-0.5423
2023-03-31,9.85100,9.85100,37.80400,23.00800,-50.96100,1.92500,-49.03600,-49.03600,-49.03600,-49.03600,-50.11000,-50.96100,68.92420,68.92420,-0.71000,-0.71000,5.67680,,,100.00000,-517.31800,-517.31800,-497.77690,-497.77690,0.02120,40.70660,2.21090,-15.44570,-15.44570,-10.56570,-15.44570,4.60150,-0.51890,-0.54560
2022-12-31,6.53700,6.53700,51.99700,17.98600,-63.44600,2.70800,-60.73800,-60.73800,-60.73800,-60.73800,-62.36700,-63.44600,68.66500,68.66500,-0.88000,-0.88000,5.93500,,,100.00000,-970.56720,-970.56700,-929.14180,-929.14180,0.01270,1.27060,70.83520,-16.83990,-16.83990,-11.80940,-16.83990,5.23890,-0.6177,-0.6268
2022-09-30,0.04200,0.04200,41.32600,16.23600,-57.52000,1.79400,-55.72600,-55.72600,-55.72600,-55.72600,-56.14200,-57.52000,68.73600,68.73600,-0.81000,-0.81000,10.08840,,,100.00000,-136952.40000,-136952.40000,-132681.00000,-132681.00000,0.00010,0.35000,257.14290,-13.43620,-13.43620,-10.49400,-13.43620,6.03160,-0.6966,-0.7055
2022-06-30,6.36200,6.36200,43.65900,16.93700,-54.23400,0.78100,-53.45300,-53.45300,-53.45300,-53.45300,-52.63600,-54.23400,68.64100,68.64100,-0.78000,-0.78000,12.66790,,,100.00000,-852.46780,-852.46780,-840.19180,-840.19180,0.01100,8.92290,10.08650,-11.48500,-11.48500,-9.20280,-11.48500,6.77280,-0.5497,-0.5586
