Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2015-12-31,66.77200,66.77200,-3.17800,-7.37200,37.42900,-11.59600,25.83300,,25.08400,25.08400,,22.50700,51.72600,37.42900,62.23500,62.46020,0.34000,0.35000,0.56700,1.30920,56.05490,56.05500,38.68840,33.70720,0.02700,2.38030,2.38020,1.01600,1.03070,16.16820,0.7291,-0.5852
2015-09-30,59.93400,59.93400,3.54700,-2.93300,37.14800,-19.11400,18.03400,,18.03400,18.03400,,15.50000,54.70300,37.14800,65.16000,65.39800,0.24000,0.24000,0.55830,1.26420,61.98150,61.98150,30.08980,25.86180,0.02470,1.70260,1.70250,0.74350,0.75190,16.26250,0.348,-0.2901
2015-06-30,56.58600,56.58600,9.36300,-3.47100,29.25500,-12.42900,16.82600,,16.82600,16.82600,,14.27500,45.04600,29.25500,59.32400,59.54400,0.24000,0.24000,0.53590,1.15470,51.70010,51.70010,29.73530,25.22710,0.02420,1.57140,1.57130,0.71970,0.72930,16.44010,0.447,-4.5982
2015-03-31,55.57200,55.57200,6.36100,-1.64200,33.41900,-13.98000,19.43900,,19.43900,19.43900,,16.88900,48.85500,33.41900,59.18500,59.55900,0.29000,0.28000,0.52940,1.12490,60.13640,60.13640,34.97980,30.39120,0.02770,2.08550,2.08540,0.96980,0.98140,15.73680,0.41470,0.40340
2014-12-31,55.71100,55.71100,6.70500,-2.62900,31.91200,-9.67600,22.23600,,22.23600,22.23600,,19.69000,47.63300,31.91200,46.35200,46.89000,0.45000,0.44000,0.53680,1.15870,57.28130,57.28130,39.91310,35.34310,0.02700,2.36110,2.36100,1.07690,1.09370,15.95040,0.3319,-0.469
2014-09-30,43.98400,43.98400,6.22600,,27.99600,-10.79800,17.19800,,17.19800,17.19800,,14.64300,38.69800,27.99600,47.36000,47.87700,0.31000,0.31000,0.66010,1.94170,63.65040,63.65040,39.10060,33.29170,0.02180,2.59140,2.59110,0.85250,0.88080,13.93550,0.8321,-11.5672
2014-06-30,42.97300,42.97300,5.03100,-2.89500,25.29200,-10.49600,14.79600,,14.79600,14.79600,,12.24100,35.97400,25.29200,43.65500,44.09600,0.28000,0.28000,0.50740,1.02990,58.85560,58.85560,34.43090,28.48530,0.03120,2.25630,2.25610,1.07490,1.11150,13.87590,0.6249,0.7119
2014-03-31,40.85000,40.85000,5.85300,,25.64700,-32.96800,-7.32100,,-7.32100,-7.32100,,-9.86400,35.90900,25.64700,38.96800,38.96800,-0.25000,-0.25000,0.65750,1.91940,62.78340,62.78340,-17.92170,-24.14690,0.03070,-1.66890,-1.66870,-0.54990,-0.57160,11.20820,0.03100,-2.75860
2013-12-31,37.55700,37.55700,5.22700,,23.77500,-10.77600,12.99900,,12.99900,12.99900,,10.43900,33.07900,23.77500,37.51500,38.07200,0.28000,0.28000,0.60030,1.50210,63.30380,63.30380,34.61140,27.79510,0.03200,2.82520,2.82490,1.10760,1.12900,11.86330,0.3302,-2.8251
2013-09-30,32.92600,32.92600,3.05700,,21.61100,-9.79000,11.82100,,11.82100,11.82100,,9.24200,30.54100,21.61100,37.35800,37.82900,0.25000,0.24000,0.56820,1.31570,65.63510,65.63510,35.90170,28.06900,0.03210,2.79370,2.79330,1.15070,1.20630,11.33520,0.6856,0.6827
2013-06-30,32.27500,32.27500,3.42200,,20.63100,-21.29300,-0.66200,,-0.66200,-0.66200,,-3.18500,29.47400,20.63100,37.35700,37.35700,-0.09000,-0.09000,0.56720,1.31070,63.92250,63.92250,-2.05110,-9.86830,0.03160,-0.15560,-0.15560,-0.06480,-0.06730,11.39890,0.0429,-0.1278
2013-03-31,32.02200,32.02200,4.71700,,19.05900,-9.50200,9.55700,,9.55700,9.55700,,9.25300,27.87200,19.05900,37.28600,37.74000,0.25000,0.25000,0.52260,1.09470,59.51850,59.51850,29.84510,28.89580,0.03320,2.17160,2.17140,0.99080,1.03660,11.78930,0.57240,0.63090
2012-12-31,28.28800,28.28800,4.51600,,13.38400,-9.42500,3.95900,,3.95900,3.95900,,3.95900,21.86300,13.38400,37.06100,37.32200,0.11000,0.10000,0.65320,1.88380,47.31340,47.31340,13.99530,13.99530,0.03090,1.29600,1.29600,0.43180,0.44940,8.23440,0.2286,-2.6586
2012-09-30,26.03800,26.03800,3.77800,,14.76400,-9.53800,5.22600,,5.22600,5.22600,,5.22600,22.82900,14.76400,37.17800,37.46500,0.14000,0.14000,0.61070,1.56870,56.70170,56.70170,20.07070,20.07070,0.03090,1.67870,1.67870,0.61990,0.65350,8.40240,0.631,-0.5007
2012-06-30,25.11700,25.11700,3.48900,,14.07100,-8.14800,5.92300,,5.92300,5.92300,,5.92300,22.25900,14.07100,37.14800,37.19200,0.16000,0.16000,0.57340,1.34430,56.02180,56.02180,23.58160,23.58160,0.03230,1.87180,1.87180,0.76080,0.79850,8.54030,0.2033,-0.4975
2012-03-31,23.72700,23.72700,4.32100,,12.10300,-7.69800,4.40500,,4.40500,4.40500,,4.40500,19.97200,12.10300,37.03600,37.05900,0.12000,0.12000,0.54410,1.19340,51.00940,51.00940,18.56540,18.56540,0.03180,1.37400,1.37400,0.59010,0.62640,8.66250,0.44430,-0.36810
2011-12-31,26.34900,26.34900,4.22800,,14.75600,-7.59300,7.16300,,7.16300,7.16300,,7.16300,22.59600,14.75600,30.10900,30.17100,0.23000,0.23000,0.53710,1.16040,56.00210,56.00210,27.18510,27.18510,0.03510,2.19340,2.19340,0.95550,1.01530,8.85210,0.4376,-0.6615
2011-09-30,21.47000,21.47000,4.65200,,9.96800,-7.62400,2.34400,,2.34400,2.34400,,2.34400,17.33000,9.96800,32.98700,33.05000,0.07000,0.07000,0.53800,1.16450,46.42760,46.42760,10.91760,10.91760,0.02830,0.71050,0.71050,0.30920,0.32820,8.94880,0.3334,-2.4115
2011-06-30,18.80500,18.80500,2.92300,,9.59200,-7.50500,2.08700,,2.08700,2.08700,,2.08700,16.38300,9.59200,25.15400,25.22600,0.08000,0.08000,0.68640,2.18910,51.00770,51.00770,11.09810,11.09810,0.03160,1.18690,1.18690,0.35030,0.37220,6.99510,0.2166,-2.7169
2011-03-31,17.60100,17.60100,2.67000,,8.84500,-7.59700,1.24800,,1.24800,1.24800,,1.24800,15.42600,8.84500,25.13600,25.21200,0.05000,0.05000,0.68190,2.14360,50.25280,50.25280,7.09050,7.09050,0.02910,0.69360,0.69360,0.20630,0.22070,7.17250,0.49410,0.49070
2010-12-31,-1406.93000,-1406.93000,-1293.16000,0.00000,-79.47000,30.24000,-49.20000,-19.73000,-29.47000,-29.44300,1.72000,-27.70300,-112.40000,-79.47000,25.11100,25.18700,-1.76990,-1.73990,0.68520,2.17670,5.64850,5.64850,3.49700,1.96900,-2.34660,-16.58450,-16.58450,-4.91080,-5.22060,7.08400,-4.9969,-2.9066
2010-09-30,475.99700,475.99700,436.65000,0.00000,26.71700,-10.52000,13.59000,5.55000,8.04000,7.99800,-0.44200,7.55600,38.95700,26.71700,19.83700,19.84400,0.39000,0.39000,0.36630,0.63410,5.61290,5.61290,2.85510,1.58740,0.30300,1.12720,2.50130,0.50900,0.71430,,0.5727,0.3569
2010-06-30,474.61800,474.61800,429.99000,0.00000,32.16800,-11.68000,17.76000,7.13000,10.63000,10.26800,-0.29500,9.97300,44.24800,32.16800,14.74300,14.78300,0.69010,0.66010,0.55430,1.40150,6.77770,6.77770,3.74200,2.10130,0.30560,2.16880,12.45360,0.66110,0.96670,,2.1103,1.3896
2010-03-31,473.25500,473.25500,428.07000,0.00000,32.84500,-11.89000,18.09000,7.29000,10.80000,10.49900,-0.30100,10.19800,44.81500,32.84500,14.77800,14.77800,0.69010,0.69010,0.58590,1.47360,6.94020,6.94020,3.82250,2.15490,0.30340,2.27660,14.91330,0.67310,0.94270,,2.57550,1.42170
2009-12-31,474.06400,474.06400,420.85000,0.00000,41.44400,-11.99000,16.87000,6.83000,10.04000,9.67800,-1.00300,8.67500,53.10400,41.44400,14.45700,14.45700,0.60010,0.60010,0.59290,1.56000,8.74230,8.74230,3.55860,1.82990,0.30170,2.15520,17.02680,0.61600,0.87730,,1.26,0.1048
2009-09-30,470.89300,470.89300,428.32000,0.00000,31.12300,-13.10000,17.75000,7.22000,10.53000,10.38900,-0.73100,9.65800,42.10300,31.12300,14.64000,14.67000,0.66010,0.66010,0.60630,1.60350,6.60940,6.60940,3.76940,2.05100,0.30350,2.37120,16.80250,0.66960,0.93350,,2.7141,1.594
2009-06-30,468.88400,468.88400,426.72000,0.00000,31.01400,-12.50000,18.32000,7.51000,10.81000,10.81700,-0.72100,10.09600,41.69400,31.01400,14.61600,14.65200,0.69010,0.69010,0.62000,1.65100,6.61440,6.61440,3.90720,2.15320,0.30470,2.53570,22.14780,0.70300,0.96360,,1.0017,0.1068
2009-03-31,468.29600,468.29600,425.01000,0.00000,32.56600,-12.72000,19.66000,8.05000,11.61000,11.59700,-1.35400,10.24300,42.88600,32.56600,14.54600,14.62300,0.69010,0.69010,0.62730,1.70270,6.95410,6.95410,4.19820,2.18730,0.30390,2.79580,33.13430,0.75270,1.04210,,2.55690,1.89430
