Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,143.78600,57.45700,86.32900,-47.97400,56.49700,29.83200,-14.19500,15.63700,-19.69000,35.32700,35.32700,,35.00300,37.88500,29.83200,5.43290,5.58120,6.40000,6.30000,0.76480,1.13210,-9.11430,60.03990,20.74750,20.74750,10.87520,24.34380,0.23000,14.16590,2.53780,35.46400,-62.98940,-8.13000,5.65090,8.32300,-9.82740,3.79450,3.59920
2017-09-30,140.21200,59.75000,80.46200,-45.47900,62.14000,18.32200,-12.46300,5.85900,2.35800,3.50100,3.50100,,3.18500,28.61500,18.32200,5.39900,5.53920,0.60000,0.60000,0.69080,1.22510,-5.77290,57.38600,13.06740,13.06740,4.17870,2.27160,0.22580,16.52380,2.83430,31.75340,-3.83830,-0.73870,0.56390,0.86410,-16.08350,2.3317,2.3144
2017-06-30,139.35500,57.70000,81.65500,-50.79600,61.09200,20.56300,-12.43300,8.13000,1.84300,6.28700,6.28700,,5.99500,30.85400,20.56300,5.41530,5.54550,1.10000,1.10000,0.76990,1.24400,-5.41790,58.59500,14.75580,14.75580,5.83400,4.30200,0.21740,15.61570,2.85770,31.49400,-6.24590,-1.29860,0.98080,1.52390,-17.74740,4.6987,4.6264
2017-03-31,133.38700,58.61400,74.77300,-45.64900,55.96700,18.80600,-11.28500,7.52100,1.14400,6.37700,6.37700,,6.12800,29.12400,18.80600,5.40550,5.54700,1.10000,1.10000,0.74580,1.25360,-5.21780,56.05720,14.09880,14.09880,5.63850,4.59420,0.20870,13.16580,2.83270,31.77230,-5.93650,-1.28330,0.99790,1.50550,-18.96760,1.8873,1.8223
2016-12-31,153.98900,61.94900,92.04000,-50.22100,60.60100,31.43900,-12.73300,18.70600,6.26600,12.44000,12.44000,,12.17300,41.81900,31.43900,5.35280,5.54010,2.30000,2.20000,0.84820,1.26530,-4.98700,59.77050,20.41640,20.41640,12.14760,7.90510,0.23210,13.15550,2.70770,33.23870,-10.80720,-2.43490,1.87470,2.86680,-20.34650,4.13130,4.01580
2016-09-30,148.17800,61.78700,86.39100,-50.64100,62.20100,24.19000,-23.92600,0.26400,-0.39700,0.66100,0.66100,,0.40400,34.87900,24.19000,5.31980,5.42240,0.10000,-0.10000,0.78020,1.29100,-4.63300,58.30220,16.32500,16.32500,0.17820,0.27260,0.22350,14.53130,2.88650,31.17910,-0.51830,-0.12480,0.09970,0.15080,-22.86870,2.4869,3.3341
2016-06-30,150.94600,63.82200,87.12400,-51.60100,62.46900,24.65500,-17.25100,7.40400,3.03700,4.36700,4.36700,,4.09200,35.52300,24.65500,5.32110,5.43250,0.80000,0.80000,0.77660,1.25070,-5.24210,57.71870,16.33370,16.33370,4.90510,2.71090,0.21100,15.80540,2.82270,31.88450,-3.57530,-0.82080,0.61060,0.89640,-21.89810,4.387,3.9599
2016-03-31,146.83500,64.90300,81.93200,-52.24800,63.18900,18.74300,13.12900,31.87200,12.38900,19.48300,19.48300,,19.22800,29.68400,18.74300,5.31760,5.37510,3.60000,3.60000,0.75750,1.25480,-5.17230,55.79870,12.76470,12.76470,21.70600,13.09500,0.20450,14.89970,2.81570,31.96320,-15.34990,-3.58550,2.71380,3.91090,-22.78330,3.8183,3.6998
2015-12-31,168.40500,65.35000,103.05500,-55.70300,66.64600,36.40900,-17.75400,18.65500,7.14700,11.50800,11.50800,,11.23700,47.35200,36.40900,5.31400,5.38580,2.10000,2.10000,0.82650,1.27640,-4.79580,61.19470,21.61990,21.61990,11.07750,6.67260,0.22650,16.51920,2.52700,35.61520,-7.83960,-2.01940,1.54800,2.16700,-26.44970,3.91200,4.12440
2015-09-30,156.09800,63.74800,92.35000,-54.45300,65.55900,26.79110,-12.41900,14.37200,4.23800,10.13400,10.13400,,9.88100,37.89710,26.79100,5.26400,5.39310,1.80000,1.90000,0.78520,1.29240,-4.57720,59.16150,17.16300,17.16300,9.20700,6.33000,0.20870,16.28720,2.63180,34.19700,-6.39030,-1.72270,1.35510,1.86870,-29.00250,1.5724,2.2212
2015-06-30,158.67800,65.86300,92.81500,-56.57500,67.97000,24.84500,-20.56900,4.27600,2.14100,2.13500,2.13500,,1.88200,36.24100,24.84500,5.25970,5.40560,0.40000,0.30000,0.76560,1.29570,-4.58480,58.49270,15.65750,15.65750,2.69480,1.18610,0.20540,13.90400,2.74720,32.76070,-1.31390,-0.35670,0.27630,0.38850,-29.68000,4.9118,5.0003
2015-03-31,156.55700,68.89700,87.66000,-55.85900,67.42500,20.23500,-17.47600,2.75900,0.71700,2.04200,2.04200,,1.80000,31.80000,20.23500,5.24940,5.38750,0.30000,0.30000,0.80950,1.28890,-4.62780,55.99240,12.92500,12.92500,1.76230,1.14970,0.20080,12.66960,2.62250,34.31800,-1.23650,-0.33590,0.26190,0.35720,-30.28630,3.194,2.9007
2014-12-31,177.21000,70.78300,106.42700,-57.43400,68.93000,37.49700,-20.99200,16.50500,6.49800,10.00700,10.00700,,9.75300,48.99300,37.49700,5.24710,5.39540,1.90000,1.80000,0.89320,1.28440,-4.68420,60.05700,21.15970,21.15970,9.31380,5.50360,0.21900,12.30370,2.44190,36.85630,-5.97510,-1.62160,1.23650,1.69950,-30.73440,4.13130,3.53230
2014-09-30,166.27400,70.38500,95.88900,-60.47500,75.22100,20.66800,-14.99600,5.67200,2.29700,3.37500,3.37500,,3.16300,35.41300,20.66810,5.22730,5.37360,0.60000,0.70000,0.80980,1.29800,-4.53270,57.66930,12.43010,12.43010,3.41120,1.90230,0.20500,10.57630,2.64080,34.08030,-1.90090,-0.53240,0.41600,0.56650,-33.03330,1.9804,1.4212
2014-06-30,163.12500,69.55400,93.57100,-52.43200,64.96200,28.60900,-43.00200,-14.39300,-4.88200,-9.51100,-9.51100,,-9.74600,41.13900,28.60900,5.23440,5.23440,-1.90000,-1.90000,0.78860,1.26590,-4.93960,57.36150,17.53810,17.53810,-8.82330,-5.97460,0.19700,10.99670,2.64910,33.97350,5.76450,1.50920,-1.14840,-1.53250,-30.72860,6.835,6.193
2014-03-31,154.09300,68.40500,85.68800,-49.77700,61.96800,23.72000,-20.52300,3.19700,1.49200,1.70500,1.70500,,1.48600,37.10800,23.72000,5.22230,5.37980,0.30000,0.30000,1.00870,1.24470,-5.15780,55.60800,15.39330,15.39330,2.07470,0.96440,0.19330,9.20910,2.51300,35.81420,-1.09590,-0.27160,0.21390,0.26820,-29.02830,4.2066,4.1062
2013-12-31,177.38500,72.70400,104.68100,-52.45500,64.47900,40.20200,-20.71700,19.48500,7.38300,12.10200,12.10200,,11.89200,53.42400,40.20200,5.28860,5.32590,2.30000,2.20000,1.10310,1.24040,-5.21790,59.01340,22.66370,22.66370,10.98460,6.70410,0.21630,11.93240,2.30820,38.99150,-7.68910,-1.90160,1.47540,1.84840,-29.44710,2.25180,1.84570
2013-09-30,165.49600,72.45100,93.04500,-53.49000,235.36800,-142.32300,-20.75400,-163.07700,-74.54100,-88.53600,-88.53600,0.00100,-88.69700,40.83500,-142.32300,5.18330,5.18330,-17.00000,-17.00000,0.97510,1.26090,-4.91810,56.22190,-85.99780,-85.99790,-98.53830,-53.59470,0.19990,11.30460,2.36930,37.98530,52.17520,13.50450,-10.69660,-13.61050,-32.36260,6.605,6.0812
2013-06-30,167.01900,72.81100,94.20800,-52.51300,67.38200,26.82600,-21.69300,5.13300,3.16500,1.96800,1.96800,,1.79500,42.91200,26.82600,5.18250,5.20380,0.30000,0.30000,0.88200,1.13780,-8.37360,56.40560,16.06170,16.06170,3.07330,1.07470,0.16890,11.59970,2.61450,34.42300,-1.91760,-0.25730,0.19900,0.26420,-19.58980,2.0279,1.6889
2013-03-31,160.60300,74.92100,85.68200,-52.18800,67.02100,18.66100,-23.03100,-4.37000,-0.80800,-3.56200,-3.56200,-2.29300,-5.99500,34.86500,18.66100,5.17960,5.17960,-1.20000,-1.20000,0.93310,1.13760,-8.35260,53.35020,11.61930,11.61930,-2.72100,-3.73280,0.15890,11.02100,2.60110,34.60120,3.39600,0.45870,-0.35240,-0.46730,-20.05680,5.1602,4.6565
2012-12-31,184.65600,78.12900,106.52700,-51.96900,67.01000,39.51700,-16.42600,23.09100,9.43900,13.65200,13.65200,1.04600,14.58000,55.91700,39.51700,5.17940,5.18540,2.80000,2.80000,1.05100,1.12560,-9.05910,57.68940,21.40030,21.40030,12.50490,7.89580,0.17700,11.04300,2.38980,37.65940,-13.76340,-1.73910,1.30830,1.72830,-18.96720,3.58330,4.57590
2012-09-30,178.50200,81.12600,97.37600,-56.27500,72.92200,24.45400,-28.14500,-3.69100,-3.10300,-0.58800,-0.58800,-2.43900,-3.15400,42.60600,24.45400,4.92610,4.92610,-0.90000,-0.90000,1.10900,1.14250,-8.12080,54.55180,13.69960,13.69960,-2.06780,-1.76690,0.16820,11.15750,2.35450,38.22410,0.51550,0.07310,-0.05540,-0.07350,-21.81180,2.3552,1.6305
2012-06-30,171.74500,80.34100,91.40400,-51.95900,68.20800,23.19600,-24.25700,-1.06100,-0.11900,-0.94200,-0.94200,-0.41200,-1.47300,40.66700,23.19600,5.17310,5.17310,-0.30000,-0.30000,0.87890,1.12580,-9.04360,53.22080,13.50610,13.50610,-0.61780,-0.85770,0.15790,12.76470,2.48550,36.20960,0.91110,0.11580,-0.08660,-0.11460,-19.96290,1.2419,0.9358
2012-03-31,164.63200,80.67000,83.96200,-50.31800,67.03600,16.92600,-57.59900,-40.67300,-14.41600,-26.25700,-26.25700,-0.28500,-26.62500,34.90800,16.92600,4.95520,4.95520,-5.40000,-5.40000,0.87740,1.12290,-9.20700,50.99980,10.28110,10.28110,-24.70540,-16.17240,0.14910,9.88120,2.54580,35.35180,25.61760,3.18870,-2.37770,-3.14790,-19.82480,7.1864,7.0224
2011-12-31,192.04200,83.92500,108.11700,-52.30700,69.27200,38.84500,-15.96200,22.88300,8.47700,14.40600,14.40600,0.21800,14.55400,55.68600,38.84500,4.49580,4.49580,3.20000,3.20000,1.49250,,,56.29860,20.22740,20.22740,11.91560,7.57860,0.16450,10.59390,2.28750,39.34440,-16.77670,-1.76170,1.23400,-16.77670,-19.09980,5.46400,5.34140
2011-09-30,149.52100,63.13200,86.38900,-41.18600,73.74000,12.64910,-20.10700,-7.45800,-0.21100,-7.24700,-7.24700,,-8.82400,45.06510,12.64900,4.48470,4.48470,-2.00000,-2.00000,0.12410,,-9.85740,57.77720,8.45970,8.45970,-4.98790,-5.90150,0.12910,8.94220,2.11660,42.52100,7.18280,0.86090,-0.62570,7.18280,-22.44180,3.7622,2.9225
2011-06-30,187.30600,89.09000,98.21600,-54.08100,259.01200,-160.79600,-29.28100,-190.07700,-34.63700,-155.44000,-155.44000,,-155.51700,43.99900,-160.79600,4.48970,4.48970,-34.60000,-34.60000,0.10750,,-13.27040,52.43610,-85.84670,-85.84670,-101.47940,-83.02830,0.15740,11.20630,2.58710,34.78750,205.31250,18.36170,-13.06620,205.31240,-16.83990,5.9014,5.5892
2011-03-31,178.72600,91.37800,87.34800,-57.91900,76.41300,10.93500,-12.10900,-1.17400,0.27500,-1.44900,-1.44900,,-1.47200,29.29200,10.93500,4.48550,4.48550,-0.30000,-0.30000,0.61060,0.92330,13.21660,48.87260,6.11830,6.11830,-0.65690,-0.82360,0.12750,8.76280,2.59400,34.69610,-1.86600,0.16250,-0.10340,-0.14320,17.30840,7.4762,7.5222
2010-12-31,207.66800,93.69400,113.97400,-59.86100,77.66700,36.30700,-2.92000,33.38700,14.40700,18.98000,18.98000,,18.94500,53.97700,36.30700,4.46800,4.46800,4.20000,4.20000,0.69580,0.92190,12.82110,54.88280,17.48320,17.48320,16.07710,9.12270,0.14480,7.83260,2.32670,38.68080,23.11760,-2.11290,1.32380,1.80520,18.30510,5.29360,5.14750
2010-09-30,156.45690,71.40200,85.05490,3.99400,10.22700,74.82790,-67.30300,7.52500,1.20800,6.31700,6.31700,,5.18800,88.89190,74.82800,4.45550,4.49550,1.10000,1.20000,0.64740,0.94600,18.95440,54.36320,47.82650,47.82660,4.80960,3.31590,0.10860,6.59790,2.01730,44.61430,11.06170,-0.67590,0.43860,0.59710,12.70370,5.5088,5.2687
2010-06-30,196.40500,91.99000,104.41500,-58.08100,76.23200,28.18300,-14.35400,13.82900,3.79000,10.03900,10.03900,,10.01900,46.17900,28.18300,4.45640,4.50410,2.20000,2.20000,0.68550,0.94760,19.33290,53.16310,14.34940,14.34940,7.04110,5.10120,0.13480,7.39710,2.49780,36.03160,17.59590,-1.06130,0.68900,0.92270,12.69340,6.4105,6.1323
2010-03-31,185.74400,92.35900,93.38500,-60.08300,81.85200,11.53300,-2.31000,9.22300,6.24100,2.98200,2.98200,,2.99100,33.14800,11.53300,4.45630,4.49570,0.70000,0.70000,0.71480,0.95750,24.04790,50.27620,6.20910,6.20910,4.96540,1.61030,0.12560,5.81790,2.47810,36.31850,6.31710,-0.30840,0.20170,0.26860,10.52020,8.35,8.1016
2009-12-31,209.83800,94.82900,115.00900,-61.87400,80.55600,34.45300,11.57500,46.02800,18.06900,27.95900,27.95900,,27.90700,52.98000,34.45300,4.45310,4.47590,6.30000,6.20000,0.73230,0.95380,22.01030,54.80850,16.41890,16.41890,21.93500,13.29930,0.13890,5.80240,2.20180,40.87610,52.93760,-2.87420,1.85010,2.44550,11.76960,2.88720,2.20560
2009-09-30,195.82600,90.27400,105.55210,-84.60200,105.03100,0.52110,-1.89500,-1.37400,-3.15600,1.78200,1.95200,,1.75500,20.77610,0.52110,4.44420,4.44420,0.40000,0.40000,0.58780,0.97840,49.04790,53.90090,0.26610,0.26610,-0.70170,0.89620,0.12920,6.51610,2.29420,39.22890,8.18450,-0.19270,0.12880,0.17680,5.31000,3.2916,3.2393
2009-06-30,203.80500,96.45500,107.35000,-61.11800,110.43500,-3.08500,-31.23700,-34.32200,-9.83000,-24.49200,-24.49200,,-24.51200,46.05800,-3.08500,4.44530,4.44530,-5.50000,-5.50000,0.56100,0.95310,22.14540,52.67290,-1.51370,-1.51370,-16.84060,-12.02720,0.13240,10.69460,2.50870,35.87500,-45.57840,2.46360,-1.59110,-2.13560,11.96130,5.8032,5.2941
2009-03-31,198.84400,104.95900,93.88500,-62.87100,228.23300,-134.34800,-39.54000,-173.88800,-63.99900,-109.88900,-109.88900,,-51.75700,29.61900,-134.34800,4.44490,4.44490,-11.60000,-11.60000,0.60740,0.93520,15.47440,47.21540,-67.56450,-67.56450,-87.44950,-26.02900,0.12440,9.11020,2.34960,38.30490,-140.74620,10.86840,-6.87470,-9.12430,17.38270,7.5689,5.8494
