Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.41000,3.83100,6.57900,8.69200,8.69200,-2.11300,-2.11300,,-2.11300,-2.11300,-2.11300,5.14100,5.14100,-0.41000,-0.41000,0.96040,-34.53740,-34.53740,0.00820,-11.65090,-5.29970,-0.28220,-5.29970,7.75530,-0.5888,-0.6094
2024-06-30,9.91200,3.70300,6.20900,8.42100,8.42100,-2.21200,-2.21200,,-2.21200,-2.21200,-2.21200,5.14100,5.14100,-0.43000,-0.43000,1.21180,-37.18270,-37.18270,0.00800,-12.20280,-5.54930,-0.29630,-5.54930,7.75360,-0.45690,-0.48690
2024-03-31,11.71100,3.56200,8.14900,8.13800,8.13800,0.01100,0.01100,,0.01100,0.01100,0.01500,4.84600,4.84600,0.03700,0.03770,1.09990,0.13510,0.18420,0.01080,0.05350,0.02600,0.00150,0.02600,8.22970,-0.7775,-0.815
2023-12-31,11.00900,2.99300,8.01600,7.99700,7.99700,0.01900,0.01900,0.00000,0.01900,0.01900,0.01500,5.00200,6.42000,0.00300,0.00230,1.08950,0.23420,0.18490,0.01050,0.09450,0.04450,0.00250,0.04450,8.49090,0.8781,0.8756
2023-09-30,9.47300,2.61100,6.86200,8.44800,8.44800,-1.58600,-1.58600,,-1.58600,-1.58600,-1.58600,4.81600,4.81600,-0.33000,-0.33000,1.17390,-23.69290,-23.69290,0.00900,-9.61740,-3.99810,-0.21350,-3.99810,7.99130,-1.0766,-1.0962
2023-06-30,8.54900,2.29200,6.25700,7.67800,7.67800,-1.42100,-1.42100,,-1.42100,-1.42100,-1.42100,4.49700,4.49700,-0.32000,-0.32000,1.20100,-22.73240,-22.73240,0.00880,-7.56290,-3.34220,-0.19970,-3.34220,9.41890,-0.38000,-0.39470
2023-03-31,8.19900,1.67500,6.52400,8.02400,8.02400,-1.50000,-1.50000,,-1.50000,-1.50000,-1.50000,4.27800,4.27800,-0.36000,-0.36000,1.12970,-23.03090,-23.03090,0.00900,-7.55820,-3.31680,-0.20740,-3.31680,10.52700,-0.3977,-0.4111
2022-12-31,8.19000,1.45500,6.73500,7.82400,7.82400,-1.08900,-1.08900,0.00000,-1.08900,-1.08900,-1.08900,4.29500,4.29500,-0.25000,-0.25000,0.68690,-16.93620,-16.93620,0.00900,-5.51340,-2.41300,-0.15290,-2.41300,10.50510,0.237,0.2265
2022-09-30,7.82400,1.22200,6.60200,7.55700,7.55700,-0.95500,-0.95500,,-0.95500,-0.95500,-0.95500,4.29200,4.29200,-0.22000,-0.22000,1.21150,-14.06270,-14.06270,0.00900,-4.57840,-2.06540,-0.12640,-2.06540,10.76780,0.0127,-0.0041
2022-06-30,7.08200,0.55900,6.52300,7.38000,7.38000,-0.85700,-0.85700,,-0.85700,-0.85700,-0.85700,4.22900,4.22900,-0.20000,-0.20000,0.51200,-13.08400,-13.08400,0.00950,-3.39300,-1.69250,-0.12400,-1.69250,11.80880,-2.30950,-2.32140
