Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,250.19900,63.70300,186.49600,102.72000,177.43900,280.15900,-93.66300,22.49500,-71.16800,2.97600,-74.14400,-74.14400,-74.14400,-82.34200,-93.66300,324.31800,324.31800,-0.23000,-0.23000,4.23620,0.53870,1.16790,74.53910,-37.43540,-37.43540,-28.44460,-29.63400,0.09590,0.89780,100.24030,-7.93560,-9.73980,-2.84290,-3.66050,2.85440,0.049,-3.5788
2024-06-30,234.98600,64.98100,170.00500,106.06000,172.29400,278.35400,-108.34900,21.85300,-86.49600,3.40400,-89.90000,-89.90000,-89.90000,-98.09100,-108.34900,319.41560,319.41560,-0.28000,-0.28000,4.43540,0.55510,1.24760,72.34690,-46.10870,-46.10870,-36.80900,-38.25760,0.09290,0.91260,98.61720,-10.28760,-10.97180,-3.55550,-4.57720,2.71190,0.0282,0.0101
2024-03-31,217.23700,61.22100,156.01600,97.57100,169.79600,267.36700,-111.35100,20.85000,-90.50100,2.46600,-92.96700,-92.96700,-92.96700,-103.72100,-111.35100,314.20300,314.20300,-0.30000,-0.30000,5.06860,0.56310,1.28870,71.81830,-51.25790,-51.25790,-41.66000,-42.79520,0.08900,1.08700,82.79340,-10.99920,-11.76460,-3.81070,-4.80580,2.66410,-0.08260,-0.10080
2023-12-31,213.18400,57.05700,156.12700,86.94800,153.85900,240.80700,-84.68010,21.77500,-62.90500,31.19100,-94.09600,-94.09600,-94.09600,-78.85010,-84.68000,300.72700,300.72700,-0.30000,-0.30000,4.62330,0.57320,1.34290,73.23580,-39.72160,-39.72160,-29.50740,-44.13840,0.08660,0.92700,97.08320,-11.61080,-12.46430,-3.82380,-4.95570,2.60160,0.0367,4.0782
2023-09-30,200.18100,56.54900,143.63200,91.23700,160.49800,252.26400,-108.63200,17.52900,-91.10300,1.56700,-92.67000,-92.67000,-92.67000,-103.43900,-108.63200,303.89660,303.89660,-0.30000,-0.30000,4.97880,0.57950,1.37800,71.75110,-54.26690,-54.26690,-45.51030,-46.29310,0.08480,1.09270,82.36820,-11.74440,-12.46620,-3.92390,-4.93870,2.56940,-0.0227,-4.0953
2023-06-30,189.28500,57.92000,131.36500,85.67700,164.11300,250.73300,-119.36800,17.61000,-101.75800,1.66700,-103.42500,-103.42500,-103.42500,-114.69700,-119.36800,297.82720,297.82720,-0.35000,-0.35000,5.05400,0.58790,1.42690,69.40060,-63.06260,-63.06260,-53.75920,-54.63980,0.08130,1.00310,89.72420,-13.58380,-14.45350,-4.44330,-5.59730,2.52380,-0.0922,-0.1125
2023-03-31,174.30200,58.14400,116.15800,84.89000,163.97900,282.25100,-166.09300,15.18500,-150.90800,1.64700,-152.55500,-152.55500,-152.55500,-160.68100,-166.09300,291.86500,291.86500,-0.52000,-0.52000,5.27230,0.59300,1.45730,66.64180,-95.29040,-95.29040,-86.57850,-87.52340,0.07600,1.02740,87.59800,-20.48130,-21.82760,-6.65360,-8.33500,2.52170,-0.26650,-0.28390
2022-12-31,168.66600,53.94900,114.71700,71.80900,157.89300,229.70200,-114.98500,11.32700,-103.65800,2.22600,-105.88400,-105.88400,-105.88400,-107.27800,-114.98500,280.08000,280.08000,-0.38000,-0.38000,5.18020,0.58500,1.40940,68.01430,-68.17320,-68.17320,-61.45760,-62.77730,0.07190,0.94660,95.08090,-13.76050,-13.76050,-4.51560,-5.71120,2.65900,-0.1002,-0.1141
2022-09-30,151.73200,53.18000,98.55200,70.09900,147.35300,217.45200,-118.90000,4.71900,-114.18100,1.86800,-116.04900,-116.04900,-116.04900,-109.31400,-118.90000,282.26700,282.26700,-0.41000,-0.41000,5.74300,0.58020,1.38220,64.95140,-78.36190,-78.36190,-75.25180,-76.48290,0.06560,1.06090,84.83600,-14.80410,-14.80410,-5.01590,-6.21430,2.74730,-0.1435,-0.1567
2022-06-30,139.40700,49.50900,89.89800,64.47200,142.73300,207.20500,-117.30700,1.18600,-116.12100,1.51000,-117.63100,-117.63100,-117.63100,-106.09400,-117.30700,278.26900,278.26900,-0.42000,-0.42000,5.82710,0.57610,1.35900,64.48600,-84.14710,-84.14710,-83.29640,-84.37960,0.06000,0.93310,96.44750,-14.76620,-14.76620,-5.05960,-6.25960,2.83080,-0.1163,-0.1285
2022-03-31,126.13900,45.77700,80.36200,57.66100,134.18300,191.84400,-111.48200,-0.81600,-112.29800,0.68900,-112.98700,-112.98700,-112.98700,-100.12100,-111.48200,272.89080,272.89080,-0.41000,-0.41000,6.63760,0.56400,1.29370,63.70910,-88.38030,-88.38030,-89.02720,-89.57340,0.05440,1.01310,88.83340,-13.51410,-13.51410,-4.87540,-5.89180,3.00700,-0.20170,-0.21410
2021-12-31,119.92800,46.14600,73.78200,56.68600,130.77600,187.46200,-113.68000,-0.32900,-114.00900,0.43000,-114.43900,-114.43900,-114.43900,-103.15600,-113.68000,188.62800,188.62800,-0.30000,-0.30000,6.39330,0.55970,1.27100,61.52190,-94.79020,-94.79020,-95.06450,-95.42310,0.05120,0.87230,103.18010,-13.45900,-13.45900,-4.88490,-5.92650,3.12830,-0.2437,-0.2676
2021-09-30,102.57000,37.29900,65.27100,47.70100,112.32100,160.02200,-94.75100,-0.23100,-94.98200,0.68400,-95.66600,-95.66600,-95.66600,-86.57900,-94.75100,259.15230,259.15230,-0.37000,-0.37000,4.42650,,,63.63560,-92.37690,-92.37690,-92.60210,-93.26900,0.07830,0.88420,101.78940,-9.85090,-9.85090,-7.30380,-9.85090,3.67300,0.219,0.2248
2021-06-30,88.33800,30.00900,58.32900,33.22500,111.14900,144.37400,-86.04500,0.04500,-86.00000,2.17000,-88.17000,-88.17000,-88.17000,-78.78200,-86.04500,118.64870,118.64870,-0.74000,-0.74000,4.87430,,,66.02930,-97.40430,-97.40430,-97.35340,-99.80980,0.06700,0.75390,119.38060,-8.78590,-8.78590,-6.68980,-8.78590,3.86220,-0.3485,-0.3664
2021-03-31,77.02800,23.83800,53.19000,24.31300,74.02100,98.33400,-45.14400,0.50800,-44.63600,-0.11000,-44.52600,-44.52600,-44.52600,-38.31700,-45.14400,108.73160,108.73160,-0.41000,-0.41000,1.97060,,,69.05280,-58.60730,-58.60730,-57.94780,-57.80500,0.14840,0.77180,116.60460,13.48920,13.48920,-8.57990,13.48920,-2.90950,-0.18380,-0.19520
