Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,47.70900,14.05200,-61.76100,1.83700,-59.92400,-59.92400,-59.92400,-59.92400,-57.70400,-61.76100,235.41200,235.41200,-0.25000,-0.25000,4.47090,-20.48840,-64.67360,-10.71230,-20.48840,1.31090,-0.2179,-0.2348
2024-06-30,32.93000,16.44200,-49.37200,-0.91900,-50.29100,-50.29100,-50.29100,-50.29100,-45.47700,-49.37200,234.44000,234.44000,-0.21000,-0.21000,5.19740,-14.80680,-35.96660,-8.12890,-14.80680,1.52850,-0.2277,-0.2779
2024-03-31,94.45500,16.26900,-110.72400,3.24900,-107.47500,-107.47500,-107.47500,-107.47500,-106.97800,-110.72400,217.29000,217.29000,-0.49000,-0.49000,6.07290,-28.64920,-61.30220,-15.77320,-28.64920,1.69530,-0.30200,-0.37500
2023-12-31,69.83500,20.78400,-90.61900,2.50200,-88.11700,-88.11700,-88.11700,-88.11700,-79.35500,-90.61900,194.54100,194.54100,-0.44000,-0.44000,3.31100,-30.64880,-100.49380,-15.58770,-30.64880,1.45310,-0.2978,-0.3709
2023-09-30,-17.00200,19.18300,-2.18100,3.16500,0.98400,0.98400,0.98400,0.98400,2.31800,-2.18100,196.97800,200.47300,0.00000,0.00000,4.19430,0.26900,0.59270,0.15580,0.26900,1.85650,-0.2886,-0.299
2023-06-30,99.72300,16.56600,-116.28900,2.29000,-113.99900,-113.99900,-113.99900,-113.99900,-111.84100,-116.28900,192.54000,192.54000,-0.59000,-0.59000,3.02060,-32.10980,-73.44970,-16.12100,-32.10980,1.80330,-0.3026,-0.3107
2023-03-31,67.28600,16.76600,-84.05200,1.92900,-82.12300,-82.12300,-82.12300,-82.12300,-79.70600,-84.05200,191.22800,191.22800,-0.43000,-0.43000,3.59910,-19.17590,-35.94950,-10.99480,-19.17590,2.23740,-0.41450,-0.42590
2022-12-31,58.46700,23.32100,-81.78800,1.34500,-80.44300,-80.44300,-80.44300,-80.44300,-77.59300,-81.78800,188.34400,188.34400,-0.42000,-0.42000,3.98580,-16.11070,-26.85970,-9.77770,-16.11070,2.61390,-0.4096,-0.4345
2022-09-30,70.67300,15.51400,-86.18700,1.06700,-85.12000,-85.12000,-85.12000,-85.12000,-82.17100,-86.18700,189.30300,189.30300,-0.45000,-0.45000,4.35710,-15.03840,-23.24430,-9.47780,-15.03840,2.98090,-0.3353,-0.3576
2022-06-30,54.61200,18.29200,-72.90400,0.43900,-72.46500,-72.46500,-72.46500,-72.46500,-69.10400,-72.90400,187.62600,187.62600,-0.39000,-0.39000,5.09140,-11.33140,-16.48120,-7.46220,-11.33140,3.39390,-0.3772,-0.4003
2022-03-31,17.25100,14.43400,-31.68500,0.23700,-31.44800,-31.44800,-31.44800,-31.44800,-28.07100,-31.68500,185.95500,185.95500,-0.17000,-0.17000,5.59530,-4.48200,-6.26660,-3.00190,-4.48200,3.75960,-0.41790,-0.45840
2021-12-31,98.60000,12.67900,-111.27900,0.54800,-110.73100,-110.73100,-110.73100,-110.73100,-107.94400,-111.27900,166.43300,166.43300,-0.26000,-0.25000,5.62400,-15.19980,-20.94480,-9.80440,-15.19980,3.93940,-0.7332,-0.7771
2021-09-30,69.99800,13.43300,-83.43100,0.16800,-83.26300,-83.26300,-83.26300,-83.26300,-80.54900,-83.43100,181.82700,181.82700,-0.46000,-0.46000,6.66060,-10.03070,-13.21080,-6.75420,-10.03070,4.53830,-0.3003,-0.3488
2021-06-30,-31.02900,12.47700,18.55200,0.13100,18.68300,18.68300,18.68300,18.68300,21.15800,18.55200,179.89900,190.50800,0.10000,0.09000,20.08640,2.06240,2.64600,1.48300,2.06240,5.01670,-0.0559,-0.089
2021-03-31,168.93000,11.82100,-180.75100,0.13400,-180.61700,-180.61700,-180.61700,-180.61700,-178.50400,-180.75100,119.13100,119.13100,-1.52000,-1.52000,27.52420,-20.47850,-26.47720,-13.84610,-20.47850,4.92890,-0.41900,-0.47300
2020-12-31,104.11700,9.20700,-113.32400,0.15400,-113.17000,-113.17000,-113.17000,-113.17000,-111.56900,-113.32400,15.29300,15.29300,-7.40000,-7.40000,12.22430,26.86950,18.22370,-15.49650,26.86950,-26.04730,-1.6817,-2.1749
2020-09-30,44.54500,7.09900,-51.64400,0.19200,-51.45200,-51.45200,-51.45200,-51.45200,-50.12400,-51.64400,13.68000,13.68000,-3.76000,-3.76000,,,,,,,-2.1976,-2.5876
2020-06-30,81.89700,6.00900,-87.90600,0.09800,-87.80800,-87.80800,-87.80800,-87.80800,-86.52500,-87.90600,12.23200,12.23200,-7.18000,-7.18000,,,,,,,-2.4125,-2.5727
2020-03-31,27.32000,5.95500,-33.27500,0.40000,-32.87500,-32.87500,-32.87500,-32.87500,-32.01000,-33.27500,10.82000,10.82000,-3.04000,-3.04000,,,,,,,-2.73080,-3.24830
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
