,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,$-0.08,$-0.08
1,2024-08-13,2024-06-30,--,$-5.17
2,2024-05-13,2024-03-31,--,$-4.79
