Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,0.87900,1.55820,,,-2.43730,-0.02560,-2.46290,-2.46290,-2.46290,,-2.46290,-2.43730,-2.43730,6.52800,6.52800,-0.38000,-0.38000,1.93430,,0.16880,,,,,,,,,,-165.86510,-80.02600,-47.32560,-80.02600,0.32780,0.0098,0.0098
2024-06-30,,,,0.90680,1.39920,,,-2.30600,0.00090,-2.30510,-2.30510,-2.30510,,-2.30510,-2.30600,-2.30600,4.52900,4.52900,-0.51000,-0.51000,1.17030,,,,,,,,,,,,865.51150,-173.78590,-85.06790,-173.78600,0.23770,-0.1411,-0.1411
2024-03-31,,,,0.66340,1.79670,,,-2.46010,0.00930,-2.45080,-2.45080,-2.45080,,-2.45080,-2.46010,-2.46010,3.49600,3.49600,-0.70000,-0.70000,2.68870,,0.04830,,,,,,,,,,-237.35800,-93.35560,-69.35110,-93.35570,0.58590,-0.87650,-0.87650
2023-12-31,,,,11.04200,1.75430,,,-12.79630,0.04890,-12.74740,-12.74740,-12.74740,,-12.74740,-12.79630,-12.79630,2.25000,2.25000,-5.41000,-5.41000,2.14980,,0.09870,,,,,,,,,,-809.13490,-402.36150,-256.67680,-402.36150,1.02830,-0.6138,-0.6125
2023-09-30,0.00750,,0.00750,0.76940,1.33260,,,-2.09440,0.08160,-2.01290,-2.01290,-2.01290,,-2.01290,-2.08970,-2.09440,2.35600,2.35600,-0.85000,-0.85000,5.57310,,0.07590,100.00000,-28053.12000,-28053.12000,-26960.69000,-26960.69000,0.00090,,0.21270,423.16640,-41.04070,-30.98020,-25.48140,-30.98020,2.52910,-0.3129,-0.2859
2023-06-30,0.01320,,0.01320,2.00670,1.11580,,,-3.10930,0.05870,-3.05060,-3.05060,-3.05060,,-3.05060,-3.09800,-3.10930,2.02500,2.02500,-1.51000,-1.51000,7.09640,,,100.00000,-23621.65000,-23621.65000,-23175.46000,-23175.46000,0.00160,,1.00000,90.00000,-53.85210,-42.03370,-36.03980,-42.03370,3.58390,-1.3574,-1.3574
2023-03-31,0.01700,,0.01700,1.67260,1.24930,,,-2.90480,0.06000,-2.84480,-2.84480,-2.84480,,-2.84480,-2.89350,-2.90480,2.20500,2.20500,-1.41000,-1.41000,6.57260,,0.01050,100.00000,-17063.06000,-17063.06000,-16710.74000,-16710.74000,0.00140,,,,-32.88180,-27.76960,-23.45390,-27.76960,5.05900,-0.95630,-0.95630
2022-12-31,,,,1.41190,0.88820,,,-2.29970,0.06190,-2.23770,-2.23770,-2.23770,,-2.23770,-2.28660,-2.29970,2.00900,2.00900,-0.98000,-0.98000,8.95170,,0.02060,,,,,,,,,,-19.60080,-17.20110,-15.16290,-17.20110,6.42430,-1.0047,-1.0046
2022-09-30,0.08600,,0.08600,2.77710,1.21550,,,-3.90650,0.03640,-3.87010,-3.87010,-3.87010,,-3.87010,-3.89380,-3.90650,1.94600,1.94600,-1.99000,-1.99000,9.68840,,0.03190,100.00000,-4539.98200,-4539.98200,-4497.67300,-4497.67300,0.00570,,,,-32.94970,-29.01520,-25.73070,-29.01520,6.80870,-1.926,-1.945
2022-06-30,0.03040,,0.03040,2.59000,1.04430,-0.00050,,-3.60450,0.01490,-3.58950,-3.58950,-3.58950,,-3.58950,-3.59410,-3.60450,1.94000,1.94000,-1.85000,-1.85000,12.30470,,,100.00000,-11860.30000,-11860.30000,-11811.20000,-11811.20000,0.00160,,,,-25.40250,-21.38240,-19.43960,-21.38240,8.63640,-1.8351,-1.8363
2022-03-31,0.01510,,0.01510,3.29370,1.33150,,,-4.61010,0.01910,-4.59100,-4.59100,-4.59100,,-4.59100,-4.60170,-4.61010,2.00300,2.00300,-2.29000,-2.29000,15.36810,,0.00590,100.00000,-30565.06000,-30565.06000,-30438.20000,-30438.20000,0.00070,,,,-25.67050,-22.35030,-20.67670,-22.35030,10.56750,-2.81430,-2.85170
2021-12-31,,,,1.31030,1.07780,,,-2.38810,0.00850,-2.29260,-2.29260,-2.29260,,-2.29260,-2.38170,-2.30110,1.94300,1.94300,-0.90440,-0.90440,19.17120,,0.01150,,,,,,,,,,-9.62080,-8.65570,-8.12080,-8.65570,13.22330,-1.2747,-1.2848
2021-09-30,,,,3.54730,0.84710,,,-4.39450,0.01070,-4.38370,-4.38370,-4.38370,,-4.38370,-4.38480,-4.39450,1.94160,1.94160,-2.39520,-2.39520,13.90730,,0.01690,,,,,,,,,,-16.93240,-15.35660,-14.09960,-15.35660,14.68590,-2.3474,-2.3599
2021-06-30,,,,2.46760,1.37040,,,-3.83800,0.02260,-3.81530,-3.81530,-3.81530,,-3.81530,-3.82550,-3.83800,1.93490,1.93490,-1.79640,-1.79640,16.38110,,,,,,,,,,,,-12.68540,-11.65580,-10.82440,-11.65580,16.86890,-0.7942,-0.7942
2021-03-31,,,,3.26090,1.97660,,,-5.23750,0.01750,-5.21990,-5.21990,-5.21990,,-5.21990,-5.22480,-5.23750,1.71970,1.71970,-2.99400,-2.99400,42.26550,,0.00320,,,,,,,,,,-15.63150,-14.47960,-13.96980,-14.47960,18.66780,-2.51640,-2.51640
2020-12-31,,,,3.35260,1.19650,,,-4.54900,0.14170,-4.40910,-4.40910,-4.40910,,-4.40910,-4.53620,-4.54900,0.94410,0.94410,-2.39520,-2.39520,13.39840,,0.01350,,,,,,,,,,-45.59670,-26.17510,-23.60260,-26.17510,10.99150,-4.5891,-4.5891
2020-09-30,,,,3.49840,1.01000,,,-4.50840,0.01180,-4.49660,-4.49660,-4.49660,,-4.49660,-4.49550,-4.50840,0.99650,0.99650,-4.79040,-4.79040,9.55050,,0.04900,,,,,,,,,,-182.38040,-46.64320,-39.85530,-46.64320,9.46260,-3.4432,-3.4432
2020-06-30,,,,11.54400,0.80830,,,-12.35230,0.01500,-12.33730,-12.33730,-12.33730,,-12.33730,-12.33950,-12.35230,0.87210,0.87210,-14.37130,-14.37130,7.29730,,0.01500,,,,,,,,,,-764.77650,-140.38720,-114.95870,-140.38720,9.50510,-4.9621,-4.9621
2020-03-31,,,,3.71270,1.51910,,,-5.23180,0.04220,-5.18780,-5.18780,-5.18780,,-5.18780,-5.21860,-5.23180,0.77030,0.77030,-6.58680,-6.58680,7.25830,,0.00550,,,,,,,,,,-90.47140,-40.18720,-33.33580,-40.18720,16.75870,-4.96290,-4.96290
2019-12-31,,,,2.75980,0.89830,,,-3.65810,0.06080,-3.59730,-3.59730,-3.59730,,-3.59730,-3.63980,-3.65810,0.70610,0.70610,-4.79040,-4.79040,10.18070,,0.00830,,,,,,,,,,-33.56210,-20.87600,-18.21160,-20.87600,22.37040,-6.6451,-6.666
2019-09-30,,,,3.06760,0.85280,,,-3.92050,0.08390,-3.83650,-3.83650,-3.83650,,-3.83650,-3.90230,-3.92050,0.77030,0.77030,-4.79040,-4.79040,10.16670,,0.01040,,,,,,,,,,-26.81940,-18.42850,-16.22090,-18.42850,27.02700,-4.3843,-4.3844
