,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-09-24,2024-07-31,$-0.19,$-0.12
1,2024-06-04,2024-04-30,$-0.25,$-0.15
2,2024-03-04,2024-01-31,$-0.21,$-0.21
3,2023-12-05,2023-10-31,$-0.23,$-0.22
4,2023-09-18,2023-07-31,$-0.22,$-0.19
5,2023-06-06,2023-04-30,$-0.32,$-0.17
6,2023-03-07,2023-01-31,$-0.33,$-0.34
7,2022-12-06,2022-10-31,$-0.44,$-0.46
8,2022-09-20,2022-07-31,$-0.60,$-0.65
9,2022-06-09,2022-04-30,$-0.57,$-0.72
10,2022-03-08,2022-01-31,$-0.28,$-0.28
11,2021-12-07,2021-10-31,$-0.13,$-0.02
12,2021-09-21,2021-07-31,$-0.14,$0.19
13,2021-06-07,2021-04-30,$-0.27,$-0.18
14,2021-03-08,2021-01-31,$-0.22,$-0.20
15,2020-12-07,2020-10-31,$-0.17,$0.09
16,2020-09-22,2020-07-31,$-0.18,$-0.44
17,2020-06-08,2020-04-30,$-0.18,$-0.33
18,2020-03-09,2020-01-31,$0.06,$0.11
19,2019-12-09,2019-10-31,$-0.06,$0.00
20,2019-10-01,2019-07-31,$0.04,$0.07
21,2019-06-05,2019-04-30,$-0.03,$0.07
22,2019-03-11,2019-01-31,$0.05,$0.12
23,2018-12-10,2018-10-31,$0.03,$0.10
24,2018-10-01,2018-07-31,$0.04,$0.17
25,2018-06-07,2018-04-30,$0.03,$0.09
26,2018-03-12,2018-01-31,$0.06,$0.07
