,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,--,$-0.26
1,2024-08-14,2024-06-30,--,$-0.13
2,2024-05-15,2024-03-31,--,$-0.12
3,2024-03-26,2023-12-31,--,$-0.16
4,2023-11-13,2023-09-30,--,$-0.17
5,2023-08-14,2023-06-30,--,$-0.20
6,2023-05-15,2023-03-31,--,$-0.19
7,2023-03-29,2022-12-31,--,$-0.34
8,2022-11-08,2022-09-30,--,$-0.09
9,2022-08-12,2022-06-30,--,$-0.04
10,2022-05-12,2022-03-31,--,$-0.13
11,2022-03-30,2021-12-31,--,$-0.15
12,2021-11-15,2021-09-30,--,$-0.06
13,2021-08-24,2021-06-30,--,$0.01
