Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,73.82500,66.31500,7.51000,4.69300,,4.69300,2.81700,37.90300,40.72000,40.72000,40.72000,35.27100,-0.24900,2.81700,56.23200,56.23300,0.63000,0.63000,,6.05000,3.81580,3.81580,55.15750,47.77650,0.01210,7.04100,4.75140,0.66950,4.75140,14.11170,0.3244,0.3244
2024-06-30,68.02800,59.39300,8.63500,4.88800,,4.88800,3.74700,-17.21300,-13.46600,-13.46600,-13.46600,-18.76600,0.32200,3.74700,49.36500,49.36500,-0.38000,-0.38000,,5.61170,5.50800,5.50800,-19.79480,-27.58570,0.01340,-2.81170,-1.77370,-0.26580,-1.77370,14.99300,0.6473,0.6473
2024-03-31,68.58300,61.58000,7.00300,4.65700,,4.65700,2.34600,26.77600,29.12200,29.12200,29.12200,23.73000,-0.68900,2.34600,48.50000,48.50100,0.49000,0.49000,,5.59330,3.42070,3.42070,42.46240,34.60040,0.01310,5.80510,3.70710,0.55670,3.70710,16.08920,1.18550,1.18550
2023-12-31,62.08200,53.78000,8.30200,4.75000,,5.07000,3.23200,23.96700,27.19900,27.19900,27.19900,22.28000,-7.50300,3.23200,44.07400,44.07400,0.41000,0.41000,,5.69680,5.20600,5.20600,43.81140,35.88800,0.01170,5.50390,3.47520,0.51470,3.47520,16.15040,0.8897,0.8897
2023-09-30,75.13200,65.70100,9.43100,4.78100,,4.78100,4.65000,-73.24900,-68.59900,-68.59900,-68.59900,-74.02400,-4.19100,4.65000,45.74700,45.74700,-1.62000,-1.62000,,6.35270,6.18910,6.18910,-91.30460,-98.52530,0.01290,-13.96180,-8.73840,-1.17640,-8.73840,16.19910,0.8787,0.8787
2023-06-30,71.42800,59.02200,12.40600,5.13100,,5.13100,7.27500,-3.19700,4.07800,4.07800,4.07800,-1.39800,5.02900,7.27500,42.39100,42.39100,-0.03000,-0.03000,,5.89780,10.18510,10.18510,5.70920,-1.95720,0.01220,0.74950,0.48500,0.06950,0.48500,18.86240,1.9311,1.9311
2023-03-31,69.28700,49.72600,19.56100,5.06800,,5.06800,14.49300,6.97000,21.46300,21.46300,21.46300,15.60100,12.09900,14.49300,39.60700,39.60800,0.39000,0.39000,,5.77220,20.91730,20.91730,30.97700,22.51650,0.01210,4.00870,2.57310,0.37610,2.57310,20.02820,1.69570,1.69570
2022-12-31,58.05600,32.20100,25.85500,5.03400,,5.03400,20.82100,15.64000,36.46100,36.46100,36.46100,30.59900,14.17200,20.82100,34.16000,34.16000,1.27000,1.27000,,5.26670,35.86370,35.86370,62.80320,52.70600,0.01140,7.21470,4.53450,0.71530,4.53450,20.77120,2.0167,2.0167
2022-09-30,49.72800,18.00800,31.72000,5.85400,,5.85400,25.86600,-127.29400,-101.42800,-101.42800,-101.42800,-94.60200,19.67100,25.86600,34.05100,34.05100,-2.78000,-2.78000,,5.10670,52.01500,52.01500,-203.96560,-190.23890,0.01060,-21.93030,-13.32460,-2.16460,-13.32460,21.53230,1.2748,1.2748
2022-06-30,44.55500,3.45500,41.10000,7.13800,,7.13800,33.96200,-143.49700,-109.53500,-109.53500,-109.53500,-116.14400,26.83800,33.96200,32.99000,32.99000,-3.52000,-3.52000,,3.40040,76.22490,76.22490,-245.84220,-260.67560,0.01040,-20.00450,-11.41630,-2.54470,-11.41630,29.05350,1.2318,1.2318
