Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,0.73800,1.27300,,-2.01100,0.09700,-1.91400,,-1.91400,-1.91400,-1.91400,-2.01100,-2.01100,0.82950,0.82950,-2.31000,-2.31000,7.03460,,,,,,,,,,,-10.38190,-10.38190,-9.13600,-10.38190,12.23360,0.7144,0.7144
2024-06-30,,,0.53400,0.68800,,-1.22200,0.10300,-1.11900,,-1.11900,-1.11900,-1.11900,-1.15400,-1.22200,0.52440,0.52440,-2.16090,-2.16090,6.48390,,,,,,,,,,,-9.49350,-9.49350,-8.38770,-9.49350,22.25200,-1.4064,-1.4064
2024-03-31,,,0.63500,0.76600,,-1.40100,0.12600,-1.27500,,-1.27500,-1.27500,-1.27500,-1.38600,-1.40100,0.45490,0.45490,-2.76110,-2.76110,6.33540,,,,,,,,,,,-9.99530,-9.99530,-8.78040,-9.99530,25.47970,-4.02290,-4.02290
2023-12-31,,,1.12100,1.03000,,-2.15100,0.13500,-2.01600,,-2.01600,-2.01600,-2.01600,-2.14500,-2.15100,0.23070,0.23070,-2.21230,-2.21230,4.81420,,,,,,,,,,,-14.52550,-14.52560,-12.12340,-14.52560,24.17940,-16.5412,-16.5412
2023-09-30,,,0.55600,0.91200,,-1.46800,-0.00500,-1.47300,,-1.47300,-1.47300,-1.47300,-1.45600,-1.46800,0.52100,0.52100,-3.43000,-3.43000,6.79010,,,,,,,,,,,-9.47450,-9.47450,-8.35130,-9.52970,46.30850,11.8245,11.8245
2023-06-30,,,0.80900,1.06200,,-1.87100,0.27800,-1.59300,,-1.59300,-1.59300,-1.59300,-1.68100,-1.87100,0.13990,0.13990,-11.40460,-11.40460,3.59380,,,,,,,,,,,-15.09380,-15.09380,-11.99820,-15.09380,75.40560,-9.8541,-9.8541
2023-03-31,,,1.08300,0.91900,,-2.00200,0.17200,-1.83000,,-1.83000,-1.83000,-1.83000,-2.16000,-2.00200,0.14090,0.14090,-12.96520,-12.96520,4.58190,,,,,,,,,,,-15.26270,-15.26270,-12.37240,-15.26270,85.67710,-12.02610,-12.02610
2022-12-31,,,1.37800,1.07100,,-2.44900,-0.19000,-2.63900,,-2.63900,-2.63900,-2.63900,-2.49900,-2.44900,0.13960,0.13960,-18.48740,-18.48740,4.75890,,,,,,,,,,,-19.66030,-19.66030,-15.93500,-19.66030,95.23670,-29.0083,-29.0154
2022-09-30,,,4.24100,1.13900,,-5.38000,0.03000,-5.35000,,-5.35000,-5.35000,-5.35000,-5.35000,-5.38000,0.13990,0.13990,-38.29530,-38.29530,4.07040,0.00560,0.00570,,,,,,,,,-33.97040,-33.97040,-25.63610,-33.77950,112.46820,-21.9522,-21.9522
2022-06-30,,,2.58000,1.15000,,-3.73000,-0.00400,-3.73400,,-3.73400,-3.73400,-3.73400,-3.71700,-3.73000,0.13930,0.13930,-27.01080,-27.01080,8.47560,0.00640,0.00650,,,,,,,,,-18.02820,-18.02820,-15.83880,-17.91230,148.58850,-42.4271,-42.4486
