Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,109.75200,109.75200,1.96600,-19.35800,55.27500,3.95500,59.23000,0.50100,58.72900,53.20600,53.20600,85.01600,88.42800,89.26500,89.26500,0.60000,0.60000,1.56040,0.49840,0.99340,100.00000,50.36360,80.57080,53.96710,48.47840,0.02890,3.26040,27.60390,2.87020,2.87020,1.40260,1.43980,20.82620,-1.3112,-1.3112
2024-06-30,104.18800,104.18800,1.75500,-20.32100,52.81000,3.81100,56.62100,0.50000,56.12100,59.04500,59.04500,81.12300,82.11200,89.27200,89.27200,0.66000,0.66000,1.09340,0.47200,0.89390,100.00000,50.68720,78.81140,54.34500,56.67160,0.02850,3.75720,23.95380,3.17110,3.17110,1.61510,1.67440,20.82570,-1.1817,-1.1817
2024-03-31,99.10100,99.10100,1.35000,-19.71200,50.77900,4.30800,55.08700,0.43600,54.65100,51.68400,51.68400,76.94200,78.03900,87.35900,87.35900,0.59000,0.59000,1.39250,0.44730,0.80930,100.00000,51.23970,78.74690,55.58670,52.15290,0.02910,3.33800,26.96250,2.81350,2.81350,1.51950,1.55500,20.66540,-0.61420,-0.61420
2023-12-31,100.75400,100.75400,1.27300,-19.90400,50.95400,6.03500,56.98900,,55.47000,57.38700,57.38700,79.22900,79.57700,74.24000,74.24000,0.68000,0.68000,1.26380,0.46500,0.86920,100.00000,50.57270,78.98150,56.56250,56.95750,0.03050,3.46260,25.99220,3.33420,3.33420,1.73550,1.78380,20.66730,0.3564,0.3564
2023-09-30,94.45100,94.45100,1.44100,-18.56600,44.75800,5.81600,50.57400,,50.57400,73.40800,73.40800,53.07200,74.44400,71.87400,71.87400,1.02000,1.02000,1.26380,0.46500,0.86920,100.00000,47.38750,78.81760,53.54520,77.72070,0.02860,3.24600,27.72680,4.26510,4.26510,2.22000,2.28170,20.66730,-1.3812,-1.3812
2023-06-30,88.89400,88.89400,1.10400,-17.67200,42.21100,5.58400,47.79500,,47.79500,56.44200,56.44200,62.90600,70.11800,71.33700,71.33700,0.79000,0.79000,1.14410,0.51920,1.07970,100.00000,47.48470,78.87820,53.76630,63.49360,0.02890,3.68200,24.44340,3.91960,3.91960,1.83780,1.88470,20.14970,0.1266,0.1266
2023-03-31,83.63900,83.63900,1.46300,-16.76500,38.74400,5.47800,44.22200,,44.22200,43.77700,43.77700,67.30500,65.41100,70.86300,70.86300,0.62000,0.62000,2.19090,0.52830,1.11980,100.00000,46.32290,78.20630,52.87250,52.34040,0.02730,3.69840,24.33490,3.09470,3.09470,1.43080,1.45990,19.92890,-0.23090,-0.23090
2022-12-31,73.57600,73.57600,0.51300,-15.34800,33.26400,5.34300,38.60700,,38.27300,20.11700,20.11700,77.35400,57.71500,61.67600,61.67600,0.31000,0.31000,1.72220,0.52160,1.09030,100.00000,45.21040,78.44270,52.47230,27.34180,0.02460,3.11040,28.93540,1.43970,1.43970,0.67370,0.68880,19.80950,-1.1116,-1.1116
2022-09-30,62.71900,62.71900,1.32800,-14.12500,28.66500,5.14900,33.81400,,33.81400,9.44200,9.44200,72.93100,47.26600,64.10200,64.10200,0.15000,0.15000,2.33870,0.53690,1.15920,100.00000,45.70390,75.36150,53.91350,15.05450,0.02180,0.99160,90.76200,0.72230,0.72230,0.32800,0.33450,20.00140,-1.5053,-1.5053
2022-06-30,49.99400,49.99400,0.89700,-10.80900,24.50700,4.90200,29.40900,,29.40900,-3.26300,-3.26300,72.64600,38.28800,59.22800,59.22800,-0.06000,-0.06000,1.51430,0.54340,1.19010,100.00000,49.01990,76.58520,58.82510,-6.52680,0.01790,3.48610,25.81690,-0.26300,-0.26300,-0.11710,-0.12010,20.31670,-2.1603,-2.1603
2022-03-31,44.30400,44.30400,1.05000,-10.98900,21.91600,4.59800,26.51400,,26.51400,22.24600,22.24600,37.89400,32.26500,57.10100,57.10100,0.39000,0.39000,1.24710,0.53240,1.13850,100.00000,49.46730,72.82640,59.84560,50.21220,0.01710,3.58790,25.08400,1.86800,1.86800,0.85670,0.87350,20.82130,-2.19200,-2.19200
2021-12-31,44.32800,44.32800,1.45000,-10.91800,24.19400,3.91900,28.11300,0.07500,28.03800,26.42000,26.42000,36.25300,31.96000,31.15900,31.15900,0.38000,0.38000,1.93120,0.51260,1.05150,100.00000,54.57950,72.09890,63.42040,59.60110,0.01780,2.22850,40.38510,2.22280,2.22280,1.05970,1.08350,20.91180,-22.3129,-22.3129
2021-09-30,31.72900,31.72900,0.86800,-8.66500,15.92300,2.89700,18.82000,0.00000,18.82000,22.23600,22.23600,19.75000,22.19600,34.64930,34.64930,0.64000,0.64000,1.65590,0.58290,1.39740,100.00000,50.18440,69.95490,59.31480,70.08100,0.01730,2.68370,33.53620,2.96820,2.96820,1.21060,1.23810,20.89220,-6.2578,-6.2578
2021-06-30,26.41400,26.41400,1.09100,-7.11000,13.99500,2.01700,16.01200,0.00000,16.01200,19.89800,19.89800,14.94900,18.21300,25.40900,25.40900,0.78000,0.78000,0.52140,0.54820,1.21310,100.00000,52.98330,68.95210,60.61940,75.33130,0.01900,3.98700,22.57330,3.35330,3.35330,1.42790,1.51520,20.80730,-8.4415,-8.4415
2021-03-31,17.34500,17.34500,0.78100,-5.20600,8.60000,1.46400,10.06400,0.00500,10.05900,14.70100,14.70100,7.28100,11.35800,16.95600,16.95600,0.87000,0.87000,1.83670,0.60290,1.51800,100.00000,49.58200,65.48280,58.02250,84.75640,0.01690,4.32760,20.79680,3.76740,3.76740,1.43580,1.49620,20.49010,-16.30430,-16.30430
