,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-11,2024-09-30,$0.08,$0.11
1,2024-08-14,2024-06-30,$0.09,$0.10
2,2024-05-09,2024-03-31,$0.08,$0.09
3,2024-02-28,2023-12-31,$0.09,$0.10
4,2023-11-08,2023-09-30,$0.09,$0.11
5,2023-08-09,2023-06-30,$0.12,$0.13
6,2023-05-10,2023-03-31,$0.19,$0.23
7,2023-02-15,2022-12-31,$0.27,$0.28
8,2022-11-09,2022-09-30,$0.45,$0.49
9,2022-07-27,2022-06-30,$0.54,$0.59
10,2022-05-11,2022-03-31,$0.33,$0.48
11,2022-02-09,2021-12-31,$0.17,$0.26
12,2021-11-04,2021-09-30,$0.14,$0.16
13,2021-07-28,2021-06-30,$0.08,$0.11
14,2021-05-06,2021-03-31,$0.05,$0.11
15,2021-02-11,2020-12-31,$0.03,$0.05
16,2020-11-12,2020-09-30,$0.02,$0.05
17,2020-07-29,2020-06-30,$0.05,$0.06
18,2020-05-12,2020-03-31,$0.03,$0.05
19,2020-02-13,2019-12-31,$0.04,$0.04
20,2019-11-07,2019-09-30,$0.09,$0.10
21,2019-07-31,2019-06-30,$0.11,$0.12
22,2019-05-07,2019-03-31,$0.10,$0.12
23,2019-02-06,2018-12-31,$0.09,$0.10
24,2018-11-01,2018-09-30,$0.09,$0.10
25,2018-08-01,2018-06-30,$0.08,$0.09
26,2018-05-10,2018-03-31,$0.07,$0.08
27,2018-02-14,2017-12-31,$0.08,$0.11
28,2017-11-08,2017-09-30,$0.08,$0.09
29,2017-08-03,2017-06-30,$0.06,$0.05
30,2017-05-10,2017-03-31,$0.06,$0.05
31,2017-02-15,2016-12-31,$0.08,$0.09
32,2016-11-23,2016-09-30,$0.09,$0.09
33,2016-08-10,2016-06-30,$0.06,$0.10
34,2016-05-18,2016-03-31,$0.09,$0.07
35,2016-02-09,2015-12-31,$0.12,$0.14
36,2015-11-12,2015-09-30,$0.13,$0.12
37,2015-08-12,2015-06-30,$0.06,$0.14
38,2015-05-13,2015-03-31,$0.11,$0.15
39,2015-02-11,2014-12-31,$0.12,$0.09
