Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,235.09400,54.35700,180.73700,55.76900,138.24600,194.01500,-13.27800,10.73300,-2.54500,-1.20000,-1.34500,-1.34500,-1.34500,9.95300,-13.27800,267.85500,267.85500,-0.01000,-0.01000,6.43750,76.87860,-5.64800,-5.64800,-1.08250,-0.57210,0.19700,6.82140,13.19370,-0.13250,-0.13250,-0.11270,-0.13250,3.76980,0.1423,0.1257
2024-06-30,222.21300,50.27100,171.94200,55.73500,130.26000,185.99500,-14.05300,9.97200,-4.08100,0.86100,-4.94200,-4.94200,-4.94200,7.87000,-14.05300,265.29320,265.29320,-0.02000,-0.02000,6.62820,77.37710,-6.32410,-6.32410,-1.83650,-2.22400,0.19330,7.60330,11.83700,-0.50450,-0.50450,-0.42980,-0.50450,3.67420,0.1527,0.1384
2024-03-31,209.99300,44.93800,165.05500,56.09700,131.05000,187.14700,-22.09200,9.61400,-12.47800,0.40400,-12.88200,-12.88200,-12.88200,-0.96100,-22.09200,261.33200,261.33200,-0.05000,-0.05000,6.36990,78.60020,-10.52040,-10.52040,-5.94210,-6.13450,0.18950,9.03550,9.96080,-1.37420,-1.37420,-1.16220,-1.37420,3.55050,0.10020,0.08780
2023-12-31,201.61800,45.01300,156.60500,52.63500,140.29900,192.93390,-36.32890,9.44100,-26.88800,-0.59400,-26.29400,-26.29400,-26.29400,-14.89190,-36.32900,242.88900,242.88900,-0.10000,-0.09000,6.15150,77.67410,-18.01870,-18.01870,-13.33610,-13.04150,0.18510,8.73710,10.30090,-2.87440,-2.87440,-2.41440,-2.87440,3.52700,0.1553,0.1393
2023-09-30,175.80700,58.82500,116.98200,141.45500,277.73000,419.18500,-302.20300,5.91800,-296.28500,0.81900,-297.10400,-297.10400,-297.10400,-281.50600,-302.20300,240.12500,240.12500,-1.24000,-1.24000,6.53000,66.54000,-171.89470,-171.89470,-168.52860,-168.99440,0.16410,10.11550,8.89730,-32.81670,-32.81670,-27.72980,-32.81670,3.50500,0.124,0.1148
2023-06-30,164.58600,37.47600,127.11000,33.05500,87.02300,120.07800,7.03200,4.43100,11.46300,0.57600,10.88700,10.88700,10.88700,27.18800,7.03200,236.59020,268.71810,0.05000,0.04000,,77.23010,4.27250,4.27250,6.96470,6.61480,,,,,,,,,0.1543,0.1469
2023-03-31,156.08800,36.57400,119.51400,35.03200,83.60400,118.63600,0.87800,3.79100,4.66900,0.39100,4.27800,4.27800,4.27800,20.90000,0.87800,235.49800,268.43100,0.02000,0.02000,,76.56830,0.56250,0.56250,2.99130,2.74080,,,,,,,,,0.05790,0.05190
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.1917,0.2603
2022-09-30,119.16800,32.61900,86.54900,30.09000,82.12200,112.21200,-25.66300,2.06600,-23.59700,0.27600,-23.87300,-23.87300,-23.87300,-25.66300,-25.66300,231.97300,231.97300,-0.10000,-0.10000,,72.62770,-21.53510,-21.53510,-19.80150,-20.03310,,,,,,,,,-0.1917,-0.2603
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
