Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,3621.00000,1000.00000,2621.00000,859.00000,-513.00000,1372.00000,1249.00000,-52.00000,1197.00000,182.00000,1015.00000,1015.00000,873.00000,,1249.00000,312.20000,316.50000,2.80000,2.76000,,,,,,,,,,,,,,
2024-09-30,3076.00000,1951.00000,1125.00000,755.00000,-329.00000,1084.00000,41.00000,-55.00000,-14.00000,-40.00000,26.00000,26.00000,-148.00000,252.00000,41.00000,318.20000,318.20000,-0.47000,-0.47000,0.52840,1.12060,1.33290,1.33290,-0.45510,-4.81140,0.01030,0.76180,-6.29540,0.00870,0.24640,15.77040,2.2271,2.1304
2024-06-30,3510.00000,1594.00000,1916.00000,746.00000,-427.00000,1173.00000,743.00000,-62.00000,681.00000,116.00000,565.00000,565.00000,402.00000,932.00000,743.00000,324.20000,327.30000,1.24000,1.23000,0.62200,1.64550,21.16810,21.16810,19.40170,11.45300,0.01220,30.99290,-27.99800,0.19630,6.30930,10.52580,2.7268,2.6138
2024-03-31,2230.00000,581.00000,1649.00000,792.00000,-553.00000,1345.00000,304.00000,-57.00000,247.00000,30.00000,217.00000,217.00000,100.00000,544.00000,304.00000,330.20000,332.70000,0.30000,0.30000,0.58990,1.43830,13.63230,13.63230,11.07620,4.48430,0.00780,9.89510,-13.04090,0.07600,2.37000,11.46160,0.09320,-0.09620
2023-12-31,2170.00000,1616.00000,554.00000,755.00000,-559.00000,1314.00000,-760.00000,-57.00000,-817.00000,-228.00000,-589.00000,-589.00000,-724.00000,-524.00000,-760.00000,350.10000,351.60000,-2.05000,-2.05000,0.55070,1.28370,-35.02300,-35.02300,-37.64980,-33.36410,0.00780,-20.84220,56.36360,-0.21280,-6.03050,13.14250,-1.1203,-1.2174
2023-09-30,3624.00000,886.00000,2738.00000,758.00000,-450.00000,1208.00000,1530.00000,-55.00000,1475.00000,340.00000,1135.00000,1135.00000,1050.00000,1726.00000,1530.00000,346.40000,348.00000,3.03000,3.02000,0.62030,1.63400,42.21850,42.21850,40.70090,28.97350,0.01390,66.02680,-52.37660,0.43610,13.13350,9.59150,1.1634,1.0878
2023-06-30,2377.00000,596.00000,1781.00000,721.00000,-466.00000,1187.00000,594.00000,-55.00000,539.00000,-292.00000,831.00000,831.00000,733.00000,750.00000,594.00000,355.20000,356.10000,2.06000,2.06000,0.50200,1.00820,24.98950,24.98950,22.67560,30.83720,0.00880,22.47160,-409.35960,0.30890,7.86710,15.01830,0.9775,0.8669
2023-03-31,2357.00000,1597.00000,760.00000,735.00000,-423.00000,1158.00000,-398.00000,-61.00000,-459.00000,-725.00000,266.00000,266.00000,163.00000,-174.00000,-398.00000,361.90000,364.10000,0.45000,0.45000,0.47690,1.04900,-16.88590,-16.88590,-19.47390,6.91560,0.00900,6.80480,-3800.00000,0.10170,2.54330,15.23570,-1.61220,-1.66160
2022-12-31,1816.00000,364.00000,1452.00000,669.00000,-572.00000,1241.00000,211.00000,-53.00000,158.00000,20.00000,138.00000,138.00000,36.00000,456.00000,211.00000,377.60000,379.90000,0.13000,0.13000,0.58740,1.66540,11.61890,11.61890,8.70040,1.98240,0.00720,8.73970,-5.89490,0.05460,1.81270,8.60350,0.1673,-0.0016
2022-09-30,2992.00000,904.00000,2088.00000,716.00000,-496.00000,1212.00000,876.00000,-51.00000,825.00000,177.00000,648.00000,648.00000,580.00000,1089.00000,876.00000,374.50000,376.80000,1.55000,1.54000,0.19420,1.08690,29.27810,29.27810,27.57350,19.38500,0.01220,19.81050,-80.79800,0.26380,10.80360,13.05810,0.5934,0.3726
