Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,192.44700,87.58000,104.86700,111.48000,111.48000,-6.61300,2.84200,-3.77100,0.30100,-4.07200,-4.07200,-4.07200,6.07000,-6.61300,120.88600,120.88600,-0.03000,-0.03000,2.46860,54.49140,-3.43630,-3.43630,-1.95950,-2.11590,0.30160,1.65980,175.91130,0.51160,-1.20920,-1.20920,-0.63830,-1.20920,2.80000,0.2228,0.1069
2024-06-30,188.22200,82.84000,105.38200,114.33800,114.33800,-8.95600,2.56700,-6.38900,0.37300,-6.76200,-6.76200,-6.76200,3.10000,-8.95600,120.08600,120.08600,-0.06000,-0.06000,2.55000,55.98810,-4.75820,-4.75820,-3.39440,-3.59260,0.30450,1.55290,155.68400,0.57810,-2.05290,-2.05290,-1.09380,-2.05290,2.74870,0.262,0.116
2024-03-31,200.00300,86.54400,113.45900,118.58600,118.58600,-5.12700,2.55600,-2.57100,0.10800,-2.67900,-2.67900,-2.67900,6.52900,-5.12700,119.14400,119.14400,-0.02000,-0.02000,2.49800,56.72870,-2.56350,-2.56350,-1.28550,-1.33950,0.33730,1.53310,171.38220,0.52510,-0.84730,-0.84730,-0.45190,-0.84730,2.66290,0.16730,0.04610
2023-12-31,161.85500,74.78900,87.06600,108.63500,108.63500,-21.56900,2.41700,-19.15200,-0.10500,-19.04700,-19.04700,-19.04700,-9.98300,-21.56900,117.38900,117.38900,-0.16000,-0.16000,2.34970,53.79260,-13.32610,-13.32610,-11.83280,-11.76790,0.27890,1.20170,90.98090,0.98920,-6.31140,-6.31140,-3.28220,-6.31140,2.55410,0.1185,0.0011
2023-09-30,169.84900,77.11700,92.73200,112.49900,112.49900,-19.76700,2.65500,-17.11200,0.30100,-17.41300,-17.41300,-17.41300,-9.15400,-19.76700,118.00400,118.00400,-0.15000,-0.15000,2.42580,54.59670,-11.63800,-11.63800,-10.07480,-10.25210,0.29550,1.21220,235.57420,0.38200,-5.71650,-5.71650,-3.02900,-5.71650,2.59780,0.1665,0.0375
2023-06-30,166.09300,75.45800,90.63500,108.86500,108.86500,-18.23000,2.28100,-15.94900,-0.02400,-15.92500,-15.92500,-15.92500,-8.48300,-18.23000,116.79200,116.79200,-0.14000,-0.14000,2.60830,54.56880,-10.97580,-10.97580,-9.60250,-9.58800,0.29570,1.26110,141.11550,0.63780,-5.27210,-5.27210,-2.83510,-5.27210,2.59190,0.1602,0.056
2023-03-31,171.96800,77.17700,94.79100,107.22100,107.22100,-12.43000,1.87900,-10.55100,0.26100,-10.81200,-10.81200,-10.81200,-2.92700,-12.43000,116.15900,116.15900,-0.09000,-0.09000,2.56270,55.12130,-7.22810,-7.22810,-6.13540,-6.28720,0.30830,1.19820,178.76090,0.50350,-3.64840,-3.64840,-1.93800,-3.64840,2.56350,0.07440,-0.03220
2022-12-31,146.49300,65.84200,80.65110,102.36100,102.36090,-21.70990,1.38200,-20.32800,-0.07700,-20.25100,-20.25100,-20.25100,-12.64190,-21.71000,114.94200,114.94200,-0.17000,-0.17000,2.27370,55.05450,-14.81980,-14.81980,-13.87640,-13.82390,0.25760,0.95630,102.08570,0.88160,-7.06480,-7.06480,-3.56090,-7.06480,2.48520,0.2071,0.0823
2022-09-30,148.77700,64.35900,84.41800,108.09000,108.09000,-23.67200,-0.18300,-23.85500,-0.01200,-23.84300,-23.84300,-23.84300,-15.23400,-23.67200,115.24900,115.24900,-0.21000,-0.21000,2.53140,56.74130,-15.91110,-15.91110,-16.03410,-16.02600,0.27040,0.91200,134.15420,0.67090,-8.39660,-8.39660,-4.33390,-8.39660,2.47220,0.0106,-0.1103
2022-06-30,149.62400,63.27700,86.34700,118.42800,118.42800,-32.08100,-0.03800,-32.11900,0.04700,-32.16600,-32.16600,-32.16600,-24.38600,-32.08100,114.68000,114.68000,-0.28000,-0.28000,2.46790,57.70930,-21.44110,-21.44110,-21.46650,-21.49790,0.27530,0.89390,166.06440,0.54200,-11.40510,-11.40510,-5.91770,-11.40510,2.46160,-0.0373,-0.1744
