,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-07,2024-12-31,--,$1.29
1,2024-11-08,2024-09-30,--,$1.89
2,2024-08-09,2024-06-30,--,$0.57
3,2024-06-13,2024-03-31,--,$1.58
4,2024-02-09,2023-12-31,--,$1.63
5,2023-11-09,2023-09-30,--,$1.95
6,2023-10-10,2023-06-30,--,$1.15
7,2023-02-14,2022-12-31,--,$0.78
8,2022-11-15,2022-09-30,--,$0.81
9,2022-08-10,2022-06-30,$0.85,$0.99
10,2022-02-09,2021-12-31,$1.02,$0.85
11,2021-11-08,2021-09-30,$0.91,$3.44
12,2021-08-09,2021-06-30,$0.82,$0.87
13,2021-06-15,2021-03-31,--,$0.91
14,2021-02-09,2020-12-31,--,$0.72
15,2020-11-09,2020-09-30,--,$0.40
16,2020-08-10,2020-06-30,--,$0.42
17,2020-07-13,2020-03-31,--,$0.02
18,2020-02-10,2019-12-31,--,$0.07
19,2019-11-12,2019-09-30,--,$0.15
20,2019-08-09,2019-06-30,--,$0.14
21,2019-06-14,2019-03-31,--,$0.05
22,2019-02-12,2018-12-31,--,$0.15
23,2018-11-14,2018-09-30,--,$0.03
24,2018-08-14,2018-06-30,--,$-0.12
25,2018-06-29,2018-03-31,--,$-0.28
26,2018-02-14,2017-12-31,--,$-0.29
27,2017-11-14,2017-09-30,--,$1.22
28,2017-08-14,2017-06-30,--,$0.75
29,2017-06-30,2017-03-31,--,$0.00
30,2017-02-14,2016-12-31,--,$0.00
31,2016-11-14,2016-09-30,--,$0.00
32,2016-08-15,2016-06-30,--,$0.00
33,2016-07-14,2016-03-31,--,$0.00
34,2016-02-16,2015-12-31,--,$0.00
35,2015-11-16,2015-09-30,--,$0.00
36,2015-08-13,2015-06-30,--,$0.00
37,2015-06-29,2015-03-31,--,$0.00
