Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,97.93400,122.93100,24.99700,-9.67600,15.32100,3.19000,12.13100,12.13100,4.15600,24.32800,24.99700,45.16400,190.59800,0.09000,0.03000,1.78840,1.35340,-3.82980,-10.73110,-8.44510,2.10960,3.79220,-0.59770,0.3615,0.3263
2024-06-30,96.11900,116.95400,20.83500,-4.63000,16.20500,3.24400,12.96100,12.96100,4.80000,19.82300,20.83500,44.93500,190.17800,0.11000,0.04000,0.85260,1.27550,-4.62970,-13.83140,-10.39910,2.38290,3.81060,-0.49630,0.0904,0.066
2024-03-31,124.82600,108.86600,-15.96000,-1.83700,-17.79700,1.11000,-18.90700,-18.90700,2.12400,-16.94400,-15.96000,43.67000,187.90600,0.05000,-0.13000,0.52010,1.35630,-3.80680,18.74370,14.30960,-3.80190,-6.67790,-0.53870,0.12880,0.10650
2023-12-31,103.43800,116.55600,13.11800,-6.66500,6.45300,1.88100,4.57200,4.57200,3.25800,12.12500,13.11800,43.19900,187.43400,0.08000,0.01000,1.11910,1.40670,-3.45890,-4.11040,-3.20130,0.90540,1.67170,-0.59410,0.1434,0.1303
2023-09-30,97.81000,121.71400,23.90400,-2.94500,20.95900,3.33900,17.62000,17.62000,5.89800,22.96800,23.90400,43.46800,187.99700,0.14000,0.04000,1.01600,1.32110,-4.11420,-18.80710,-14.02840,3.49100,6.03910,-0.50040,0.2318,0.2289
2023-06-30,143.59400,107.61300,-35.98100,1.78000,-34.20100,2.05000,-36.25100,-36.25100,4.84800,-36.91500,-35.98100,43.70700,187.94200,0.11000,-0.23000,1.49540,1.35360,-3.82790,35.93370,27.23080,-8.04110,-12.70670,-0.54220,0.1415,0.1385
2023-03-31,112.00300,99.11600,-12.88700,-1.83800,-14.72500,0.42200,-15.14700,-15.14700,-1.23000,-12.93100,-12.88700,42.38000,186.61600,-0.03000,-0.10000,1.53510,1.38760,-3.57990,14.01540,10.76970,-3.20960,-5.43240,-0.58220,-0.02550,-0.02660
2022-12-31,86.04900,99.82800,13.77900,0.10600,13.88500,2.47800,11.40700,11.40700,4.39000,15.07800,13.77900,43.87200,188.56800,0.10000,0.05000,1.14510,1.32020,-4.12340,-12.13430,-8.98860,2.33300,3.88490,-0.50530,0.2971,0.3003
2022-09-30,108.48400,137.21400,28.73000,-11.77600,16.95400,2.78900,14.16500,14.16500,3.09900,31.34200,28.73000,43.51900,187.89900,0.07000,0.02000,1.58340,1.13760,-8.26850,-30.15950,-17.60830,2.57990,4.14930,-0.25150,0.3894,0.3855
2022-06-30,84.52200,104.36000,19.83800,12.85200,32.69000,2.01100,30.67900,30.67900,7.60500,22.44700,19.83800,45.11800,189.35400,0.17000,0.13000,2.07490,1.13060,-8.65520,-68.24840,-38.82980,6.04140,8.91530,-0.24070,0.2485,0.2465
2022-03-31,87.16300,105.12800,17.96500,7.59900,25.56400,2.33300,23.23100,23.23100,4.72600,20.58300,17.96500,44.59400,189.66600,0.11000,0.08000,2.50280,1.15840,-7.31300,-43.58460,-26.41780,4.49160,6.90390,-0.28360,0.21320,0.21170
2021-12-31,123.82000,190.59500,66.77510,17.75100,84.52600,7.00200,77.52400,77.52400,14.22300,69.00210,66.77510,43.76600,189.05900,0.33000,0.32000,1.41320,1.16670,-6.99840,-138.92940,-85.17630,13.32890,23.16120,-0.29650,0.1792,0.1782
2021-09-30,92.99800,118.07500,25.07700,0.07900,25.15600,2.45000,22.70600,22.70600,4.05600,27.32700,25.07700,44.38800,188.87700,0.09000,0.03000,1.71210,1.39190,-3.55180,-20.61370,-15.55760,4.42710,8.07800,-0.58510,0.4277,0.4268
2021-06-30,97.48500,119.70300,22.21800,1.89700,24.11500,2.20400,21.91100,21.91100,0.65600,24.37100,22.21800,44.56300,188.79900,0.01000,-0.02000,4.71290,1.14550,-7.87320,-43.98210,-25.41940,3.29570,6.39910,-0.26660,0.2553,0.2544
