Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,107.88500,103.21900,-4.66600,23.93100,19.26500,-0.66300,19.92800,19.92800,2.54700,-3.21000,-4.66600,42.08400,188.87200,0.06000,-0.05000,2.49130,1.15020,-7.66000,-53.56410,-26.86910,3.72600,8.04270,-0.19910,0.08360,0.08330
2020-12-31,228.53600,155.48800,-73.04800,-9.12900,-82.17700,2.79600,-84.97300,-84.97300,,-70.68000,-73.04800,,,,0.00000,2.93550,1.32490,-4.07780,103.38610,70.96640,-13.43920,-33.59080,-0.44410,0,0
2020-09-30,92.57800,101.74600,9.16800,2.54100,11.70900,0.54100,11.16800,11.16800,0.00000,11.86100,9.16800,0.00000,0.00000,0.00000,0.00000,0.04510,,1.21310,223.35980,223.35730,5.09940,223.35980,0.59770,0,0
2020-06-30,71.90900,90.13000,18.22100,-16.76600,1.45500,0.52600,0.92900,0.92900,0.00000,21.14500,18.22100,,,0.00000,0.00000,0.28280,,1.06310,18.58000,18.58010,0.32190,18.58000,0.60930,0,0
2020-03-31,80.07300,82.61700,2.54400,-12.22700,-9.68300,0.64300,-10.32600,-10.32600,0.00000,5.84300,2.54400,0.00000,0.00000,0.00000,0.00000,0.04450,,0.56520,-206.51980,-206.52000,-3.53150,-206.51980,0.63070,0.00000,
2019-12-31,,416.71920,85.29420,-27.58650,57.70770,1.35030,56.35750,56.35750,-3.64050,85.29420,85.29420,,,-0.11000,-0.11000,1.44590,1.91120,-2.09750,-26.35620,-21.76960,15.10290,24.01560,,0.0081,0.0081
2019-09-30,,-0.10980,-0.10980,1.60820,1.49840,-0.14350,1.64190,1.64190,1.64190,-0.10980,-0.10980,35.92300,35.92300,0.05000,0.05000,0.04820,,0.56520,32.83810,32.83820,0.56470,32.83810,0.62380,-0.0034,-0.0034
2019-06-30,,-0.11110,-0.11110,1.70690,1.59580,0.59650,0.99930,0.99930,0.99930,-0.11110,-0.11110,35.92300,35.92300,0.03000,0.03000,0.08130,,0.56520,19.98570,19.98570,0.34540,19.98570,0.61150,-0.0016,-0.0016
2019-03-31,,-0.10430,-0.10430,1.61840,1.51410,0.51470,0.99930,0.99930,0.99930,-0.10430,-0.10430,35.62810,35.62810,0.03000,0.03000,0.14360,,0.56520,19.98660,19.98650,0.34730,19.98660,0.60420,-0.00310,-0.00310
2018-12-31,-75.12700,378.49640,75.12700,-10.04700,65.08000,1.39500,63.68500,63.68500,0.00040,75.12700,75.12700,,,,0.00000,0.19460,,0.55000,1273.69800,1273.69200,22.86440,1273.69800,0.58890,0,0
2018-09-30,,,,,,,,,,,,6.25000,6.25000,,0.00000,,,,,,,,,0,0
2018-06-30,,,,,,,,,,,,6.25000,6.25000,,0.00000,,,,,,,,,0.007,0.007
2018-03-31,,-0.00040,-0.00040,,-0.00040,,-0.00040,-0.00040,-0.00040,-0.00040,-0.00040,6.25000,6.25000,0.00000,0.00000,,,,,,,,,-0.00700,-0.00700
2017-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
