Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,210.30000,136.20000,74.10000,8.10000,45.10000,,59.50000,14.60000,-1.10000,13.50000,2.80000,10.70000,10.70000,,10.70000,27.30000,14.60000,18.60000,18.60000,0.58000,0.58000,4.25470,,,35.23540,6.94250,6.94250,6.41940,5.08800,0.13660,0.88210,1.30950,68.73040,0.82260,1.30920,0.69480,0.82260,69.93010,2.2796,1.3548
2024-06-30,214.20000,141.10000,73.10000,9.50000,50.90000,,61.80000,11.30000,0.60000,11.90000,3.80000,8.10000,8.10000,,8.10000,23.60000,11.30000,18.60000,18.60000,0.44000,0.44000,4.30990,,,34.12700,5.27540,5.27540,5.55560,3.78150,0.14400,0.93570,1.30370,69.03360,0.64240,1.02880,0.54470,0.64240,67.78500,1.2392,0.4785
2024-03-31,213.40000,145.20000,68.20000,8.90000,47.50000,,56.50000,11.70000,-0.10000,11.60000,3.80000,7.80000,7.80000,,7.80000,23.00000,11.70000,18.60000,18.70000,0.42000,0.42000,4.28550,,,31.95880,5.48270,5.48270,5.43580,3.65510,0.14340,0.96220,1.30520,68.95500,0.61910,0.99710,0.52420,0.61910,67.36900,1.50270,1.00000
2023-12-31,204.60010,137.20000,67.40010,10.20000,51.80000,25.60000,36.90010,30.50000,-1.90000,28.60000,5.40000,23.20000,23.20000,,23.20000,41.80000,30.50000,18.60000,18.70000,1.25000,1.24000,4.52660,0.02330,0.02380,32.94230,14.90710,14.90710,13.97850,11.33920,0.13490,0.89380,1.23100,73.10850,1.84270,2.99240,1.52910,1.79980,67.68820,3.8449,2.9038
2023-09-30,229.10000,148.70000,80.40000,7.80000,44.20000,0.80000,53.20000,27.20000,-1.00000,26.20000,7.20000,19.00000,19.00000,,19.00000,38.60000,27.20000,18.60000,18.70000,1.02000,1.02000,4.77710,0.06200,0.06610,35.09390,11.87260,11.87260,11.43610,8.29330,0.15060,0.94670,1.20810,74.49490,1.56950,2.58890,1.24930,1.47220,65.03070,2.246,1.9037
2023-06-30,230.90000,151.30000,79.60000,8.10000,46.20000,6.50000,51.70000,27.90000,-2.80000,25.10000,7.20000,17.90000,17.90000,,17.90000,41.70000,27.90000,18.60000,18.70000,0.96000,0.96000,4.91460,0.09730,0.10780,34.47380,12.08320,12.08320,10.87050,7.75230,0.14720,0.89170,1.21160,74.28450,1.48470,2.49850,1.14130,1.34020,64.76240,0.839,0.2555
2023-03-31,243.80000,164.10000,79.70000,9.60000,60.10000,0.20000,80.00000,-0.30000,-3.30000,-3.60000,-0.10000,-3.50000,-3.50000,,-3.50000,14.30000,-0.30000,18.60000,18.60000,-0.19000,-0.19000,4.79990,0.13890,0.16130,32.69070,-0.12310,-0.12310,-1.47660,-1.43560,0.15130,0.92670,1.36580,65.89450,-0.29700,-0.50710,-0.21720,-0.25580,63.31660,0.09680,-0.78490
2022-12-31,223.73300,152.70900,71.02400,9.75000,54.30400,141.14800,-11.61300,82.63700,-4.24100,78.39600,11.11700,67.27900,67.27900,,67.27900,94.18500,82.63700,18.80000,19.00000,3.59000,3.56000,4.63090,0.15500,0.18340,31.74500,36.93550,36.93560,35.04000,30.07110,0.13590,0.83720,1.23400,72.93070,5.73810,9.80170,4.08690,4.84890,63.03760,6.7193,4.7694
2022-09-30,247.23100,169.16700,78.06400,9.14000,50.65300,0.57800,59.58800,18.47600,-0.80300,17.67300,2.83500,14.83800,14.83800,,14.83800,29.84800,18.47600,18.81800,18.99900,0.79000,0.78000,4.62370,0.21020,0.26610,31.57530,7.47320,7.47320,7.14840,6.00170,0.15210,0.97440,1.48670,60.53490,1.36150,2.46730,0.91270,1.07530,57.93390,0.7113,-0.6848
2022-06-30,251.97000,165.45200,86.51800,8.05000,56.13800,1.74300,63.12200,23.39600,0.57100,23.96700,6.08400,17.88300,17.88300,,17.88300,35.65200,23.39600,18.81300,18.99200,0.95000,0.94000,4.10260,0.19030,0.23500,34.33660,9.28520,9.28520,9.51180,7.09730,0.15440,0.96680,1.39980,64.29440,1.61610,3.00660,1.09560,1.30860,58.82570,0.1075,-1.207
2022-03-31,248.26600,162.87200,85.39400,8.26000,57.70500,0.53100,65.50300,19.89100,0.47300,20.36400,3.76400,16.60000,16.60000,,16.60000,30.61500,19.89100,18.78000,18.99900,0.88000,0.87000,3.57720,0.14530,0.17000,34.39620,8.01200,8.01200,8.20250,6.68640,0.15580,1.07050,1.40610,64.00660,1.48550,2.84820,1.04190,1.26960,59.43080,-0.72230,-2.20920
2021-12-31,230.46600,152.35200,78.11400,7.70500,57.84200,-1.76400,67.65100,10.46300,1.46400,11.92700,-11.17100,23.09800,23.09800,,23.09800,22.64200,10.46300,18.70000,18.90000,1.23000,1.22000,3.56250,0.14520,0.16980,33.89390,4.53990,4.53990,5.17520,10.02230,0.14420,1.14220,1.38610,64.92980,2.06440,4.03560,1.44490,1.76470,59.73810,0.9597,-0.503
2021-09-30,238.26300,146.60900,91.65400,7.53100,47.88600,-1.43100,57.85500,33.79900,0.32900,34.12800,8.99900,25.12900,25.12900,,25.12900,43.92300,33.79900,18.74000,18.87400,1.34000,1.33000,4.01160,,,38.46760,14.18560,14.18560,14.32370,10.54680,0.17700,1.24020,1.42850,63.00220,2.28600,3.45920,1.86690,2.28600,58.69300,2.1093,0.9455
2021-06-30,234.90600,145.07300,89.83300,7.49200,44.95900,-0.89000,54.08800,35.74500,2.76500,38.51000,9.85500,28.65500,28.65500,,28.65500,46.41700,35.74500,18.72900,18.84600,1.53000,1.52000,4.13410,,,38.24210,15.21670,15.21670,16.39380,12.19850,0.17880,1.30980,1.46400,61.47620,2.66150,4.10490,2.18160,2.66150,57.50790,1.5677,0.6612
2021-03-31,229.26500,139.76600,89.49900,7.17200,42.41300,-1.21500,52.30600,37.19300,4.54200,41.73500,10.51700,31.21800,31.21800,,31.21800,47.51800,37.19300,18.71200,18.77400,1.67000,1.66000,3.90380,0.00380,0.00380,39.03740,16.22270,16.22270,18.20380,13.61660,0.17880,1.30980,1.55930,57.71990,2.99930,4.72970,2.43470,2.98780,55.62500,1.94530,1.75340
2020-12-31,210.67210,129.96900,80.70310,7.13500,50.02900,0.00800,60.73000,19.97310,3.32300,23.29600,8.09100,15.20500,15.20500,,15.20500,42.83610,19.97300,18.68100,18.70600,0.82000,0.81000,4.25230,0.02390,0.02450,38.30740,9.48060,9.48060,11.05790,7.21740,0.16670,1.26970,1.53320,58.70090,1.48960,2.40370,1.20290,1.45400,54.65310,2.7492,2.137
2020-09-30,201.94400,126.42600,75.51800,7.08500,50.23000,0.00400,66.72400,8.79400,-1.17000,7.62400,0.61800,7.00600,7.00600,,7.00600,31.49800,8.79400,18.68800,18.71300,0.37000,0.37000,4.46090,0.05730,0.06080,37.39550,4.35470,4.35470,3.77530,3.46930,0.15880,1.15210,1.41320,63.68730,0.70980,1.19060,0.55080,0.66910,52.84990,3.1325,2.5574
2020-06-30,191.15700,121.18800,69.96900,7.29500,41.69400,0.11200,48.87700,21.09200,-0.17800,20.91400,6.39400,14.52000,14.52000,,14.52000,36.02400,21.09200,18.67600,18.68100,0.78000,0.78000,6.09810,0.18810,0.23170,36.60290,11.03390,11.03390,10.94070,7.59590,0.13650,0.97150,1.43740,62.61350,1.50840,2.62860,1.03670,1.22470,51.56320,2.4801,2.1056
2020-03-31,198.81000,133.18000,65.63000,7.80500,40.33000,-0.02000,48.15500,17.47500,-0.77500,16.70000,3.44100,13.25900,13.25900,,13.25900,28.40100,17.47500,18.66900,18.69100,0.71000,0.71000,6.38280,0.22550,0.29110,33.01140,8.78980,8.78980,8.40000,6.66920,0.13940,1.04440,1.33880,67.22230,1.41380,2.54040,0.92950,1.09510,50.25230,0.46190,-0.13520
2019-12-31,193.76800,129.56500,64.20310,8.40300,41.33300,0.11600,49.62000,14.58300,-52.79400,-38.21100,-9.45100,-28.76000,-28.76000,,-28.76000,26.56900,14.58300,18.57300,18.71300,-1.55000,-1.54000,4.63060,0.11640,0.13170,33.13390,7.52600,7.52600,-19.72000,-14.84250,0.15220,0.97520,1.53080,58.79160,-3.07960,-5.61690,-2.25890,-2.72120,50.27180,2.4432,1.7595
2019-09-30,221.84200,142.97500,78.86700,7.83000,40.44800,-0.12400,48.98200,29.88500,-1.16700,28.71800,5.33100,23.38700,23.38700,,23.38700,41.96200,29.88500,18.58100,18.72400,1.26000,1.25000,4.35870,0.12480,0.14270,35.55100,13.47130,13.47130,12.94530,10.54220,0.17750,1.03670,1.55490,57.88040,2.55700,4.76170,1.87140,2.23770,49.24800,2.5738,1.783
2019-06-30,242.85200,157.02400,85.82800,7.84300,43.64900,-0.04000,52.61500,33.21300,-1.69700,31.51600,7.22300,24.29300,24.29300,,24.29300,45.32800,33.21300,18.56800,18.73000,1.31000,1.30000,4.52440,0.17880,0.21780,35.34170,13.67620,13.67620,12.97750,10.00320,0.18580,1.16260,1.50780,59.68900,2.70670,5.21620,1.85820,2.22260,48.36000,2.6912,2.0851
2019-03-31,239.79800,154.40400,85.39400,7.60900,43.25200,-0.91100,52.59400,32.80000,0.30300,33.10300,4.70400,28.39900,28.39900,,28.39900,45.78400,32.80000,18.55700,18.69200,1.53000,1.52000,4.65010,0.20470,0.25740,35.61080,13.67820,13.67820,13.80450,11.84290,0.18450,1.15880,1.45480,61.86480,3.27060,6.56110,2.18560,2.60110,46.81990,0.91270,0.23650
2018-12-31,222.94200,144.56700,78.37510,8.56100,40.96600,-0.02400,51.57410,26.80100,-1.42500,25.37600,0.92400,24.45200,24.45200,,24.45200,41.55400,26.80100,18.37400,18.65900,1.33000,1.31000,4.53240,0.21220,0.26930,35.15490,12.02150,12.02150,11.38230,10.96790,0.17430,1.08990,1.49870,60.05370,2.88240,6.01630,1.91130,2.27080,46.11710,1.7916,1.2244
2018-09-30,226.86300,147.73300,79.13000,7.63000,39.94300,-0.86300,49.48800,29.64200,-1.03800,28.60400,8.87000,19.73400,19.73400,,19.73400,42.87800,29.64200,18.40300,18.67800,1.07000,1.06000,4.39000,0.22380,0.28890,34.88010,13.06600,13.06600,12.60850,8.69860,0.17870,1.17360,1.40570,64.02510,2.38800,5.21430,1.55460,1.85360,44.93650,0.5667,-2.6348
