Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,21.62000,6.18000,15.44000,14.12700,8.51000,,22.63700,-7.19700,2.48900,-4.70800,0.34600,-5.05400,-5.05000,-5.05000,-6.87700,-7.19700,97.15000,97.15000,-0.05000,-0.05000,10.07810,,71.41540,-33.28860,-33.28860,-21.77610,-23.35800,0.10590,0.49570,2.11690,42.51480,,-2.80570,-2.47330,-2.80570,,-0.08650,-0.08830
2021-12-31,20.73900,5.97200,14.76700,14.89000,8.50200,,23.39200,-8.62500,0.82000,-7.80500,0.16900,-7.97400,-7.97300,-15.51500,-8.31300,-8.62500,33.03100,33.03100,1.40000,1.40000,12.67790,,71.20400,-41.58840,-41.58830,-37.63440,-74.81080,0.10240,0.64060,2.92300,30.78980,-4.37600,-4.37600,-3.93530,-4.37600,1.87600,0.1228,0.1234
2021-09-30,19.07100,5.25800,13.81300,10.63100,11.39200,,22.02300,-8.21000,-0.22700,-8.43700,0.05900,-8.49600,-8.48700,-8.48700,-7.94500,-8.21000,13.16400,13.16400,-0.94000,-0.94000,,,72.42930,-43.04970,-43.04970,-44.24000,-44.50210,,,,,,,,,,0.0987,0.1003
2021-06-30,17.51000,5.04300,12.46700,10.95600,5.58800,,16.54400,-4.07700,0.50300,-3.57400,0.12400,-3.69800,-3.69800,-7.48600,-3.81100,-4.07700,11.02030,11.02030,-0.68000,-0.68000,0.02170,,71.19930,-23.28380,-23.28380,-20.41120,-42.75270,0.15220,,,,-73.95990,-73.95990,-3.21380,-73.95990,1.10280,-0.5796,-0.5906
2021-03-31,13.36400,3.83200,9.53200,10.39800,5.28800,,15.68600,-6.15400,-0.16700,-6.32100,0.05500,-6.37600,-6.37600,-6.37600,-5.89800,-6.15400,10.83400,10.83400,-0.93000,-0.93000,0.15820,,71.32590,-46.04910,-46.04910,-47.29870,-47.71030,0.11600,,,,-127.51990,-127.51880,-5.53390,-127.51990,1.13510,-0.29610,-0.33100
2020-12-31,,,,,21.31260,,,-79.31870,3.29690,-19.11180,,-19.27580,-19.25880,-19.25880,-79.31870,-22.40870,10.44800,10.44800,-3.13000,-3.13000,6.84140,,,,,,,,,,,23.42270,23.42270,-24.32740,23.42270,-7.61680,-1.8081,-1.8905
2020-09-30,,,,,0.22160,-0.05090,,-0.27250,0.00310,-0.26940,,-0.26940,-0.26940,-0.26940,-0.27250,-0.27250,3.55500,3.55500,-0.08000,-0.08000,1.14810,,,,,,,,,,,-5.38750,-5.38750,-0.23310,-5.38750,1.32630,-0.0634,-0.0634
2020-06-30,,,,,0.00020,-0.09800,,-0.09820,,-0.09820,,-0.09820,-0.09820,-0.09820,-0.09820,-0.09820,2.50000,2.50000,-0.04000,-0.04000,0.13530,-3.54360,,,,,,,,,,116.03020,116.03020,-10.49990,116.03020,-0.02940,0.0051,0.0051
2020-03-31,,,,,0.00660,-0.00200,,-0.00860,,-0.00860,,-0.00860,-0.00860,-0.00860,-0.00860,-0.00860,2.50000,2.50000,0.00000,0.00000,,,,,,,,,,,,,,,,,-0.01010,-0.01010
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
