Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,92.80000,12.85900,-105.65900,8.53400,-97.12500,-97.12500,-97.12500,-97.12500,-106.19700,-105.65900,100.88200,100.88200,-0.96000,-0.96000,17.02240,,,-13.76610,-13.76610,-12.63260,-13.76610,6.93380,-0.6201,-0.6216
2024-06-30,62.26300,9.69900,-71.96200,6.86000,-65.10200,-65.10200,-65.10200,-65.10200,-72.83200,-71.96200,92.50800,92.50800,-0.70000,-0.70000,26.62990,,,-8.39820,-8.39820,-7.88270,-8.39820,7.74260,-0.473,-0.482
2024-03-31,44.53900,24.61800,-69.15700,3.50800,-65.64900,-65.64900,-65.64900,-65.64900,-69.29400,-69.15700,81.04400,81.04400,-0.81000,-0.81000,21.82810,,,-13.73250,-13.73250,-12.56970,-13.73250,5.48920,-0.96910,-0.97140
2023-12-31,58.84500,8.84400,-67.68900,1.05100,-66.63800,-66.63800,-66.63800,-66.63800,-67.48400,-67.68900,59.68400,59.68400,-1.10000,-1.10000,2.53200,,,-72.99430,-72.99430,-40.36660,-72.99430,1.48520,-0.6464,-0.648
2023-09-30,55.25100,7.02200,-62.27300,2.06300,-60.21000,-60.21000,-60.21000,-60.21000,-62.20700,-62.27300,61.11000,61.11000,-0.99000,-0.99000,5.66540,,,-39.60200,-39.60190,-29.33580,-39.60190,2.47930,-0.7923,-0.7949
2023-06-30,59.13000,7.60600,-66.73600,1.83400,-64.90200,-64.90200,-64.90200,-64.90200,-66.66700,-66.73600,59.83500,59.83500,-1.08000,-1.08000,10.54220,,,-31.37230,-31.37230,-25.81410,-31.37230,3.39060,-0.8811,-0.885
2023-03-31,37.53600,7.92800,-45.46400,1.27700,-44.18700,-44.18700,-44.18700,-44.18700,-45.23300,-45.46400,56.32600,56.32600,-0.78000,-0.78000,11.54460,,,-18.26400,-18.26400,-15.30860,-18.26400,4.14950,-0.83280,-0.83690
2022-12-31,33.19000,6.95500,-40.14500,1.31800,-38.82700,-38.82700,-38.82700,-38.82700,-39.71600,-40.14500,51.97600,51.97600,-0.73000,-0.73000,9.45580,,,-15.38530,-15.38530,-12.67510,-15.38530,4.53590,-0.5533,-0.5631
2022-09-30,34.67000,7.60900,-42.27900,0.89400,-41.38500,-41.38500,-41.38500,-41.38500,-41.64500,-42.27900,51.79500,51.79500,-0.80000,-0.80000,11.07300,,,-16.57100,-16.57100,-13.80980,-16.57100,4.81140,-0.8229,-0.84
2022-06-30,46.66400,6.09100,-52.75500,0.45100,-52.30400,-52.30400,-52.30400,-52.30400,-51.88900,-52.75500,51.68000,51.68000,-1.01000,-1.01000,11.62810,,,-18.22070,-18.22070,-15.38240,-18.22070,5.54870,-0.5966,-0.6016
2022-03-31,28.23600,7.54700,-35.78300,0.20000,-35.58300,-35.58300,-35.58300,-35.58300,-34.75300,-35.78300,51.60100,51.60100,-0.69000,-0.69000,14.82330,,,-10.57570,-10.57570,-9.17650,-10.57570,6.51430,-0.98330,-1.01040
2021-12-31,42.30100,9.65900,-51.96000,0.17400,-51.78600,-51.78600,-51.78600,-51.78600,-50.88200,-51.96000,50.89500,50.89500,-1.02000,-1.02000,13.31310,,,-14.06480,-14.06480,-12.16600,-14.06480,7.13990,-0.5664,-0.6058
2021-09-30,36.51000,6.25600,-42.76600,0.18400,-42.58200,-42.58200,-42.58200,-42.58200,-41.80900,-42.76600,51.32100,51.32100,-0.83000,-0.83000,18.18570,,,-10.28260,-10.28260,-9.12060,-10.28260,8.04360,-0.5226,-0.5397
2021-06-30,23.87200,6.29300,-30.16500,0.21000,-29.95500,-29.95500,-29.95500,-29.95500,-29.26200,-30.16500,51.21600,51.21600,-0.58000,-0.58000,31.70210,,,-6.61850,-6.61850,-6.41230,-6.61850,8.83420,-0.8884,-0.9028
2021-03-31,18.62500,6.50900,-25.13400,0.16600,-24.96800,-24.96800,-24.96800,-24.96800,-24.40400,-25.13400,49.47200,49.47200,-0.50000,-0.50000,36.21320,,,-5.22060,-5.22060,-5.07780,-5.22060,9.34870,-0.37180,-0.37200
2020-12-31,22.09800,6.50100,-28.59900,-0.05000,-28.64900,-28.64900,-28.64900,-28.64900,-28.30600,-28.59900,14.39600,14.39600,2.09000,2.09000,31.83070,,,-8.36790,-8.36790,-8.10820,-8.36790,7.59520,0.5948,0.5774
2020-09-30,9.67900,3.84100,-13.52000,-0.40000,-13.92000,-13.92000,-13.92000,-13.92000,-13.35800,-13.52000,6.92000,6.92000,-2.01000,-2.01000,81.19710,0.02640,0.02710,-3.79450,-3.79450,-3.64900,-3.69450,8.15140,1.5549,1.5956
2020-06-30,7.33400,1.34100,-8.67500,-0.30700,-8.98200,-8.98200,-8.98200,-8.98200,-8.51600,-8.67500,2.71100,2.71100,-3.31000,-3.31000,,,,,,,,,-4.5481,-4.628
2020-03-31,6.08900,1.76400,-7.85300,-0.03300,-7.88600,-7.88600,-7.88600,-7.88600,-7.69100,-7.85300,8.75700,8.75700,-0.90000,-0.90000,,,,,,,,,-0.83220,-0.85630
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,3.1393,3.5046
2019-09-30,2.98200,0.64700,-3.62900,-2.24200,-5.87100,-5.87100,-5.87100,-5.87100,-3.62900,-3.62900,2.49100,2.49100,-2.36000,-2.36000,,,,,,,,,-3.1393,-3.5046
