Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,753.63800,121.57300,632.06500,10.00500,-2.46300,198.12500,433.94000,-36.71700,397.22300,98.77700,298.44600,298.44600,298.44600,621.71500,433.94000,99.49400,100.72500,3.00000,2.96000,1.23470,0.45780,0.84420,83.86850,57.57940,57.57940,52.70740,39.60070,0.14910,2.13190,42.21600,12.90020,12.90020,5.90360,6.99490,23.17560,3.9198,0.0544
2024-06-30,560.76600,149.44800,411.31800,13.53800,-2.23200,192.38200,218.93600,-37.63300,181.30300,42.74600,138.55700,138.55700,138.55600,397.64700,218.93600,100.26600,101.98500,1.38000,1.36000,0.88850,0.47550,0.90650,73.34930,39.04230,39.04230,32.33130,24.70840,0.11870,1.54910,58.09650,6.69910,6.69910,2.93260,3.51380,20.64760,3.3253,1.4005
2024-03-31,396.34800,156.65700,239.69100,11.39300,-2.01900,187.37000,52.32100,-37.86900,14.45200,2.84600,11.60600,11.60600,11.60600,228.19800,52.32100,100.44200,101.63600,0.12000,0.11000,0.96450,0.49200,0.96840,60.47490,13.20080,13.20080,3.64630,2.92820,0.08550,1.18580,75.90100,0.57970,0.57970,0.25050,0.29450,19.81300,3.85830,-0.14670
2023-12-31,793.51810,147.96600,645.55210,9.55300,-0.76700,161.50790,484.04410,-36.43000,447.61400,58.76000,388.85400,388.85400,388.85200,637.21720,484.04410,91.48400,92.06100,3.91000,3.89000,1.32050,0.47270,0.89640,81.35320,60.99980,60.99980,56.40880,49.00350,0.17700,2.12300,42.39370,18.99000,18.99000,8.67150,10.01370,20.32210,3.8827,-0.3282
2023-09-30,313.97300,124.66400,189.30900,11.84600,-1.23400,146.87100,42.43800,-37.01900,5.41900,-20.69100,26.11000,26.11000,26.11100,178.11600,42.43800,92.76800,93.74200,0.28000,0.28000,0.77950,0.59370,1.46140,60.29470,13.51640,13.51640,1.72590,8.31630,0.07290,0.86370,104.20140,1.85470,1.85470,0.60660,0.75350,15.13220,2.4947,-3.9802
2023-06-30,476.55400,121.48800,355.06600,12.40200,-1.44600,120.27500,234.79100,-27.96500,206.82600,39.01200,167.81400,167.81400,167.81500,342.72600,234.79100,88.80100,89.10900,1.89000,1.88000,1.01850,0.54160,1.18140,74.50700,49.26850,49.26850,43.40030,35.21430,0.13000,1.79470,50.14820,11.85300,11.85300,4.57910,5.43380,15.21990,3.3231,-0.6347
2023-03-31,582.21400,113.00600,469.20800,13.00000,-1.00100,108.61900,360.58900,-19.70600,340.88300,0.69200,340.19100,340.19100,340.19100,456.44800,360.58900,84.91600,85.40700,4.01000,3.98000,1.14670,0.62640,1.67640,80.59030,61.93410,61.93410,58.54940,58.43060,0.17420,2.12180,42.41720,32.45890,32.45890,10.17660,12.12800,12.27680,3.15320,-2.24700
2022-12-31,370.37900,110.48100,259.89800,15.04600,,92.36200,167.53600,-22.49300,145.04200,-0.02700,145.06900,145.06900,133.29000,245.98500,167.53610,78.55700,86.67500,1.71000,2.33000,0.92900,0.67180,2.04680,70.17080,45.23370,45.23370,39.16040,35.98750,0.12880,1.36330,66.01520,19.46560,19.46550,5.04560,6.38880,8.75070,3.2698,-2.7826
2022-09-30,791.64000,110.75100,680.88900,10.27800,0.00000,76.25300,604.63600,-19.83900,584.79800,1.33300,583.46500,583.46500,580.85500,671.22600,604.63600,78.59000,86.14100,7.39000,6.77000,0.98680,0.62250,1.64890,86.00990,76.37760,76.37760,73.87170,73.37360,0.32030,2.48830,36.16860,82.28310,82.28280,23.60800,31.06320,8.98970,3.2444,-0.2986
2022-06-30,441.44600,108.48200,332.96400,8.06400,,62.86000,270.10400,-17.83500,252.26900,1.00600,251.26300,251.26300,238.09100,325.45500,270.10400,77.36700,86.78800,3.08000,2.74000,0.60190,0.87840,7.22050,75.42580,61.18620,61.18620,57.14610,53.93430,0.20140,1.22330,73.57030,164.60290,164.60060,11.46150,20.02310,1.92680,2.1949,1.5308
