Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,87.75300,17.65800,70.09500,2.03400,29.63600,31.67000,38.42500,-11.17000,27.25500,6.13500,21.12000,21.12000,,21.12000,43.91300,38.42500,19.30000,19.44200,1.09000,1.09000,1.05330,1.18270,-6.57260,79.87760,43.78770,43.78770,31.05880,24.06760,0.14100,3.40040,26.46780,-22.66360,-4.35600,3.39280,4.14170,-4.82740,2.1095,1.7062
2024-06-30,87.50000,17.12200,70.37800,1.64300,28.85400,30.49700,39.88100,-7.40100,32.48000,8.60600,23.87400,23.87400,,23.87400,45.50200,39.88100,19.24900,19.28700,1.24000,1.24000,1.04410,1.24800,-5.16560,80.43200,45.57830,45.57830,37.12000,27.28460,0.14380,3.34920,26.87250,-19.18520,-4.64250,3.92370,4.75800,-6.44870,1.2569,0.8146
2024-03-31,88.14600,17.04800,71.09800,1.90500,31.52600,33.43100,37.66700,-1.37400,36.29300,9.92300,26.37000,26.37000,,26.36000,42.91300,37.66700,19.22000,19.23400,1.37000,1.37000,1.33050,1.29200,-4.42420,80.65940,42.73250,42.73250,41.17370,29.90490,0.14200,3.21450,27.99780,-17.36880,-4.85600,4.24780,5.07240,-7.89930,2.32340,1.85950
2023-12-31,87.75400,16.71200,71.04200,2.38100,33.18600,35.56700,35.47500,-11.69600,23.77900,7.00700,16.77200,16.77200,,16.82000,40.36500,35.47500,19.58200,19.60100,0.87000,0.87000,1.75460,1.32060,-4.16750,80.95590,40.42550,40.42550,27.09730,19.16720,0.13560,3.33130,27.01620,-9.52290,-2.94280,2.59130,3.05340,-9.15160,0.1175,-0.2808
2023-09-30,90.56200,16.85300,73.70900,1.67700,33.11700,34.79400,38.91500,-7.37100,31.54400,7.53700,24.00700,24.00700,,23.99500,43.80100,38.91500,19.62700,19.64800,1.22000,1.22000,2.26410,1.33440,-3.99090,81.39070,42.97060,42.97060,34.83140,26.49570,0.12820,3.04650,29.54250,-12.04640,-4.05980,3.39790,4.02770,-10.21890,3.0549,2.5428
2023-06-30,92.79200,17.24600,75.54600,1.76500,34.93900,36.70400,38.84200,-11.58800,27.25400,6.19600,21.05800,21.05800,,21.04300,43.69300,38.84200,19.65500,19.66200,1.07000,1.07000,2.39860,1.37660,-3.65530,81.41430,41.85920,41.85920,29.37110,22.67760,0.13910,3.01140,29.88680,-9.68420,-3.43860,3.15670,3.64710,-11.06650,0.7399,0.2199
2023-03-31,91.45400,17.50800,73.94600,1.90400,38.04500,39.94900,33.99700,-13.41000,20.58700,5.12900,15.45800,15.45800,,15.43700,38.83900,33.99700,19.84700,19.88500,0.78000,0.78000,1.81990,1.43480,-3.30000,80.85600,37.17390,37.17390,22.51080,16.87950,0.13790,3.08510,29.17270,-6.42180,-2.42840,2.33060,2.79210,-12.24370,1.90950,1.47970
2022-12-31,90.23200,15.84100,74.39100,1.70500,32.66100,34.36600,40.02500,-18.17400,21.85100,4.94900,16.90200,16.90200,,16.99700,44.46600,40.02500,19.86300,19.95400,0.84000,0.85000,1.91420,1.47390,-3.11000,82.44420,44.35790,44.35790,24.21650,18.83700,0.14230,3.21920,27.95690,-6.62150,-2.59630,2.66640,3.13810,-12.81690,-0.3251,-0.7711
2022-09-30,91.77700,15.41900,76.35800,3.23600,40.46500,43.70100,32.65700,-10.94900,21.70800,6.33800,15.37000,15.37000,,15.37000,36.94200,32.65700,19.79100,19.87300,0.78000,0.77000,1.46080,1.58330,-2.71450,83.19950,35.58300,35.58300,23.65300,16.74710,0.14650,2.95340,30.47330,-5.25870,-2.24940,2.45290,3.06720,-14.74070,1.8776,1.5062
2022-06-30,91.11500,15.58700,75.52800,2.74100,32.21000,34.95100,40.57700,-10.78200,29.79500,7.87400,21.92100,21.92100,,21.87800,44.87500,40.57700,19.92800,19.96800,1.10000,1.10000,1.35240,1.60610,-2.65000,82.89310,44.53380,44.53380,32.70040,24.01140,0.15080,3.04470,29.55980,-7.32610,-3.13610,3.62920,4.44020,-15.09140,0.1236,-0.2196
