Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2392.00000,602.00000,1790.00000,1182.00000,1182.00000,608.00000,,608.00000,118.00000,490.00000,490.00000,,446.00000,914.00000,918.00000,0.49000,0.49000,0.24310,0.40130,36.25520,26.59510,0.01070,2.88030,4.13680,0.31130,1.98040,20.56620,1.3736,1.3115
2024-06-30,2307.00000,576.00000,1731.00000,1106.00000,1106.00000,625.00000,,625.00000,124.00000,501.00000,501.00000,,477.00000,917.00000,918.00000,0.52000,0.52000,0.22810,0.32530,38.36710,29.28180,0.01060,3.22330,4.88210,0.32520,2.24810,18.80290,0.1778,0.1309
2024-03-31,2287.00000,540.00000,1747.00000,1283.00000,1283.00000,464.00000,,464.00000,96.00000,368.00000,368.00000,,343.00000,921.00000,923.00000,0.37000,0.37000,0.16300,0.25340,29.09090,21.50470,0.01030,2.38670,3.63530,0.23760,1.80350,18.62440,0.42900,0.42470
2023-12-31,2331.00000,520.00000,1811.00000,1340.00000,1340.00000,471.00000,,471.00000,80.00000,391.00000,391.00000,,367.00000,936.00000,938.00000,0.40000,0.41000,0.11750,0.13320,28.44200,22.16180,0.01090,2.46940,3.67170,0.25690,1.97250,18.96580,0.9149,0.8389
2023-09-30,2332.00000,475.00000,1857.00000,1238.00000,1238.00000,619.00000,,619.00000,129.00000,490.00000,490.00000,,465.00000,939.00000,940.00000,0.49000,0.49000,0.21010,0.39010,36.15650,27.16120,0.01110,3.38730,5.30070,0.31900,2.40020,17.18390,0.9142,0.8686
2023-06-30,2315.00000,358.00000,1957.00000,1229.00000,1229.00000,728.00000,,728.00000,147.00000,581.00000,581.00000,,556.00000,939.00000,939.00000,0.59000,0.59000,0.20490,0.43770,39.58670,30.23380,0.01180,3.87280,5.86810,0.37330,2.77270,17.75630,0.4234,0.3818
2023-03-31,2175.00000,224.00000,1951.00000,1162.00000,1162.00000,789.00000,,789.00000,177.00000,612.00000,612.00000,,588.00000,935.00000,942.00000,0.63000,0.62000,0.12010,0.25480,43.44710,32.37890,0.01180,4.01500,6.03490,0.39710,3.18600,18.08500,0.20810,0.17300
2022-12-31,2152.00000,151.00000,2001.00000,1129.00000,1129.00000,872.00000,,872.00000,187.00000,685.00000,685.00000,,660.00000,935.00000,942.00000,0.70000,0.71000,0.12530,0.14320,46.16200,34.93910,0.01220,4.79290,7.48060,0.44130,3.75650,17.06920,1.3504,1.3209
2022-09-30,1948.00000,81.00000,1867.00000,1305.00000,1305.00000,562.00000,,562.00000,133.00000,429.00000,429.00000,,404.00000,934.00000,940.00000,0.43000,0.43000,0.13030,0.14990,32.44800,23.32560,0.01100,3.17450,5.13220,0.27190,2.45890,16.23770,0.3415,0.3192
2022-06-30,1795.00000,47.00000,1748.00000,1008.00000,1008.00000,740.00000,,740.00000,157.00000,583.00000,583.00000,,558.00000,934.00000,940.00000,0.60000,0.59000,0.12320,0.14050,43.83890,33.05690,0.01050,3.92650,6.00470,0.36230,3.09680,17.66700,0.9844,0.9745
