,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-15,2024-09-30,$1.31,$1.33
1,2024-07-16,2024-06-30,$1.19,$1.31
2,2024-04-16,2024-03-31,$1.18,$1.28
3,2024-01-16,2023-12-31,$1.15,$1.26
4,2023-10-17,2023-09-30,$1.02,$1.12
5,2023-07-18,2023-06-30,$1.33,$1.35
6,2023-04-18,2023-03-31,$1.45,$1.45
7,2023-01-17,2022-12-31,$1.63,$1.65
8,2022-10-18,2022-09-30,$1.55,$1.55
9,2022-07-19,2022-06-30,$1.34,$1.38
10,2022-04-19,2022-03-31,$1.32,$1.40
11,2022-01-18,2021-12-31,$1.35,$1.51
12,2021-10-19,2021-09-30,$1.29,$1.45
13,2021-07-20,2021-06-30,$1.15,$1.37
14,2021-04-20,2021-03-31,$0.97,$1.21
15,2021-01-20,2020-12-31,$0.91,$0.96
16,2020-10-20,2020-09-30,$0.68,$0.90
17,2020-07-21,2020-06-30,$-1.36,$-1.36
18,2020-04-28,2020-03-31,$0.34,$-1.28
19,2020-01-15,2019-12-31,$1.04,$1.06
20,2019-10-15,2019-09-30,$1.01,$1.03
21,2019-07-16,2019-06-30,$1.01,$1.01
22,2019-04-16,2019-03-31,$0.98,$1.00
23,2019-01-16,2018-12-31,$1.13,$1.12
24,2018-10-16,2018-09-30,$1.01,$1.01
25,2018-07-17,2018-06-30,$0.95,$0.96
26,2018-04-17,2018-03-31,$0.90,$0.90
27,2018-01-17,2017-12-31,$0.83,$0.86
28,2017-10-17,2017-09-30,$0.74,$0.76
29,2017-07-18,2017-06-30,$0.68,$0.68
30,2017-04-18,2017-03-31,$0.57,$0.63
31,2017-01-17,2016-12-31,$0.61,$0.64
32,2016-10-18,2016-09-30,$0.58,$0.59
33,2016-07-20,2016-06-30,$0.44,$0.59
34,2016-04-19,2016-03-31,$0.05,$0.09
35,2016-01-21,2015-12-31,$0.16,$0.19
36,2015-10-22,2015-09-30,$0.52,$0.52
37,2015-07-23,2015-06-30,$0.50,$0.51
38,2015-04-23,2015-03-31,$0.54,$0.55
39,2015-01-22,2014-12-31,$0.58,$0.56
