Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.00600,0.02600,-0.02000,,3.05400,3.05400,-3.07400,-1.91800,-4.99200,-4.99200,-4.99200,-4.99200,-2.91700,-3.07400,11.93400,11.93400,-0.42000,-0.42000,0.60710,0.00480,0.00480,-333.33330,-51233.34000,-51233.34000,-83200.00000,-83200.00000,0.00070,,,-149.01460,-151.04390,-59.14690,-148.30660,0.27450,-0.1766,-0.201
2024-06-30,0.00700,0.02500,-0.01800,0.56200,4.03300,4.59500,-4.61300,-1.92700,-6.54000,-6.54000,-6.54000,-6.54000,-4.35900,-4.61300,11.93100,11.93100,-0.55000,-0.55000,1.02370,0.00210,0.24700,-257.14280,-65899.99000,-65899.99000,-93428.57000,-93428.57000,0.00050,0.02800,3214.28600,-85.46780,-85.93950,-46.34350,-85.28950,0.62760,-0.1939,-0.142
2024-03-31,0.00400,0.02100,-0.01700,0.39500,6.17300,6.56800,-6.58500,0.04400,-6.54100,-6.54100,-6.54100,-6.54100,-6.31500,-6.58500,7.16700,7.16700,-0.91000,-0.91000,1.49610,0.00160,0.00160,-425.00000,-164625.00000,-164625.00000,-163525.00000,-163525.00000,0.00020,0.01600,5625.00000,-49.72620,-49.84000,-30.33300,-49.64710,1.07970,-0.48650,-0.60360
2023-12-31,0.37900,0.01500,0.36400,-0.73000,8.14100,7.41100,-7.04700,4.21000,-2.83700,-2.83700,-2.83700,-2.83700,-6.82300,-7.04700,0.55680,0.55680,117.81000,117.81000,0.73010,0.00970,0.00980,96.04220,-1859.36700,-1859.36700,-748.54900,-748.54900,0.02860,1.51600,59.36680,-42.57200,-42.70020,-21.39680,-42.16080,2.37450,22.2174,22.3346
2023-09-30,0.11700,1.01400,-0.89700,3.01800,8.31200,11.33000,-12.22700,1.79000,-10.43700,-10.43700,-10.43700,-10.43700,-12.06300,-12.22700,0.32700,0.32700,-31.88000,-31.88000,0.49770,3.59600,-1.38520,-766.66670,-10450.43000,-10450.43000,-8920.51300,-8920.51300,0.01430,,,244.99860,244.48350,-127.40480,-636.01470,-6.77870,5.5219,1.6908
2023-06-30,,,,5.06000,9.58300,,-14.64300,-0.09100,-14.73400,-14.73400,-14.73400,-14.73400,-14.48400,-14.64300,0.24310,0.24310,-60.61000,-60.61000,1.40470,0.88830,8.09940,,,,,,,,,-2713.37100,-2759.17500,-164.88360,-303.10640,1.12560,-3.0481,-1.5598
2023-03-31,,,,3.96200,9.52200,,-13.48400,1.31400,-12.17000,-12.17000,-12.17000,-12.17000,-13.34200,-13.48400,0.12500,0.12500,-97.48000,-97.48000,4.56080,0.44830,0.82770,,,,,,,,,-153.52620,-153.71980,-67.43500,-84.69620,18.10990,-74.96000,-75.71200
2022-12-31,,,,3.74600,12.36700,,-16.11300,-2.28600,-18.39900,-18.39900,-18.39900,-18.39900,-15.95800,-16.11300,0.05310,0.05310,-307.35160,-307.35160,0.86420,5.04470,-1.24720,,,,,,,,,203.34870,203.12430,-261.42360,-822.48550,-139.00110,-140.5709,-147.7702
2022-09-30,,,,2.56400,13.64200,,-16.20600,0.05800,-16.14800,-16.14800,-16.14800,-16.14800,-16.12900,-16.20600,0.05260,0.05260,-307.46270,-307.46270,0.53720,,,,,,,,,,,-1708.79700,-1727.05900,-341.32320,-1708.78300,3.58760,-100.1001,-121.1896
2022-06-30,,,,2.76100,14.89100,,-17.65200,0.36000,-17.29200,-17.29200,-17.29200,-17.29200,-17.59100,-17.65200,0.05630,0.05630,-307.46270,-307.46270,0.65320,,,,,,,,,,,-3205.70400,-3269.38400,-554.01180,-3205.76000,2.41130,-87.6855,-84.9741
2022-03-31,,,,1.30400,18.36900,,-19.67300,-0.01300,-19.68600,-19.68600,-19.68600,-19.68600,-19.61800,-19.67300,0.04630,0.04630,-425.37310,-425.37310,1.01460,,0.26170,,,,,,,,,-1296.65100,-1305.91900,-520.84600,-1296.64200,6.61760,-113.47950,-117.23840
2021-12-31,,,,0.46200,34.55400,,-35.01600,-0.10310,-37.89300,-37.89300,-37.89300,-37.89300,-34.93990,-35.01600,0.08320,0.08320,-377.61190,-377.61190,4.84630,,0.10450,,,,,,,,,-997.18340,-1000.07900,-821.43950,-997.18430,17.40570,-37.6654,-41.1814
2021-09-30,,,,0.44700,84.28100,,-84.72800,0.08700,-84.64100,-84.64100,-84.64100,-84.64100,-84.72300,-84.72800,0.08610,0.08610,-983.58220,-983.58220,,,,,,,,,,,,,,,,,90.2811,84.8499
2021-06-30,,,,0.47340,5.67870,,-6.15210,-0.03640,-6.18850,-6.18850,-6.18850,-6.18850,-6.14730,-6.15210,0.02510,0.02510,-246.26870,-246.26870,,,,,,,,,,,,,,,,,-186.6135,-189.9145
2021-03-31,,,,0.27260,4.73780,,-5.01040,-0.00240,-5.01280,-5.01280,-5.01280,-5.01280,-5.00710,-5.01040,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
