,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$1.88,$1.60
1,2024-08-05,2024-06-30,$2.01,$1.98
2,2024-05-06,2024-03-31,$0.63,$0.84
3,2024-02-05,2023-12-31,$0.87,$0.52
4,2023-11-15,2023-09-30,$1.69,$1.73
5,2023-07-31,2023-06-30,$1.51,$1.92
6,2023-05-01,2023-03-31,$0.49,$0.43
7,2023-01-30,2022-12-31,$0.49,$0.42
8,2022-11-14,2022-09-30,$0.89,$1.05
9,2022-08-02,2022-06-30,$1.04,$0.93
10,2022-05-02,2022-03-31,$0.67,$0.17
11,2022-01-31,2021-12-31,$0.74,$0.58
12,2021-11-15,2021-09-30,$1.20,$1.03
13,2021-07-26,2021-06-30,$0.79,$1.51
14,2021-04-26,2021-03-31,$0.13,$0.32
15,2021-01-25,2020-12-31,$0.14,$0.09
16,2020-11-05,2020-09-30,$0.05,$0.35
17,2020-07-27,2020-06-30,$-0.11,$-0.40
18,2020-04-27,2020-03-31,$0.82,$0.38
19,2020-01-27,2019-12-31,$1.01,$0.89
20,2019-11-07,2019-09-30,$1.42,$1.36
21,2019-07-29,2019-06-30,$1.54,$1.63
22,2019-04-29,2019-03-31,$1.02,$1.08
23,2019-01-28,2018-12-31,$0.87,$0.88
24,2018-11-08,2018-09-30,$1.32,$1.22
25,2018-07-30,2018-06-30,$1.51,$1.39
26,2018-04-30,2018-03-31,$1.01,$0.85
27,2018-01-29,2017-12-31,$0.78,$0.78
28,2017-11-09,2017-09-30,$1.25,$1.29
29,2017-07-24,2017-06-30,$1.53,$1.34
30,2017-04-24,2017-03-31,$0.89,$0.85
31,2017-01-23,2016-12-31,$0.64,$0.72
32,2016-11-03,2016-09-30,$1.22,$1.10
33,2016-07-25,2016-06-30,$1.35,$1.44
34,2016-04-25,2016-03-31,$0.79,$0.83
35,2016-01-25,2015-12-31,$0.64,$0.66
36,2015-11-05,2015-09-30,$1.17,$1.05
37,2015-07-27,2015-06-30,$1.32,$1.31
38,2015-04-27,2015-03-31,$0.76,$0.78
39,2015-01-26,2014-12-31,$0.70,$0.60
