Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,185.14700,32.89200,152.25500,135.87300,135.87300,16.38200,16.38200,2.92600,13.45600,13.45600,13.45600,13.44710,13.82230,1.00000,0.97000,0.12600,0.14410,19.97850,16.41020,0.02020,4.05390,4.05390,0.33100,3.54310,24.50930,4.5233,4.3469
2024-06-30,167.40500,31.25000,136.15500,121.13400,121.13400,15.02100,15.02100,3.42500,11.59600,11.59600,11.59600,13.41270,13.73650,0.86000,0.84000,0.13120,0.15100,20.34540,15.70640,0.01860,3.66160,3.66160,0.29270,3.18130,23.53900,5.262,5.0717
2024-03-31,177.42700,29.53600,147.89100,139.17600,139.17600,8.71500,8.71500,1.91500,6.80000,6.80000,6.80000,13.34100,13.67690,0.51000,0.50000,0.13590,0.15730,13.46300,10.50470,0.01670,2.23900,2.23900,0.17590,1.93470,22.65300,4.52590,4.39530
2023-12-31,152.93700,28.58600,124.35100,112.49200,112.49200,11.85900,11.85900,2.84700,9.01200,9.01200,9.01200,13.26170,13.64020,0.68000,0.66000,0.13930,0.16180,18.65740,14.17830,0.01690,3.05510,3.05510,0.24010,2.62960,22.17210,3.7139,3.5424
2023-09-30,122.91000,26.10200,96.80800,83.75400,83.75400,13.05400,13.05400,2.78400,10.27000,10.27000,10.27000,13.28600,13.67580,0.77000,0.75000,0.14360,0.16770,18.76790,14.76530,0.01890,3.61050,3.61050,0.27920,3.09200,21.38400,4.7277,4.5641
2023-06-30,142.28100,21.33600,120.94500,104.16300,104.16300,16.78200,16.78200,3.87600,12.90600,12.90600,12.90600,13.27560,13.59780,0.97000,0.95000,0.14880,0.17480,24.43080,18.78820,0.01940,4.73330,4.73330,0.36510,4.02910,20.49940,2.5389,2.4371
2023-03-31,119.41800,15.62000,103.79800,88.36000,88.36000,15.43800,15.43800,3.04700,12.39100,12.39100,12.39100,13.19700,13.60950,0.94000,0.91000,0.15540,0.18400,25.68680,20.61700,0.01740,4.78860,4.78860,0.35910,4.04430,19.48220,3.42640,3.40550
2022-12-31,107.84500,11.59800,96.24700,80.70300,80.70300,15.54400,15.54400,2.42600,13.11800,13.11800,13.11800,12.94930,13.51500,1.01000,0.97000,0.16350,0.19540,24.81210,20.93960,0.01990,5.38740,5.38740,0.41720,4.50660,18.50120,1.8603,1.8439
2022-09-30,89.57000,5.99000,83.58000,69.51500,69.51500,14.06500,14.06500,2.96400,11.10100,11.10100,11.10100,12.93820,13.53680,0.86000,0.82000,0.10880,0.12210,21.58800,17.03860,0.02080,4.85330,4.85330,0.35420,4.32510,17.65600,1.5561,1.5359
2022-06-30,67.31100,1.93300,65.37800,52.26300,52.26300,13.11500,13.11500,2.93900,10.17600,10.17600,10.17600,12.92810,13.44200,0.79000,0.76000,0.11370,0.12820,25.57330,19.84250,0.01730,4.67520,4.67520,0.34270,4.14380,16.80910,0.9559,0.879
2022-03-31,52.12800,0.87400,51.25400,43.35700,43.35700,7.89700,7.89700,1.66700,6.23000,6.23000,6.23000,12.89900,13.47500,0.48000,0.46000,0.11830,0.13420,20.61230,16.26120,0.01350,2.99630,2.99630,0.21990,2.64190,16.08170,0.59240,0.49590
2021-12-31,39.76600,0.84300,38.92300,29.99200,29.99200,8.93100,8.93100,1.64100,7.29000,7.29000,7.29000,12.02300,12.52140,0.60000,0.57000,0.12170,0.26280,29.78890,24.31540,0.01140,3.62290,3.62290,0.27660,3.18210,15.62890,0.5146,0.4832
2021-09-30,25.74000,0.80100,24.93900,16.38500,16.38500,8.55400,8.55400,1.87000,6.68400,6.68400,6.68400,11.99900,12.45700,0.56000,0.54000,0.14740,0.32810,34.65400,27.07830,0.01010,4.14930,4.14930,0.27260,3.53760,13.41040,1.0007,0.9692
2021-06-30,24.35300,0.95900,23.39400,14.09200,14.09200,9.30200,9.30200,2.28900,7.01300,7.01300,7.01300,11.98500,12.45900,0.59000,0.56000,0.08100,0.25040,40.38550,30.44760,0.01150,4.55090,4.55090,0.34940,4.18220,12.83310,0.1873,0.0836
2021-03-31,21.34200,1.04300,20.29900,12.70900,12.70900,7.59000,7.59000,1.57200,6.01800,6.01800,6.01800,11.96100,12.39300,0.50000,0.49000,0.08470,0.26290,38.06040,30.17750,0.00980,4.10120,4.10120,0.29650,3.75370,12.23950,0.68110,0.64060
2020-12-31,20.14700,1.16500,18.98200,13.08900,13.08900,5.89300,5.89300,1.23200,4.66100,4.66100,4.66100,11.92100,12.20900,0.39000,0.38000,0.08830,0.27510,35.97240,28.45200,0.00930,3.32410,3.32410,0.26390,3.03070,11.72970,0.5244,0.4747
2020-09-30,18.33600,1.29800,17.03800,11.86600,11.86600,5.17200,5.17200,1.08200,4.09000,4.09000,4.09000,11.92000,12.18100,0.34000,0.34000,0.09120,0.28520,34.85650,27.56440,0.00850,3.02440,3.02440,0.23380,2.74860,11.33550,0.4025,0.3564
2020-06-30,16.94600,1.43300,15.51300,10.87500,10.87500,4.63800,4.63800,0.96700,3.67100,3.67100,3.67100,11.91700,12.19000,0.31000,0.30000,0.09390,0.29450,34.14560,27.02640,0.00810,2.80280,2.80280,0.21860,2.53970,10.98250,0.2453,0.016
2020-03-31,15.79100,1.75600,14.03500,10.59700,10.59700,3.43800,3.43800,0.71400,2.72400,2.72400,2.72400,11.90900,12.20800,0.23000,0.22000,0.09640,0.30330,27.59890,21.86720,0.01050,2.14210,2.14210,0.23010,1.93560,10.66020,0.41110,0.29650
