,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-24,2024-09-30,$0.39,$0.64
1,2024-07-25,2024-06-30,$0.31,$0.43
2,2024-04-25,2024-03-31,$0.16,$0.22
3,2024-02-22,2023-12-31,$0.12,$0.14
4,2023-10-26,2023-09-30,$0.19,$0.21
5,2023-07-27,2023-06-30,$0.16,$0.10
6,2023-04-27,2023-03-31,$0.03,$0.00
7,2023-02-23,2022-12-31,$0.03,$-0.05
8,2022-10-26,2022-09-30,$0.09,$0.03
9,2022-07-27,2022-06-30,$0.04,$0.02
10,2022-04-27,2022-03-31,$-0.01,$-0.03
11,2022-02-23,2021-12-31,$-0.01,$-0.12
12,2021-10-20,2021-09-30,$0.02,$-0.06
13,2021-07-21,2021-06-30,$-0.01,$-0.06
14,2021-04-27,2021-03-31,$-0.10,$-0.03
15,2021-02-24,2020-12-31,$0.21,$0.05
16,2020-10-21,2020-09-30,$0.20,$0.16
17,2020-07-29,2020-06-30,$0.06,$0.09
18,2020-04-22,2020-03-31,$0.22,$-0.11
19,2020-02-26,2019-12-31,$0.43,$0.03
20,2019-10-23,2019-09-30,$0.49,$0.12
21,2019-07-24,2019-06-30,$0.35,$0.39
22,2019-04-25,2019-03-31,$0.30,$0.06
23,2019-02-20,2018-12-31,$0.37,$-0.09
24,2018-10-24,2018-09-30,$0.38,$0.31
25,2018-07-25,2018-06-30,$0.39,$0.28
26,2018-05-09,2018-03-31,$0.32,$0.28
27,2018-02-21,2017-12-31,$0.44,$0.20
28,2017-10-25,2017-09-30,$0.46,$0.39
29,2017-07-26,2017-06-30,$0.38,$0.45
30,2017-04-26,2017-03-31,$0.33,$0.71
31,2016-10-19,2016-09-30,$0.23,$0.35
32,2016-07-20,2016-06-30,$0.30,$0.22
33,2016-04-26,2016-03-31,$0.31,$0.22
34,2016-02-16,2015-12-31,$0.50,$0.46
35,2015-10-20,2015-09-30,$0.59,$0.61
36,2015-07-21,2015-06-30,$0.62,$0.52
37,2015-04-21,2015-03-31,$0.60,$0.63
38,2015-02-10,2014-12-31,$0.78,$0.79
