Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,56.05500,24.42400,31.63100,1.35900,10.58700,21.04400,-2.61200,18.43200,,18.43200,18.43200,,18.43200,30.61100,21.04400,5.12090,5.12090,3.60000,3.60000,0.85050,5.68900,37.54170,37.54170,32.88200,32.88200,0.03990,9.06960,9.06960,1.31270,1.35590,39.79400,4.4052,2.6798
2020-09-30,43.49900,22.44800,21.05100,1.38600,8.97300,12.07800,-5.47400,6.60400,,6.60400,6.60400,,6.60400,19.84000,12.07800,5.12220,5.12220,1.29000,1.29000,0.83650,5.11440,27.76620,27.76620,15.18200,15.18200,0.03280,3.16720,3.16720,0.49730,0.51800,40.82850,0.5374,-1.5356
2020-06-30,45.47800,19.77800,25.70000,2.11100,9.74400,15.95600,-3.62500,12.33100,,12.33100,12.33100,,12.33100,24.54600,15.95600,5.12100,5.12100,2.41000,2.41000,0.83260,4.97310,35.08510,35.08510,27.11420,27.11420,0.03290,5.48120,5.48120,0.89090,0.91760,44.05150,5.4113,4.2308
2020-03-31,54.11000,21.75300,32.35700,1.45100,9.36000,22.99700,-18.42500,4.57200,,4.57200,4.57200,,4.57200,32.19900,22.99700,5.11900,5.11900,0.89000,0.89000,0.82620,4.75540,42.50050,42.50050,8.44950,8.44950,0.03860,1.94490,1.94490,0.32580,0.33790,46.03060,4.89060,3.53080
2019-12-31,55.88000,22.83300,33.04700,1.30100,9.12400,23.92300,-9.48900,14.43400,,14.43400,14.43400,,14.43400,33.03700,23.92300,5.11800,5.11800,2.83000,2.83000,0.79300,3.83000,42.81140,42.81140,25.83040,25.83040,0.04420,5.69350,5.69350,1.14060,1.17880,49.64070,5.1068,4.5432
2019-09-30,57.76000,23.38900,34.37100,1.33300,9.16400,25.20700,-8.71400,16.49300,,16.49300,16.49300,,16.49300,34.33000,25.20700,5.11900,5.11900,3.22000,3.22000,0.78720,3.69980,43.64090,43.64090,28.55440,28.55440,0.04500,6.29290,6.29290,1.28510,1.33900,51.32000,9.6005,9.2754
2019-06-30,55.93200,21.66700,34.26500,1.89300,9.76200,24.50300,-13.22000,11.28300,,11.28300,11.28300,,11.28300,33.66300,24.50300,5.11800,5.11800,2.20000,2.20000,0.78290,3.60520,43.80860,43.80860,20.17270,20.17270,0.04380,4.20050,4.20050,0.88390,0.91210,52.59640,0.5287,-0.074
2019-03-31,56.77800,21.84900,34.92900,1.24500,9.07300,25.85600,-7.99100,17.86500,,17.86500,17.86500,,17.86500,34.97400,25.85600,5.11700,5.11700,3.49000,3.49000,0.77550,3.45470,45.53880,45.53880,31.46470,31.46470,0.04380,6.38170,6.38170,1.37880,1.43260,54.81540,9.39670,9.04180
2018-12-31,57.56700,23.56800,33.99900,1.26500,9.14600,24.85300,-14.88200,9.97100,,-13.82600,-13.82600,,9.97100,34.02900,24.85300,5.11700,5.11700,1.96000,1.96000,0.77210,3.38780,43.17230,43.17230,17.32070,17.32070,0.04480,-4.84970,-4.84970,-1.07550,-1.10530,55.82380,1.3455,1.0618
2018-09-30,59.12500,26.41900,32.70600,1.12600,9.35100,23.35500,-8.35200,15.00300,,15.00300,15.00300,,15.00300,32.93800,23.35500,5.11700,5.11700,2.93000,2.93000,0.79590,3.90050,39.50110,39.50110,25.37510,25.37510,0.03940,5.03210,5.03210,0.99960,1.02680,58.37970,6.4858,6.3442
2018-06-30,58.25300,21.51100,36.74200,1.69000,10.39000,26.35200,-8.78200,17.57000,,17.57000,17.57000,,17.57000,36.49600,26.35200,5.11700,5.11700,3.43000,3.43000,0.79160,3.79730,45.23720,45.23720,30.16150,30.16150,0.03820,5.73860,5.73860,1.15270,1.19620,59.95120,-0.6541,-0.881
2018-03-31,57.88000,22.27700,35.60300,1.26200,9.54500,26.05800,-11.96100,14.09700,,14.09700,14.09700,-23.79700,-9.70000,35.65400,26.05800,5.11600,5.11600,-1.90000,-1.90000,0.79940,3.98540,45.02070,45.02070,24.35560,-16.75880,0.03580,4.52870,4.52870,0.87170,0.90840,60.95180,7.19410,7.07130
2017-12-31,58.06100,22.19000,35.87100,1.17500,11.48700,24.38400,-6.50800,17.87600,,17.88300,17.88300,,17.88300,36.01600,24.38400,5.11600,5.11600,3.49000,3.49000,0.78290,3.60580,41.99720,41.99720,30.78830,30.80040,0.03560,5.19920,5.19920,1.09550,1.12890,67.34970,10.011,9.9564
2017-09-30,58.09400,21.27200,36.82200,1.22800,9.65800,27.16400,-6.85900,20.30500,0.00600,20.29900,20.29900,,20.29900,36.87900,27.16400,5.11600,5.11600,3.97000,3.97000,0.78380,3.62500,46.75870,46.75870,34.95200,34.94160,0.03580,5.93390,5.93390,1.25140,1.28300,66.98380,7.1145,6.929
2017-06-30,57.19000,20.74400,36.44600,1.69600,9.83400,26.61200,-5.95800,20.65400,-0.00600,20.66000,20.66000,,20.66000,35.37700,26.61200,5.11500,5.11500,4.04000,4.04000,0.78220,3.59140,46.53260,46.53260,36.11470,36.12520,0.03510,5.98500,5.98500,1.26730,1.30350,67.59250,-1.1374,-1.2503
2017-03-31,57.22900,20.92100,36.30800,1.15600,9.20100,27.10700,-5.43300,21.67400,0.00700,21.66700,21.66700,,21.66700,35.67600,27.10700,5.11500,5.11500,4.24000,4.24000,0.75070,3.01090,47.36590,47.36590,37.87240,37.86020,0.03960,6.20150,6.20150,1.50060,1.54610,68.41280,8.13740,7.81920
2016-12-31,57.25300,21.53000,35.72300,1.15100,9.21300,26.51000,-4.84800,21.66200,0.00700,21.65500,21.65500,,21.65500,35.21800,26.51000,5.11400,5.11400,4.23000,4.23000,0.74890,2.98250,46.30330,46.30330,37.83560,37.82330,0.03950,6.13730,6.13730,1.49220,1.54110,69.10400,9.5695,9.1651
2016-09-30,57.12000,21.71400,35.40600,1.22500,9.27000,26.13600,-5.09300,21.04300,0.00700,21.03600,21.03600,,21.03600,34.82100,26.13600,5.11500,5.11500,4.11000,4.11000,0.74680,2.94880,45.75630,45.75630,36.84000,36.82770,0.03930,5.89300,5.89300,1.44920,1.49240,69.91090,9.6095,6.9818
2016-06-30,57.00500,19.33400,37.67100,1.82500,11.19200,26.47900,-4.68000,21.79900,0.03200,21.76700,21.76700,,21.76700,36.48600,26.47900,5.11400,5.11400,4.26000,4.26000,0.74580,2.93460,46.45030,46.45030,38.24050,38.18440,0.03940,6.06710,6.06710,1.50550,1.54200,70.26420,-2.4728,-0.7414
2016-03-31,55.55800,19.65400,35.90400,1.23500,9.56800,26.33600,-4.31500,22.02100,0.00200,22.01900,22.01900,,22.01900,35.31000,26.33600,5.11300,5.11300,4.31000,4.31000,0.74860,2.97740,47.40270,47.40270,39.63610,39.63250,0.03840,6.22560,6.22560,1.52020,1.56530,69.26870,8.87460,7.14320
2015-12-31,52.81900,20.23300,32.58600,1.14500,9.44800,23.13800,0.43600,23.57400,0.00200,23.57200,23.57200,,23.57200,32.08400,23.13800,5.11200,5.11200,4.61000,4.61000,0.74900,2.98480,43.80620,43.80620,44.63170,44.62790,0.03650,6.67990,6.67990,1.62810,1.67640,69.11090,6.6426,5.0366
2015-09-30,52.41400,19.39000,33.02400,1.09100,9.18300,23.84100,-5.66700,18.17400,0.00200,18.17200,18.17200,,18.17200,32.50500,23.84100,5.11300,5.11300,3.55000,3.55000,0.75450,3.07250,45.48590,45.48590,34.67390,34.67010,0.03600,5.26540,5.26540,1.24750,1.29290,67.59190,9.239,1.0405
2015-06-30,50.64600,17.54900,33.09700,1.90000,9.24100,23.85600,-6.51400,17.34200,0.00100,17.34100,17.34100,,17.34100,31.87300,23.85600,5.11200,5.11200,3.39000,3.39000,0.75000,3.00070,47.10340,47.10340,34.24160,34.23960,0.03570,5.04600,5.04600,1.22300,1.26130,67.30460,-3.9295,-1.0127
2015-03-31,52.03600,19.04600,32.99000,1.27000,8.62000,24.37000,-6.54500,17.82500,0.00300,17.82200,17.82200,,17.82200,32.41400,24.37000,5.11100,5.11100,3.49000,3.49000,0.74740,2.95860,46.83300,46.83300,34.25510,34.24940,0.03630,5.10930,5.10930,1.24380,1.29070,68.31530,8.82270,5.90590
2014-12-31,51.28600,18.95800,32.32800,1.16000,8.54400,23.78400,-6.14900,17.63500,0.00300,17.63200,17.63200,,18.16100,31.86500,23.78400,5.11100,5.11100,3.56000,3.56000,0.74690,2.95050,46.37520,46.37520,34.38560,35.41120,0.03620,5.06090,5.06090,1.24310,1.28110,68.23330,-3.311,-7.6167
2014-09-30,50.07700,17.29900,32.77800,1.12700,8.39800,24.38000,-7.03700,17.34300,-0.34900,17.69200,17.69200,,17.69200,32.34200,24.38000,5.11100,5.11100,3.46000,3.46000,0.75450,3.07260,48.68500,48.68500,34.63270,35.32960,0.03420,5.25960,5.25960,1.20730,1.29150,65.87840,8.6368,3.4338
2014-06-30,49.98300,17.15000,32.83300,1.55800,8.83800,23.99500,-7.16500,16.83000,0.00200,16.82800,16.82800,,16.82800,31.97300,23.99500,5.11000,5.11000,3.29000,3.29000,0.75430,3.07010,48.00630,48.00630,33.67150,33.66750,0.03450,4.99510,4.99510,1.16070,1.22730,65.97890,-3.532,-5.8644
2014-03-31,49.46800,16.49000,32.97800,1.18700,8.44800,24.53000,-9.28300,15.24700,0.00300,15.24400,15.24400,,15.24400,32.42800,24.53000,5.11000,5.11000,2.98000,2.98000,0.75600,3.09790,49.58760,49.58760,30.82200,30.81590,0.03410,4.56270,4.56270,1.04980,1.11340,65.43300,7.88860,7.60610
2013-12-31,50.49600,17.79500,32.70100,1.16800,8.42500,24.27600,-10.73200,13.54400,0.00600,13.53800,13.53800,,15.79000,32.13600,24.27600,5.10900,5.10900,3.09000,3.09000,0.75890,3.14750,48.07510,48.07510,26.82190,31.26980,0.03460,4.05840,4.05840,0.92870,0.97850,65.33120,3.8423,2.3409
2013-09-30,49.88600,16.97800,32.90800,1.21900,8.49100,24.41700,-10.76600,13.65100,-0.17300,13.82400,13.82400,,13.82400,32.29200,24.41700,5.11000,5.11000,2.71000,2.71000,0.76130,3.18890,48.94560,48.94560,27.36440,27.71120,0.03390,4.18240,4.18240,0.93950,0.99840,64.73380,7.4223,7.4223
2013-06-30,47.30200,14.55000,32.75200,1.62200,8.85700,23.89500,-10.75200,13.14300,0.00400,13.13900,13.13900,,13.13900,31.73400,23.89500,5.10900,5.10900,2.57000,2.57000,0.76050,3.17550,50.51580,50.51580,27.78530,27.77680,0.03220,3.94350,3.94350,0.89410,0.94440,65.25320,-3.3718,-3.1238
2013-03-31,48.77500,15.60700,33.16800,1.01700,8.24000,24.92800,-10.76300,14.16500,0.00300,14.16200,14.16200,,14.16200,32.74900,24.92800,5.10800,5.10800,2.77000,2.77000,0.75990,3.16510,51.10820,51.10820,29.04150,29.03540,0.03280,4.22090,4.22090,0.95350,1.01340,65.71130,6.56850,6.32050
2012-12-31,48.49100,16.57100,31.92000,1.20900,8.44700,23.47300,-11.38000,12.09300,0.06800,12.02500,12.03300,604.95000,617.15700,31.34800,23.47300,5.10800,5.10800,120.84000,120.84000,0.76240,3.20910,48.40690,48.40690,24.93870,1272.72500,0.03270,3.62270,3.62270,0.81200,0.86070,65.05150,7.2496,145.6018
2012-09-30,48.64200,16.44500,32.19700,1.17700,8.40200,23.79500,-11.38100,12.41400,-0.00400,12.41800,12.41000,6.93800,18.85600,33.31300,23.79500,5.10800,5.10800,3.69000,3.69000,0.74610,2.93820,48.91860,48.91860,25.52120,38.76490,0.02760,3.40840,3.40840,0.70290,0.86550,71.30770,8.5012,8.5012
2012-06-30,46.87800,14.19800,32.68000,1.67000,8.83900,23.84100,-11.27500,12.56600,,12.56600,12.56600,6.67200,18.89200,33.30600,23.84100,5.10700,5.10700,3.70000,3.70000,0.78430,3.63700,50.85750,50.85750,26.80580,40.30040,0.02660,3.45310,3.45310,0.71340,0.74470,71.26990,-2.8141,-2.8141
2012-03-31,47.30100,14.54100,32.76000,1.10600,8.28900,24.47100,-11.43900,13.03200,,13.03200,13.03200,6.39200,19.48200,33.97600,24.47100,5.10700,5.10700,3.81000,3.81000,0.78500,3.65110,51.73460,51.73460,27.55120,41.18730,0.02670,3.58500,3.58500,0.73500,0.77080,71.19430,8.54080,8.54080
2011-12-31,13.38900,-0.12000,13.50900,0.90000,5.08900,8.42000,-6.36300,2.05700,0.11100,1.94600,1.88300,18.88800,20.63400,17.89200,8.42000,5.10700,5.10700,4.03000,4.03000,0.74850,2.97580,62.88750,62.88750,15.36340,154.11160,0.00760,0.51840,0.51840,0.10630,0.13040,71.14080,4.8151,1.9925
2011-09-30,46.94900,14.46300,32.48600,1.29700,8.38000,24.10600,-9.23000,14.87600,-0.00200,14.87800,14.94100,7.32700,20.42500,33.46600,24.10600,5.10700,5.10700,4.00000,4.00000,0.78880,3.73500,51.34510,51.34510,31.68540,43.50470,0.02630,4.17590,4.17590,0.83700,0.88190,70.07350,8.5775,8.5775
2011-06-30,62.03600,19.95100,42.08500,0.70000,9.27700,32.80800,-12.60400,20.20400,0.00900,20.19500,20.19500,,20.15700,42.11300,32.80800,5.10600,5.10600,3.95000,3.95000,0.79240,3.81740,52.88540,52.88540,32.56820,32.49240,0.03500,5.75610,5.75610,1.13970,1.19490,68.71270,-3.2186,-2.0088
2011-03-31,62.87200,21.18700,41.68500,1.09900,9.33300,32.35200,-14.70000,17.65200,-0.16000,17.81200,17.81200,,18.20700,41.30100,32.35200,5.10600,5.10600,3.57000,3.57000,0.78210,3.58850,51.45690,51.45690,28.07610,28.95880,0.03730,5.14400,5.14400,1.05710,1.12100,67.81630,7.94110,6.73130
2010-12-31,-4.89400,-8.51900,3.62500,0.77200,3.34300,0.28200,-0.77700,-0.49500,-0.08200,-0.41300,-0.41300,,17.89100,9.38600,0.28200,5.10600,5.10600,3.50000,3.50000,0.78380,3.62560,-5.76200,-5.76200,10.11440,-365.56970,-0.00290,-0.12010,-0.12010,-0.02460,-0.02600,67.32790,6.5171,-1.7693
2010-09-30,61.39000,20.79900,40.59100,4.16500,12.03400,28.55700,-13.25100,15.30600,-3.00100,18.30700,18.30700,,17.87500,37.32000,28.55700,5.10600,5.10600,3.50000,3.50000,0.78950,3.74980,46.51740,46.51740,24.93240,29.11710,0.03570,5.40560,5.40560,1.06580,1.13810,66.32750,0.4322,0.4322
2010-06-30,59.16600,18.81700,40.34900,1.31300,9.11400,31.23500,-14.92700,16.30800,0.15900,16.14900,16.14900,,15.54900,39.91600,31.23500,5.10600,5.10600,3.05000,3.05000,0.79090,3.78180,52.79210,52.79210,27.56310,26.28030,0.03490,4.84770,4.84770,0.95220,1.01380,65.24210,3.1624,5.1871
2010-03-31,58.54400,19.05600,39.48800,1.12400,8.57100,30.91700,-15.70100,15.21600,0.10000,15.11600,15.11600,,15.11400,39.21800,30.91700,5.10600,5.10600,2.96000,2.96000,0.79170,3.80110,52.80990,52.80990,25.99070,25.81650,0.03450,4.58420,4.58420,0.89140,0.95480,64.57930,4.77710,2.75240
2009-12-31,57.15400,17.65100,39.50300,1.16200,8.56000,30.94300,-15.76500,15.17800,0.01200,15.16600,15.16600,,15.10200,39.19000,30.94300,5.10400,5.10500,2.94000,2.94000,0.80260,4.06500,54.13970,54.13970,26.55630,26.42340,0.03350,4.82030,4.82030,0.89010,0.95170,61.61890,4.4183,1.198
2009-09-30,58.41000,18.40200,40.00800,1.09000,8.41800,31.59000,-10.16600,21.42400,-37.06500,58.48900,58.48900,,58.02900,39.76900,31.59000,5.10600,5.10600,11.37000,11.37000,0.80870,4.22860,54.08320,54.08320,36.67870,99.34770,0.03470,19.53150,19.53150,3.47430,3.73550,58.66010,0.9078,-3.1741
2009-06-30,54.87500,18.25200,36.62300,1.18600,8.02700,28.59600,-15.28200,13.31400,0.03000,13.28400,13.28400,,13.00500,36.20400,28.59600,5.10600,5.10600,2.55000,2.55000,0.83830,5.18350,52.11120,52.11120,24.26240,23.69930,0.03320,5.51270,5.51270,0.80360,0.89150,47.19370,1.2978,-1.7968
2009-03-31,53.09000,19.03500,34.05500,-31.68400,-25.96700,60.02200,-13.93200,46.09000,0.08800,46.00200,46.00200,,46.05400,66.43300,60.02200,5.09700,5.10300,9.04000,9.03000,0.84390,5.40540,113.05710,113.05710,86.81480,86.74700,0.03290,20.20410,20.20410,2.85200,3.15420,44.59210,1.12910,-3.13720
