Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,4.69200,0.31400,4.37800,2.42400,3.24200,,5.66600,-1.28800,0.00900,-1.27900,,-1.27900,-1.27900,,-1.27900,-1.06300,-1.28800,21.64200,21.64200,-0.06000,-0.06000,6.67770,93.30780,-27.45100,-27.45100,-27.25920,-27.25920,0.10060,,0.53830,167.20590,-3.14460,-3.71420,-2.74320,-3.14460,1.87940,-0.11000,-0.11000
2021-12-31,3.99600,0.27500,3.72100,2.19200,3.05400,,5.24600,-1.52500,0.00100,-1.52400,,-1.25500,-1.25500,,-1.25500,-1.35800,-1.52500,21.52500,21.52500,-0.06000,-0.06000,6.76100,93.11810,-38.16310,-38.16320,-38.13810,-31.40640,0.08260,,0.48370,186.05860,-3.02250,-3.56740,-2.59440,-3.02250,1.92110,-0.0473,-0.0476
2021-09-30,4.17500,0.24300,3.93200,2.30700,3.20500,,5.51200,-1.58000,0.00100,-1.57900,,-1.57900,-1.57900,,-1.57900,-1.40900,-1.58000,21.53200,21.53200,-0.07000,-0.07000,7.39090,94.17960,-37.84430,-37.84430,-37.82040,-37.82040,0.08710,,0.53490,168.25150,-3.74620,-4.00640,-3.29530,-3.74620,1.95600,-0.0878,-0.0878
2021-06-30,4.26400,0.30900,3.95500,2.36400,3.13400,,5.49800,-1.54300,0.00100,-1.54200,,-1.54200,-1.54200,,-1.54200,-1.37100,-1.54300,21.49700,21.49700,-0.07000,-0.07000,8.72020,92.75330,-36.18670,-36.18670,-36.16320,-36.16320,0.08880,,0.88080,102.17870,-3.56230,-3.80680,-3.21040,-3.56230,2.01330,-0.0395,-0.0405
2021-03-31,4.41900,0.38300,4.03600,2.39600,3.08900,,5.48500,-1.44900,0.00100,-1.44800,,-1.44800,-1.44800,,-1.44800,-1.27200,-1.44900,21.49400,21.49400,-0.07000,-0.07000,8.02550,91.33290,-32.79020,-32.79020,-32.76760,-32.76760,0.08890,,0.82540,109.04280,-3.26380,-3.48580,-2.91260,-3.26380,2.06410,-0.11500,-0.11500
2020-12-31,3.42700,0.32700,3.10000,2.06700,2.88900,,4.95600,-1.85600,0.00200,-1.85400,-0.21800,-1.63600,-1.63600,,-1.63600,-1.69600,-1.85600,21.47300,21.47300,-0.07000,-0.07000,7.44050,90.45810,-54.15820,-54.15820,-54.09980,-47.73850,0.06640,,0.75920,118.54680,-3.58220,-3.82230,-3.16880,-3.58220,2.13620,-0.0505,-0.0515
2020-09-30,2.47400,0.14900,2.32500,2.33200,2.51300,,4.84500,-2.52000,0.00700,-2.51300,-0.73600,-1.77700,-1.77700,,-1.77700,-2.38200,-2.52000,21.47600,21.47600,-0.08000,-0.08000,9.50910,93.97740,-101.85930,-101.85930,-101.57640,-71.82700,0.04740,,0.57560,156.35410,-3.76120,-3.76120,-3.40170,-3.76120,2.20390,-0.1046,-0.1098
2020-06-30,1.89000,0.16400,1.72600,2.42200,3.00500,,5.42700,-3.70100,0.01900,-3.68200,-0.54100,-3.14100,-3.14100,,-3.14100,-3.57000,-3.70100,21.47000,21.47000,-0.15000,-0.15000,9.85520,91.32280,-195.82010,-195.82010,-194.81480,-166.19050,0.03490,,0.42810,210.23810,-6.40350,-6.40350,-5.79880,-6.40350,2.29320,-0.065,-0.0681
2020-03-31,3.51800,0.17000,3.34800,2.27200,2.42300,,4.69500,-1.34700,0.14800,-1.19900,-0.13900,-1.06000,-1.06000,,-1.06000,-1.21500,-1.34700,21.52200,21.52200,-0.05000,-0.05000,13.20910,95.16770,-38.28880,-38.28880,-34.08190,-30.13080,0.06240,,0.68130,132.10920,-2.02260,-2.02260,-1.87890,-2.02260,2.43510,-0.02550,-0.03880
2019-12-31,2.45000,0.15500,2.29500,2.00600,2.01800,,4.07300,-1.77800,0.24300,-1.53500,5.94400,-7.47900,-7.47900,,-7.47900,-1.66800,-1.77800,21.52300,21.52300,-0.35000,-0.35000,13.25120,93.67350,-72.57140,-72.57140,-62.65310,-305.26530,0.04260,,0.42230,213.13470,-13.99650,-13.99640,-12.99450,-13.99640,2.49200,-0.0032,-0.0048
2019-09-30,3.01000,0.26700,2.74300,2.07100,1.84500,,3.91600,-1.17300,0.25300,-0.92000,-0.76900,-0.15100,-0.15100,,-0.15100,-1.06300,-1.17300,21.52300,21.52300,-0.01000,-0.01000,11.07260,91.12960,-38.97010,-38.97010,-30.56480,-5.01660,0.04570,,0.39070,230.38200,-0.24850,-0.24850,-0.22910,-0.24850,2.82900,-0.026,-0.0264
2019-06-30,3.01200,0.32100,2.69100,2.09100,1.78300,,3.87400,-1.18300,0.27800,-0.90500,0.03300,-0.93800,-0.93800,,-0.93800,-1.07200,-1.18300,21.53700,21.53700,-0.04000,-0.04000,14.43420,89.34260,-39.27620,-39.27620,-30.04650,-31.14210,0.04630,,0.45670,197.06180,-1.53490,-1.53490,-1.44190,-1.53490,2.84050,-0.0589,-0.0612
2019-03-31,3.73200,0.51800,3.21400,1.76000,1.54700,0.04900,3.25800,-0.04400,0.27500,0.23100,0.00300,0.22800,0.22800,,0.22800,0.06600,-0.04400,21.56500,21.58200,0.01000,0.01000,14.74440,86.12010,-1.17900,-1.17900,6.18970,6.10930,0.05660,,0.64020,140.57070,0.36770,0.36770,0.34580,0.36770,2.87750,-0.04870,-0.04960
2018-12-31,4.05900,0.48000,3.57900,1.52700,1.77700,0.06800,3.23600,0.34300,0.25700,0.60000,-0.03900,0.63900,0.63900,,0.63900,0.45000,0.34300,21.54400,21.60500,0.03000,0.03000,12.79590,88.17450,8.45040,8.45040,14.78200,15.74280,0.06110,,0.76740,117.27270,1.03240,1.03240,0.96180,1.03240,2.87680,0.1305,0.1275
2018-09-30,5.40100,0.34000,5.06100,1.81600,2.10400,0.00100,3.91900,1.14200,0.22400,1.36600,0.08900,1.27700,1.27700,,1.27700,1.24900,1.14200,21.56400,21.63900,0.06000,0.06000,11.53170,93.70490,21.14420,21.14420,25.29160,23.64380,0.08160,,0.71880,125.21010,2.08720,2.08720,1.92930,2.08720,2.83970,0.0013,0.0011
2018-06-30,3.76000,0.37000,3.39000,1.88700,1.88400,,3.77100,-0.38100,0.20100,-0.18000,0.00800,-0.18800,-0.18800,,-0.18800,-0.27400,-0.38100,21.53400,21.53400,-0.01000,-0.01000,14.03610,90.15960,-10.13300,-10.13300,-4.78720,-5.00000,0.05890,,0.74320,121.09310,-0.31390,-0.31390,-0.29440,-0.31390,2.78290,-0.0641,-0.0659
2018-03-31,2.91100,0.05000,2.86100,1.87500,1.70900,,3.58400,-0.72300,0.16200,-0.56100,-0.06600,-0.49500,-0.49500,,-0.49500,-0.60100,-0.72300,21.54700,21.57300,-0.02000,-0.02000,14.27410,98.28240,-24.83680,-24.83680,-19.27170,-17.00450,0.04550,,0.83220,108.14840,-0.82500,-0.82500,-0.77430,-0.82500,2.78470,-0.03720,-0.04170
2017-12-31,3.06000,0.10200,2.95800,1.88500,1.90300,0.15900,3.62900,-0.67100,0.12000,-0.55100,0.00800,-0.55900,-0.55900,,-0.55900,-0.54200,-0.67100,21.81400,21.87700,-0.02000,-0.02000,12.72110,96.66670,-21.92810,-21.92810,-18.00650,-18.26800,0.04710,,0.80150,112.29410,-0.92340,-0.92340,-0.85950,-0.92340,2.81650,0.1396,0.1387
2017-09-30,5.70700,0.20600,5.50100,2.15100,1.87700,0.01900,4.00900,1.49200,0.10900,1.60100,0.45600,1.14500,1.14500,,1.14500,1.62100,1.49200,21.67900,21.75800,0.05000,0.05000,12.53550,96.39040,26.14330,26.14330,28.05330,20.06310,0.08760,,1.01620,88.56490,1.88980,1.88980,1.75790,1.88980,2.80340,0.0159,0.0155
2017-06-30,2.54200,0.10400,2.43800,1.87600,1.81100,1.31300,2.37400,0.06400,0.12400,0.18800,0.07400,0.11400,0.11400,,0.11400,0.19100,0.06400,21.77400,21.91900,0.01000,0.01000,15.32310,95.90870,2.51770,2.51770,7.39580,4.48470,0.04010,,0.76540,117.58060,0.19060,0.19060,0.17980,0.19060,2.75880,0.0113,0.0092
2017-03-31,4.15600,0.46300,3.69300,1.85700,1.70500,0.09100,3.47100,0.22200,0.08400,0.30600,0.00500,0.30100,0.30100,,0.30100,0.35200,0.22200,22.25500,22.32100,0.01000,0.01000,14.00770,88.85950,5.34170,5.34170,7.36280,7.24250,0.06480,,1.22560,73.43360,0.50030,0.50030,0.46950,0.50030,2.75520,0.00090,0.00060
2016-12-31,3.92900,0.24900,3.68000,1.73500,1.87500,0.57100,3.03900,0.64100,0.06500,0.70600,0.24700,0.45900,0.45900,,0.45900,0.77100,0.64100,22.82900,22.89800,0.02000,0.02000,14.03790,93.66250,16.31460,16.31460,17.96900,11.68240,0.06340,,1.30270,69.08630,0.79360,0.79360,0.74050,0.79360,2.58550,0.0492,0.0489
2016-09-30,5.89900,0.14600,5.75300,1.75200,1.92600,0.23800,3.44000,2.31300,0.07600,2.38900,0.81600,1.57300,1.57300,,1.57300,2.47400,2.31300,22.84700,22.93900,0.07000,0.07000,11.75420,97.52500,39.21000,39.21000,40.49840,26.66550,0.09260,,1.38800,64.84150,2.68220,2.68220,2.46830,2.68220,2.59150,0.0737,0.0726
2016-06-30,6.90400,1.04500,5.85900,1.80200,1.98300,,3.78500,2.07400,0.07200,2.14600,0.71000,1.43600,1.43600,,1.43600,2.23300,2.07400,22.96400,23.12400,0.06000,0.06000,9.03190,84.86390,30.04060,30.04060,31.08340,20.79950,0.10600,,1.24220,72.45370,2.45480,2.45480,2.20380,2.45480,2.55260,-0.0021,-0.0043
2016-03-31,4.83400,0.66100,4.17300,1.64900,1.64400,,3.29300,0.88000,0.06700,0.94700,0.31200,0.63500,0.63500,,0.63500,1.03900,0.88000,22.99300,23.00500,0.03000,0.03000,8.73960,86.32600,18.20440,18.20440,19.59040,13.13610,0.07550,,1.25920,71.47500,1.11030,1.11030,0.99150,1.11030,2.48730,0.04580,0.04560
2015-12-31,6.94700,0.97500,5.97200,1.43700,1.95300,,3.34700,2.62500,0.04200,2.66700,0.84100,1.82600,1.82600,,1.82600,2.78800,2.62500,22.89900,22.96500,0.08000,0.08000,7.72660,85.96520,37.78610,37.78610,38.39070,26.28470,0.10920,,1.46470,61.44670,3.25020,3.25020,2.87020,3.25020,2.44950,0.2014,0.2008
2015-09-30,4.04100,0.41600,3.62500,1.48900,1.70700,,3.19600,0.42900,0.03500,0.46400,-1.73300,2.19700,2.19700,,2.19700,0.59100,0.42900,22.93000,23.01100,0.10000,0.10000,14.86590,89.70550,10.61620,10.61620,11.48230,54.36770,0.07030,0.67530,1.67750,53.65260,4.07110,4.07110,3.82020,4.07110,2.35350,0.0941,0.0921
2015-06-30,4.51000,0.56900,3.94100,1.43900,2.02500,,3.46400,0.47700,0.03300,0.51000,0.19100,0.31900,0.31900,,0.31900,0.63800,0.47700,22.86700,23.02900,0.01000,0.01000,12.90950,87.38360,10.57650,10.57650,11.30820,7.07320,0.07810,284.50000,0.93550,96.20620,0.59440,0.59440,0.55210,0.59440,2.34670,-0.0048,-0.0072
2015-03-31,4.12300,0.54700,3.57600,1.43500,1.75700,,3.19200,0.38400,0.05300,0.43700,0.16500,0.27200,0.27200,,0.27200,0.52700,0.38400,22.86600,22.88700,0.01000,0.01000,16.47850,86.73300,9.31360,9.31360,10.59910,6.59710,0.07330,273.50000,1.26820,70.96530,0.51140,0.51140,0.48360,0.51140,2.32590,0.00040,-0.00020
2014-12-31,4.30900,0.74500,3.56400,1.44500,1.87800,,3.32300,0.24100,0.04400,0.28500,0.04600,0.23900,0.23900,,0.23900,0.37500,0.24100,22.70300,22.78700,0.01000,0.01000,14.04520,82.71060,5.59300,5.59300,6.61410,5.54650,0.07710,,1.19070,75.58830,0.45620,0.45620,0.42760,0.45620,2.29690,0.0317,0.0307
2014-09-30,6.02700,0.70500,5.32200,1.38100,1.91300,2.12700,1.16700,4.15500,0.04300,4.19800,1.59900,2.59900,2.59900,,2.59900,4.29000,4.15500,22.80400,22.89300,0.11000,0.11000,12.95660,88.30260,68.93980,68.93980,69.65320,43.12260,0.10800,352.50000,1.52580,58.98460,4.99720,4.99720,4.65790,4.99720,2.28060,0.1253,0.1248
2014-06-30,6.76700,2.02900,4.73800,1.40000,1.95600,,3.35600,1.38200,-0.00700,1.37500,0.51000,0.86500,0.86500,,0.86500,1.51700,1.38200,22.63000,22.83700,0.04000,0.04000,1.92290,70.01630,20.42270,20.42270,20.31920,12.78260,0.07370,32.20640,1.12190,80.22460,1.79690,1.79690,0.94200,1.79690,2.12330,0.0643,0.0604
2014-03-31,6.61700,2.36500,4.25200,1.27900,1.66200,,2.94100,1.31100,0.08600,1.39700,0.51700,0.88000,0.88000,,0.88000,1.44500,1.31100,22.62600,22.69900,0.04000,0.04000,28.68160,64.25870,19.81260,19.81260,21.11230,13.29910,0.07400,,1.44070,62.47090,1.01550,1.01550,0.98370,1.01550,3.82970,0.05320,0.05270
2013-12-31,5.63800,2.02000,3.61800,1.04300,1.81900,,2.86200,0.75600,0.08400,0.84000,0.31500,0.52500,0.52500,1.06000,1.58500,0.89100,0.75600,22.54300,22.64100,0.08000,0.07000,19.20720,64.17170,13.40900,13.40900,14.89890,28.11280,0.06310,1.26170,1.23050,73.14300,0.61660,0.61660,0.58770,0.61660,3.77200,-0.1262,-0.1282
2013-09-30,4.31400,0.49400,3.82000,1.04300,1.73900,,2.78200,1.03800,0.10700,1.14500,0.35500,0.79000,0.79000,-1.94300,-1.15300,1.14900,1.03800,22.57100,22.57100,-0.05000,-0.05000,12.62690,88.54890,24.06120,24.06120,26.54150,-26.72690,0.04810,,1.56640,57.45480,0.94890,0.95120,0.88120,0.94890,3.68870,0.0636,0.0643
2013-06-30,4.42700,1.15700,3.27000,1.02600,1.70100,,2.72700,0.54300,0.07800,0.62100,0.15600,0.46500,0.46500,-0.15800,0.30700,0.65800,0.54300,22.51700,22.68700,0.01000,0.01000,18.60250,73.86490,12.26560,12.26560,14.02760,6.93470,0.04950,,1.18500,75.95210,0.54810,0.54810,0.52030,0.54810,3.76750,0.159,0.1573
2013-03-31,4.97800,0.19700,4.78100,0.97300,1.60700,0.78000,1.80000,2.98100,0.08200,3.06300,1.09100,1.97200,1.97200,-0.11500,1.85700,3.09300,2.98100,22.51100,22.56400,0.08000,0.08000,22.87180,96.04260,59.88350,59.88350,61.53070,37.30410,0.05630,,0.85400,105.38570,2.32880,2.32880,2.22970,2.32880,3.76120,0.02860,0.02550
2012-12-31,3.06500,0.40400,2.66100,-0.94200,1.17300,,-87.28400,89.94500,-86.30200,3.64300,-2.76000,6.40300,6.40300,-0.43700,5.96600,90.06100,89.94500,21.81400,22.07100,0.29000,0.28000,21.15880,86.81900,2934.58300,2934.58300,118.85820,194.64920,0.03570,,0.66950,134.42740,7.81850,7.81850,7.45800,7.81850,3.63820,-0.066,-3.9069
2012-09-30,5.25600,0.42100,4.83500,1.46600,1.92300,,3.38900,1.44600,15.21200,16.65800,6.57800,10.08000,10.08000,0.21700,10.29700,1.55400,1.44600,22.33900,22.50100,0.46000,0.46000,14.24120,91.99010,27.51140,27.51140,316.93300,195.90940,0.04180,46.77780,1.37590,65.41100,8.60010,8.60010,8.01000,8.60010,5.24260,-0.1527,0.4626
2012-06-30,4.07900,0.36100,3.71800,1.52900,2.07000,,3.59900,0.11900,71.32400,71.44300,16.66700,54.77600,54.77600,0.15000,54.92600,0.23000,0.11900,21.75700,22.09900,2.52000,2.49000,13.69700,91.14980,2.91740,2.91740,1751.48300,1346.55600,0.03640,1.36230,0.94490,95.25130,52.74280,52.74280,48.93200,52.74280,4.66550,-0.5382,2.6837
2012-03-31,4.90400,0.35600,4.54800,1.43600,2.06400,,3.50000,1.04800,0.07800,1.12600,0.00200,1.12400,1.12400,-0.00600,1.11800,1.14800,1.04800,20.72400,20.92800,0.05000,0.05000,19.29140,92.74060,21.37030,21.37030,22.96090,22.79770,0.08270,0.84560,1.42230,63.27900,2.00070,2.00070,1.89620,2.00070,2.70280,0.06400,0.06240
2011-12-31,5.18200,0.55600,4.62600,1.23300,2.16700,,3.40000,1.22600,0.03500,1.26100,,1.26100,1.26100,-0.30200,0.95900,1.33000,1.22600,20.61200,20.77500,0.05000,0.05000,18.08210,89.27060,23.65880,23.65880,24.33420,18.50640,0.08960,1.01650,1.46140,61.58630,2.31060,2.31060,2.17970,2.31060,2.64630,0.0907,0.0807
2011-09-30,5.42000,0.41400,5.00600,1.35700,2.06000,,3.41700,1.58900,0.01200,1.60100,0.00000,1.60100,1.60100,-0.31700,1.28400,1.70700,1.58900,20.59900,20.78000,0.06000,0.06000,19.14960,92.36160,29.31740,29.31740,29.53870,23.69000,0.09580,0.42420,1.51400,59.44650,3.00120,3.00120,2.83030,3.00120,2.59170,0.1491,0.1474
2011-06-30,5.91300,1.53700,4.37600,1.81000,2.84900,,4.65900,-0.28300,0.01600,-0.26700,0.00000,-0.26700,-0.26700,,-0.26700,-0.16300,-0.28300,20.70000,20.70000,-0.01000,-0.01000,16.09470,74.00640,-4.78610,-4.78610,-4.51550,-4.51550,0.10520,1.08780,1.16560,77.21460,-0.50740,-0.50740,-0.47520,-0.50740,2.53380,0.1041,0.1026
2011-03-31,6.35800,1.57700,4.78100,1.96100,2.24800,,4.20900,0.57200,0.02000,0.59200,0.00200,0.59000,0.59000,,0.59000,0.69600,0.57200,20.21900,20.82800,0.03000,0.03000,16.39510,75.19660,8.99650,8.99650,9.31110,9.27960,0.11660,0.93810,1.03890,86.63100,1.15200,1.15200,1.08190,1.15200,2.52310,-0.01520,-0.01790
2010-12-31,6.82200,1.61200,5.21000,1.89800,3.10400,,5.00200,0.20800,0.02200,0.23000,0.00100,0.23000,0.23000,,0.23000,0.35600,0.20800,20.04000,20.52700,0.01000,0.01000,14.70600,76.37060,3.04900,3.04900,3.37140,3.37140,0.12780,0.86530,1.37320,65.54090,0.46110,0.46110,0.43070,0.46110,2.48890,0.0448,0.0392
2010-09-30,6.15100,1.44200,4.70900,2.08200,2.67900,,4.76100,-0.05200,0.12800,0.07600,,0.07600,0.07600,,0.07600,0.07600,-0.05200,20.00000,20.34400,0.00000,0.00000,16.14510,76.55670,-0.84540,-0.84540,1.23560,1.23560,0.11680,0.98230,1.19090,75.57310,0.15410,0.15410,0.14430,0.15410,2.46120,-0.0025,-0.0041
2010-06-30,4.97100,0.91400,4.05700,2.08200,2.46900,,4.55100,-0.49400,0.34600,-0.14800,,-0.14800,-0.14800,,-0.14800,-0.36300,-0.49400,19.92700,19.92700,-0.01000,-0.01000,16.43550,81.61340,-9.93760,-9.93760,-2.97730,-2.97730,0.09570,0.68520,1.09660,82.07000,-0.30440,-0.30440,-0.28510,-0.30440,2.43990,0.0094,0.0084
2010-03-31,5.61600,1.10800,4.50800,2.03500,2.46800,,4.50300,0.00500,0.01800,0.02300,0.00100,0.02200,0.02200,,0.02200,0.13400,0.00500,19.91300,19.92300,0.00000,0.00000,19.01780,80.27070,0.08900,0.08900,0.40950,0.39170,0.10900,1.01650,1.33810,67.25960,0.04530,0.04530,0.04270,0.04530,2.43710,-0.01710,-0.01950
2009-12-31,5.48500,0.83600,4.64900,2.57600,2.49300,,5.06900,-0.42000,6.25100,5.83100,-0.00100,5.83200,5.83200,,5.83200,-0.25900,-0.42000,20.86900,20.87400,0.28000,0.28000,17.87690,84.75840,-7.65720,-7.65720,106.30810,106.32630,0.10660,0.75110,1.53860,58.49590,12.05960,12.05960,11.33440,12.05960,2.44130,0.0299,0.3475
2009-09-30,6.22000,1.57400,4.64600,3.17500,2.63400,,5.80900,-1.16300,0.03100,-1.13200,0.00100,-1.13300,-1.13300,,-1.13300,-0.94900,-1.16300,19.78200,19.78200,-0.06000,-0.06000,13.65980,74.69450,-18.69780,-18.69780,-18.19940,-18.21540,0.13720,1.39290,1.64550,54.69450,-2.68480,-2.68480,-2.49920,-2.68480,2.13330,0.0296,0.0287
2009-06-30,5.76400,1.95200,3.81200,3.05800,2.40000,,5.45800,-1.64600,0.06100,-1.58500,0.00100,-1.58600,-1.58600,,-1.58600,-1.42500,-1.64600,20.66600,20.66600,-0.08000,-0.08000,14.20840,66.13460,-28.55660,-28.55660,-27.49830,-27.51560,0.12610,1.73050,1.24360,72.37160,-3.71790,-3.71790,-3.47080,-3.71790,2.15640,-0.0964,-0.0989
2009-03-31,4.57300,1.42100,3.15200,3.11100,2.29400,,5.40500,-2.25300,0.12500,-2.12800,0.00300,-2.13100,-2.13100,,-2.13100,-2.02600,-2.25300,23.28100,23.28100,-0.09000,-0.09000,18.00190,68.92630,-49.26740,-49.26740,-46.53400,-46.59960,0.08200,0.91210,1.33480,67.42620,-4.03730,-4.03730,-3.81890,-4.03730,2.26720,-0.12580,-0.12900
