Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2011-12-31,0.36980,0.17700,0.19290,0.70950,0.48900,1.19840,-1.00560,-1.54020,-2.54580,-1.05460,-1.49120,-1.49120,-1.49140,-0.93430,-1.00560,4.21970,4.21970,-0.36000,-0.36000,1.65810,0.83500,52.15260,-271.91070,-271.91080,-688.36610,-403.26020,0.00430,0.58680,0.01460,6159.68000,-4.11740,-4.11740,-1.73950,-4.11740,8.61890,-0.2344,-0.2359
2011-09-30,0.34090,0.14940,0.19150,0.63710,0.81560,1.45260,-1.26110,-5.76770,-7.02880,-2.84510,-4.18370,-4.18370,-4.18370,-1.18860,-1.26110,4.21900,4.21900,-0.99000,-0.99000,1.67060,1.00870,56.18280,-369.91670,-369.91670,-2061.79500,-1227.21700,0.00390,0.47650,0.01090,8224.04800,-11.12030,-11.12030,-4.74060,-11.12030,8.92150,-0.147,-0.1608
2011-06-30,0.35810,0.16070,0.19740,0.66980,0.87140,1.54120,-1.34380,0.97690,-0.36690,-0.18230,-0.18450,-0.18450,-0.18430,-1.27820,-1.34380,4.22500,4.22500,-0.04000,-0.04000,1.82840,0.76310,55.12160,-375.21660,-375.21660,-102.43260,-51.46910,0.00370,0.44980,0.00960,9400.30100,-0.40480,-0.40480,-0.19170,-0.40480,10.79090,-0.2466,-0.2519
2011-03-31,0.37750,0.16550,0.21200,0.68960,1.69840,2.38790,-2.17590,-0.21030,-2.38630,-1.06000,-1.32630,-1.32630,-1.32630,-2.09450,-2.17590,4.22600,4.22600,-0.31000,-0.31000,1.90050,0.69100,56.16750,-576.45450,-576.45450,-632.17770,-351.35650,0.00410,0.42600,1.92110,46.84840,-2.87710,-2.87710,-1.43120,-2.87710,10.90790,-0.91450,-0.92300
2010-12-31,0.36140,0.18470,0.17670,0.72040,0.98330,1.70370,-1.52700,4.83320,3.30620,1.03860,2.26750,2.26750,2.26750,-1.45320,-1.52700,4.23720,4.23720,0.53000,0.53000,1.98150,0.56890,48.88370,-422.56180,-422.56160,914.89000,627.47600,0.00400,0.50800,0.01110,8109.40800,4.82500,4.82500,2.48640,4.82500,11.12050,-0.4322,-0.4404
2010-09-30,0.45330,0.18570,0.26750,0.69470,0.85770,1.55240,-1.28490,5.68880,4.40390,1.79910,2.60480,2.60480,2.60480,-1.21090,-1.28490,4.23270,4.23270,0.62000,0.62000,2.17920,0.43680,59.02280,-283.45890,-283.45890,971.56420,574.65550,0.00530,0.48630,1.57510,57.14020,5.39130,5.39130,3.02010,5.39130,11.43010,-0.2902,-0.2964
2010-06-30,0.36830,0.16540,0.20290,0.73460,0.97340,1.70800,-1.50510,1.65350,0.14840,-0.03990,0.18840,0.18840,0.18840,-1.43000,-1.50510,4.24200,4.24200,0.04000,0.04000,2.06220,0.61910,55.09190,-408.61780,-408.61780,40.29250,51.13760,0.00460,0.38070,1.88490,47.74890,0.43740,0.43740,0.23480,0.43740,13.61510,-0.1722,-0.1909
2010-03-31,0.39630,0.19180,0.20450,0.89200,0.65470,1.54660,-1.34220,1.83380,0.49170,0.58410,-0.09240,-0.09240,-0.09240,-1.26840,-1.34220,4.24700,4.24700,-0.02000,-0.02000,2.06720,0.61060,51.60470,-338.69560,-338.69560,124.07460,-23.32210,0.00460,0.42730,0.06230,1445.17300,-0.19820,-0.19820,-0.10620,-0.19820,10.98370,-0.44830,-0.47650
2009-12-31,0.46000,0.17160,0.28840,0.87530,0.81430,1.68950,-1.40120,0.64800,-0.75320,0.74530,-1.49850,-1.49850,-1.49850,-1.33350,-1.40120,4.26300,4.28500,-0.35000,-0.36000,2.60800,0.31540,62.70340,-304.60310,-304.60310,-163.74050,-325.76470,0.00610,0.37760,0.02730,3300.71100,-3.14640,-3.14640,-1.99300,-3.14640,11.20600,-0.2477,-0.2903
2009-09-30,0.41440,0.17880,0.23560,0.68380,0.79920,1.48300,-1.24740,3.94610,2.69870,0.07280,2.62580,2.62580,2.62580,-1.17800,-1.24740,4.25100,4.25100,0.62000,0.62000,2.60860,0.31380,56.86290,-301.03890,-301.03890,651.26570,633.68590,0.00520,0.37500,2.33530,38.53910,5.22600,5.22600,3.30070,5.22600,11.82260,-0.1172,-0.2161
2009-06-30,0.38040,0.20210,0.17830,0.65350,0.87090,1.52440,-1.34610,7.97100,6.62490,0.38620,6.23870,6.23870,6.23870,-1.27790,-1.34610,4.26400,4.26400,1.46000,1.46000,2.41860,0.13270,46.87820,-353.84740,-353.84740,1741.46700,1639.95000,0.00510,0.44780,1.76930,50.86700,13.83160,13.83160,8.32730,13.83160,10.60290,-0.1689,-0.2899
2009-03-31,0.43400,0.15250,0.28160,0.61260,0.78350,1.39600,-1.11450,-0.30400,-1.41850,0.12480,-1.54330,-1.54330,-1.54330,-1.04090,-1.11450,4.28600,4.28600,-0.36000,-0.36000,1.97290,0.25580,64.87210,-256.77440,-256.77440,-326.81800,-355.56530,0.00700,0.33770,2.02710,44.39940,-4.81890,-4.81890,-2.47470,-4.81890,7.47390,-0.69210,-0.92250
