Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,11.20180,8.36090,,-19.56270,63.97190,44.40920,,44.40920,44.40920,44.40920,-19.53400,-19.56270,23.22700,25.47600,1.91000,-0.89000,1.07200,,-0.38760,,,,,,,,,-53.07440,-53.07440,94.30360,-53.07440,-3.57490,0.2297,0.2297
2024-03-31,,,13.50890,5.43100,,-18.94000,-95.34620,-114.28610,0.00280,-114.28890,-114.28890,-114.28890,-18.91180,-18.94000,14.27000,14.27000,-8.01000,-8.01000,1.06850,,-0.33330,,,,,,,,,85.14020,85.14020,-193.61600,85.14020,-6.09800,-1.262,-1.262
2023-12-31,,,4.52940,5.79380,,-10.32310,-0.85510,-11.17820,,-11.17820,-11.17820,-11.17820,-10.29490,-10.32310,13.01290,13.01290,-0.80000,-0.80000,0.44350,,-1.50120,,,,,,,,,45.91900,45.91900,-51.54830,45.91900,-1.87070,-1.00150,-1.00150
2023-09-30,,,4.94410,7.51500,,-12.45900,-0.53170,-12.99080,,-12.99080,-12.99080,-12.99080,-12.44780,-12.45900,12.50890,12.50890,-1.07000,-1.07000,0.66290,,-2.46270,,,,,,,,,89.97760,89.97760,-40.21830,89.97760,-1.10950,-1.0816,-1.0816
2023-06-30,,,11.10150,7.03990,,-18.14140,-2.53370,-20.67510,,-20.67510,-20.67510,-20.67510,-18.13020,-18.14140,12.84400,12.84400,-1.61000,-1.61000,0.86160,,-6.31320,,,,,,,,,375.71720,375.71720,-46.51610,375.71710,-0.42540,-1.0279,-1.0279
2023-03-31,,,0.54490,6.29300,,-6.83790,0.18640,-6.65150,0.00280,-6.65430,-6.65430,-6.65430,-6.82690,-6.83790,12.83300,12.83300,-0.52000,-0.52000,1.21880,,3.03530,,,,,,,,,-63.44830,-63.44830,-12.31730,-63.44830,0.81720,-0.5431,-0.5431
2022-12-31,,,9.86240,5.82560,,-15.68800,-2.97450,-18.66250,,-18.66250,-18.66250,-18.66250,-15.67730,-15.68800,11.37060,11.37060,-1.60000,-1.60000,4.08940,0.66880,2.02010,,,,,,,,,-118.42720,-118.42740,-29.77030,-39.22370,1.22790,-0.78280,-0.78280
2022-09-30,,,8.98950,4.99800,,-13.98750,-0.36880,-14.34420,0.00080,-14.34500,-14.34500,-14.34500,-13.93610,-13.98750,10.60400,10.60400,-1.20000,-1.20000,1.39490,0.00050,1.25120,,,,,,,,,-164.19510,-164.19510,-50.28440,-164.11490,0.76870,-1.1339,-1.1339
2022-06-30,,,11.24920,5.77480,,-17.02400,-0.51600,-17.54000,,-17.54000,-17.54000,-17.54000,-16.97270,-17.02400,11.02490,11.02490,-1.60000,-1.60000,2.03550,0.00040,0.52190,,,,,,,,,-87.34130,-87.34130,-45.45480,-87.30930,1.77760,-1.8988,-1.8988
2022-03-31,,,12.21970,6.68990,,-18.90960,-0.78090,-19.70260,0.00200,-19.70460,-19.70460,-19.70460,-18.85850,-18.90960,10.95340,10.95340,-1.80000,-1.80000,2.11860,0.00030,0.63430,,,,,,,,,-54.79170,-54.79170,-29.11160,-54.77590,3.18550,-1.1438,-1.1438
