Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.22740,0.93800,-2.16540,-0.15600,-2.32140,-2.32140,-2.32140,-2.32140,-2.03790,-2.16540,14.68500,14.68500,-0.16000,-0.16000,1.58170,,,-140.50550,-140.50580,-58.97680,-140.50580,0.09570,0.1963,0.1961
2024-06-30,3.08160,2.03230,-5.11390,-0.07690,-5.19080,-5.19080,-5.19080,-5.19080,-4.97110,-5.11390,7.05110,7.05110,-0.74000,-0.74000,1.25240,,,-392.56740,-392.56730,-107.59080,-392.56720,0.18200,-0.1246,-0.125
2024-03-31,1.75900,1.53000,-3.28900,-0.03780,-3.32680,-3.32680,-3.32680,-3.32680,-3.14730,-3.28900,5.14240,5.14240,-0.65000,-0.65000,2.48100,,,-72.56980,-72.56980,-45.63240,-72.56980,0.78930,-0.76560,-0.76640
2023-12-31,3.36360,0.73400,-4.09760,0.01000,-4.08750,-4.08750,-4.08750,-4.08750,-3.95740,-4.09760,0.17900,0.17900,346.28000,346.28000,1.27640,,,-249.11670,-249.11690,-79.06740,-249.11700,2.61510,12.4613,12.5879
2023-09-30,3.34260,1.96760,-5.31030,0.01030,-5.30000,-5.30000,-5.30000,-5.30000,-5.17150,-5.31030,0.10940,0.10940,-48.44000,-48.44000,1.67440,,,-119.37130,-119.37140,-51.81890,-119.37140,16.61680,178.5999,179.2911
2023-06-30,2.96590,2.15710,-5.12300,0.78130,-4.34170,-4.34170,-4.34170,-4.34170,-4.98540,-5.12300,0.03050,0.03050,-142.38000,-142.38000,1.38870,,,-207.48990,-207.49010,-73.81820,-207.49010,42.90750,-49.2775,-49.6006
2023-03-31,2.59140,2.29630,-4.88770,0.07080,-4.81690,-4.81690,-4.81690,-4.81690,-4.78750,-4.88770,0.01860,0.01860,-259.07000,-259.07000,0.79760,,,2034.26700,2034.24600,-86.16270,2034.24700,-11.97160,-242.75540,-243.44900
2022-12-31,2.68670,2.80870,-5.49550,0.36140,-5.13410,-5.13410,-5.13410,-5.13410,-5.46600,-5.49550,0.01620,0.01620,-314.39000,-314.39000,1.69750,,,-158.42450,-158.42450,-67.66030,-158.42450,199.77170,-247.7745,-249.5137
2022-09-30,3.04400,1.90950,-4.95360,0.66400,-4.28960,-4.28960,-4.28960,-4.28960,-4.92880,-4.95360,0.01620,0.01620,-264.40000,-264.40000,3.06780,,,-52.03190,-52.03190,-35.70040,-52.03190,508.22520,-272.6021,-272.6021
2022-06-30,2.62000,2.08730,-4.70730,0.03610,-4.67120,-4.67120,-4.67120,-4.67120,-4.68460,-4.70730,0.01620,0.01620,-288.00000,-288.00000,8.05950,,,-37.58570,-37.58570,-32.99950,-37.58570,766.15420,-207.8835,-210.4755
2022-03-31,1.88160,1.59590,-3.47750,0.00740,-3.47010,-3.47010,-3.47010,-3.47010,-3.45590,-3.47750,0.01620,0.01620,-216.00000,-216.00000,10.07730,,,-20.41120,-20.41120,-18.40880,-20.41120,1048.04100,-243.41490,-245.30480
2021-12-31,1.28550,1.70070,-2.98620,0.18700,-2.79930,-2.79930,-2.79930,-2.79930,-2.95720,-2.98620,0.01050,0.01050,-119.99990,-119.99990,8.97050,,,-13.71890,-13.71890,-12.20340,-13.71890,1264.93700,-245.6187,-257.7921
2021-09-30,0.99290,1.36700,-2.35990,0.03020,-2.32970,-2.32970,-2.32970,-2.32970,-2.35240,-2.35990,0.01440,0.01440,-160.00000,-160.00000,11.43190,,,-10.06130,-10.06130,-9.18660,-10.06130,1435.46700,-165.8365,-163.1224
2021-06-30,0.21180,0.14380,-0.35550,3.12640,2.77090,2.77090,2.77090,2.77090,-0.35080,-0.35550,0.00680,0.00680,408.00000,408.00000,0.35240,-0.73050,-0.42210,-55.02100,-55.02100,182.02510,-95.21130,-868.99840,1.4878,0.0313
2021-03-31,0.26380,0.18570,-0.44950,-4.03590,-4.48530,-4.48530,-4.48530,-4.48530,-0.44820,-0.44950,0.00580,0.00580,-775.99990,-775.99990,,,,,,,,,-90.09990,-103.09340
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,40.9782,40.9782
2020-09-30,0.05390,0.18560,-0.23950,-1.12020,-1.37390,-1.37390,-1.37390,-1.37390,-0.23950,-0.23950,0.00580,0.00580,-240.00000,-240.00000,,,,,,,,,-22.5763,-22.5763
2020-06-30,0.07500,0.01660,-0.09160,-0.03560,-0.12720,-0.12720,-0.12720,-0.12720,-0.09160,-0.09160,0.00580,0.00580,-24.00000,-24.00000,,,,,,,,,-18.4019,-18.4019
