Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,26.47100,6.09600,,-32.56700,1.86000,-30.70700,0.00000,-30.70700,-30.70700,-30.70700,-33.32700,-32.56700,52.69400,52.69400,-0.58000,-0.58000,4.82050,0.06710,0.07190,,,,,,,,,-22.44550,-22.44550,-16.53450,-20.94010,2.59380,-0.4612,-0.464
2024-06-30,,,,34.65300,6.87200,,-41.52500,2.12600,-39.39900,0.00000,-39.39900,-39.39900,-39.39900,-42.55600,-41.52500,51.83100,51.83100,-0.76000,-0.76000,4.38790,0.05780,0.06130,,,,,,,,,-24.72990,-24.72990,-18.35770,-23.30120,3.03730,-0.4876,-0.4892
2024-03-31,,,,31.71700,6.04500,,-37.76200,2.18100,-35.58100,,-35.58100,-35.58100,-35.58100,-39.03700,-37.76200,50.12100,50.12100,-0.71000,-0.71000,5.20860,0.05580,0.05910,,,,,,,,,-21.67000,-21.67000,-16.73220,-20.46080,3.26580,-0.75660,-0.75960
2023-12-31,,,,41.78400,6.23900,,-48.02300,2.55100,-45.47200,,-45.47200,-45.47200,-45.47200,-49.63300,-48.02300,42.98800,42.98800,-0.92000,-0.92000,5.24040,0.04840,0.05080,,,,,,,,,-23.96900,-23.96900,-18.74720,-22.81000,3.79790,-0.8287,-0.8309
2023-09-30,,,,45.76600,7.50900,,-53.27500,2.28500,-50.99000,0.00000,-50.99000,-50.99000,-50.99000,-54.84500,-53.27500,41.14800,41.14800,-1.24000,-1.24000,5.66480,0.05370,0.05670,,,,,,,,,-30.21590,-30.21590,-23.16600,-28.59350,4.10070,-0.7476,-0.7156
2023-06-30,,,,29.48200,7.29500,,-36.77700,2.61800,-34.15900,0.00000,-34.15900,-34.15900,-34.15900,-38.15800,-36.77700,40.87500,40.87500,-0.84000,-0.84000,12.49490,0.04280,0.04470,,,,,,,,,-16.06030,-16.06030,-13.88960,-15.37280,5.18860,-0.7756,-0.8181
2023-03-31,,,,24.76300,7.44000,,-32.20300,2.01900,-30.18400,,-30.18400,-30.18400,-30.18400,-33.04300,-32.20300,40.86300,40.86300,-0.74000,-0.74000,10.62250,0.03780,0.03930,,,,,,,,,-12.55640,-12.55640,-10.85220,-12.08140,5.88280,-0.68070,-0.69760
2022-12-31,,,,25.19700,7.02200,,-32.21900,1.57400,-30.64500,,-30.70900,-30.70900,-30.70900,-32.75400,-32.21900,40.70000,40.70000,-0.75000,-0.75000,9.56640,0.03440,0.03560,,,,,,,,,-11.65590,-11.65590,-10.01960,-11.25480,6.44780,-0.5097,-0.5194
2022-09-30,,,,29.38200,7.29900,,-36.68100,1.36100,-35.32000,0.00000,-35.32000,-35.32000,-35.32000,-36.94500,-36.68100,40.74700,40.74700,-0.87000,-0.87000,11.52030,,,,,,,,,,,-12.30820,-12.30820,-11.11780,-12.30820,7.04240,-0.7566,-0.7612
2022-06-30,,,,26.74800,7.04100,,-33.78900,0.86900,-32.92000,0.00000,-32.92000,-32.92000,-32.92000,-33.70900,-33.78900,40.68800,40.68800,-0.81000,-0.81000,13.22840,,,,,,,,,,,-10.40720,-10.40720,-9.51400,-10.40720,7.76340,-0.4169,-0.4232
