Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,27.32700,7.85500,-35.18200,2.45700,-32.72500,-32.72500,-32.72500,-32.72500,-35.98500,-35.18200,41.44300,41.44300,-0.79000,-0.79000,7.85390,0.00180,0.00810,,,,,,,,,-19.59320,-19.59320,-15.44900,-19.55730,4.29030,-0.558,-0.5583
2024-06-30,,,19.46100,8.32700,-27.78800,2.71600,-25.07200,-25.07200,-25.07200,-25.07200,-27.59400,-27.78800,40.93400,40.93400,-0.61000,-0.61000,13.45380,0.00490,0.00760,,,,,,,,,-12.97420,-12.97420,-10.85460,-12.91050,5.01270,-0.4796,-0.4863
2024-03-31,,,18.87300,7.98900,-26.86200,2.55900,-24.30300,-24.30300,-24.30300,-24.30300,-27.07500,-26.86200,38.15500,38.15500,-0.64000,-0.64000,14.93770,0.00520,0.00760,,,,,,,,,-11.53310,-11.53310,-9.77240,-11.47320,5.56970,-0.66030,-0.66420
2023-12-31,,,15.45300,6.81200,-22.26500,1.92900,-20.33600,-20.33600,-20.33600,-20.33600,-23.20300,-22.26500,19.88400,19.88400,-0.99000,-0.99000,8.93670,0.00970,0.01350,,,,,,,,,-16.07830,-16.07830,-12.32940,-15.92300,6.20400,-1.0796,-1.0848
2023-09-30,,,16.70200,6.41200,-23.11400,2.13400,-20.98000,-20.98000,-20.98000,-20.98000,-23.51000,-23.11400,20.06000,20.06000,-1.05000,-1.05000,9.37950,0.00930,0.01250,,,,,,,,,-14.53300,-14.53300,-11.35720,-14.39720,7.19570,-0.8365,-0.8545
2023-06-30,,,19.77700,7.12900,-26.84300,2.21400,-24.62900,-24.62900,-24.62900,-24.62900,-26.19800,-26.84300,19.66400,19.66400,-1.25000,-1.25000,10.55560,0.00900,0.01160,,,,,,,,,-15.04260,-15.04260,-12.03050,-14.90770,8.16840,-1.3897,-1.4169
2023-03-31,,,24.63100,7.39900,-32.03000,1.96000,-30.07000,-30.07000,-30.07000,-30.07000,-31.16800,-32.03000,19.56800,19.56800,-1.54000,-1.54000,9.39260,0.00860,0.01080,,,,,,,,,-16.36130,-16.36130,-13.09740,-16.22050,9.38980,-1.43070,-1.45650
2022-12-31,0.00000,0.00000,21.29000,7.61800,-34.56600,19.41500,-15.15100,-15.15100,-15.15100,-15.15100,-34.30300,-34.56600,8.51200,8.51200,-0.69000,-0.69000,9.75820,0.00800,0.01120,,,,,,0.00000,,,-7.15800,-7.15800,-5.82170,-7.10080,10.82300,-3.0813,-3.1581
2022-09-30,,,14.00500,7.12700,-21.13200,0.72200,-20.41000,-20.41000,-20.41000,-20.41000,-20.71100,-21.13200,7.53300,7.53300,-2.71000,-2.71000,8.71550,,0.00250,,,,,,,,,-14.24530,-14.24530,-11.06390,-14.24530,19.01970,-2.7051,-2.7366
2022-06-30,6.16900,6.16900,23.18000,6.85100,-25.38200,0.29000,-25.09200,-25.09200,-25.09200,-25.09200,-24.50500,-25.38200,7.52400,7.52400,-3.33000,-3.33000,7.84780,,0.00250,100.00000,-411.44430,-411.44430,-406.74340,-406.74340,0.02960,,,-15.46650,-15.46650,-12.03480,-15.46650,21.53150,-2.1021,-2.253
2022-03-31,1.92500,1.92500,19.94500,7.35200,-25.37200,0.04400,-25.32800,-25.32800,-25.32800,-25.32800,-24.29200,-25.37200,7.50700,7.50700,-3.37000,-3.37000,9.13390,0.00120,0.00250,100.00000,-1318.02600,-1318.02600,-1315.74000,-1315.74000,0.00930,137.50000,0.65450,-13.65310,-13.65310,-12.20300,-13.63610,24.66080,-3.62200,-3.64650
2021-12-31,3.15400,3.15400,14.59500,7.21100,-18.65200,0.04200,-18.61000,-18.61000,-18.61000,-18.61000,-17.31000,-18.65200,7.11800,7.11800,-2.34270,-2.34270,9.43230,0.00140,0.00250,100.00000,-591.37600,-591.37600,-590.04410,-590.04440,0.01360,28.67270,3.13890,-8.93800,-8.93800,-8.00840,-8.92550,28.30490,-3.3275,-3.4246
2021-09-30,3.53700,3.53700,14.42500,7.14300,-18.03100,0.04800,-17.98300,-17.98300,-17.98300,-17.98300,-16.75200,-18.03100,7.48800,7.48800,-2.40000,-2.40000,10.59400,0.00160,0.00260,100.00000,-509.78230,-509.78230,-508.42520,-508.42520,0.01420,5.95450,15.11450,-8.05100,-8.05100,-7.22250,-8.03830,30.36170,-2.4621,-2.4937
2021-06-30,3.59400,3.59400,15.51300,6.76600,-18.68500,-0.01000,-18.69500,-18.69500,-18.69500,-18.69500,-17.95900,-18.68500,7.49030,7.49030,-2.54870,-2.54870,11.31420,0.00170,0.00270,100.00000,-519.89420,-519.89420,-520.17250,-520.17250,0.01350,12.56640,7.16190,-7.85710,-7.85710,-7.03200,-7.84350,32.34290,-1.547,-1.5924
2021-03-31,3.33500,3.33500,14.20600,6.01500,-16.88600,-0.01400,-16.90000,-16.90000,-16.90000,-16.90000,-16.15200,-16.88600,5.95410,5.95410,-2.84860,-2.84860,12.01520,0.00190,0.00270,100.00000,-506.32690,-506.32690,-506.74670,-506.74660,0.01170,11.91070,7.55620,-6.67980,-6.67980,-5.92400,-6.66750,34.39240,-3.58840,-3.59430
2020-12-31,,,15.72300,5.62400,-21.34700,-0.01600,-21.36300,-21.36300,-21.36300,-21.36300,-20.55100,-21.34700,3.46200,3.46200,-4.66040,-4.66040,6.49110,0.00400,0.00550,,,,,,,,,-16.17360,-16.17360,-12.48070,-16.10950,23.32670,1.6275,1.6283
