,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$-0.02,$0.01
1,2024-08-06,2024-06-30,$-0.03,$-0.08
2,2024-05-08,2024-03-31,$-0.05,$-0.05
3,2024-03-13,2023-12-31,--,$0.04
4,2023-11-07,2023-09-30,$-0.01,$-0.03
5,2023-08-08,2023-06-30,$0.00,$-0.02
6,2023-05-09,2023-03-31,$0.00,$-0.03
7,2023-02-28,2022-12-31,$0.02,$0.03
8,2022-11-09,2022-09-30,$0.02,$0.01
9,2022-08-10,2022-06-30,$0.02,$0.00
10,2022-05-11,2022-03-31,$0.01,$-0.02
11,2022-02-23,2021-12-31,--,$0.05
12,2021-11-08,2021-09-30,$0.00,$0.00
13,2021-09-02,2021-06-30,$0.03,$0.00
