Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2024-06-30,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2024-03-31,64.95900,27.63200,37.32700,7.07500,35.48300,-15.93200,53.25900,13.58800,66.84700,0.13800,66.70900,,66.49500,,55.22000,67.07600,53.25900,104.00000,104.00000,0.53000,0.53000,1.28160,0.24230,0.45060,57.46240,81.98860,81.98860,102.90650,85.00750,0.01590,,2.10330,42.78950,2.50740,2.50740,1.63000,1.89980,25.49970,0.35070,-0.84510
2023-12-31,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-0.5558,-0.3124
2023-03-31,73.96800,18.80900,55.15900,10.06800,-75.95400,98.59900,-43.44000,-50.34700,-93.78700,0.25200,-94.03900,,-92.75800,0.18900,-101.86300,-30.80300,-43.44000,107.26600,107.67300,-0.95000,-0.95000,2.15940,0.24050,0.44960,74.57140,-58.72810,-58.72810,-126.79400,-137.71220,0.01860,,2.03470,44.23350,-3.58620,-3.58620,-2.33690,-2.72380,,0.55580,0.31240
2022-06-30,67.22700,18.84000,48.38700,9.91900,167.87700,-144.82000,193.20700,-37.34600,155.86100,-0.19000,156.05100,,160.11600,126.42200,230.03200,220.37300,193.20700,,,,0.00000,2.51020,0.27580,0.51830,71.97560,287.39500,287.39500,231.84280,342.17210,0.01590,,,,6.00410,6.00410,3.79170,4.34830,,-0.3647,0.3716
2022-03-31,72.93800,18.81900,54.11900,10.18200,213.77900,-189.87200,243.99100,376.21200,620.20300,0.36000,619.84300,,618.78700,-208.77300,345.18200,257.99400,243.99100,108.24400,108.42600,5.20000,5.19000,1.74400,0.30680,0.64620,74.19860,334.51840,334.51840,850.31530,473.25400,0.01510,,,,24.35560,24.35560,12.80650,16.88240,,0.36470,-0.37160
2021-12-31,-28.07300,-27.34500,-0.72800,8.09900,42.21400,-47.38100,46.65300,-39.64400,7.00900,0.95000,6.05900,,7.70000,38.11100,8.00900,22.29200,46.65300,,,,0.00000,0.70810,0.29700,0.74530,2.59320,-166.18470,-166.18480,-24.96710,-28.52930,-0.00570,-51.01680,-0.97100,-92.68980,0.35350,0.35350,0.15560,0.24850,20.12440,0,0
2021-09-30,106.60300,33.32200,73.28100,8.60300,73.90300,-38.81100,112.09200,-166.74000,-54.64800,0.15200,-54.80000,,-55.51800,-0.11700,-90.95500,139.27300,112.09200,,,,0.00000,0.49740,0.32820,1.05990,68.74200,105.14900,105.14900,-51.26310,-85.32120,0.02220,,,,-2.57900,-2.57900,-1.15560,-1.73270,,0,0
2021-06-30,104.28700,33.67500,70.61200,10.07000,77.07400,-40.51100,111.12300,-178.82700,-67.70400,0.15600,-67.86000,,-67.02100,574.35600,471.43300,149.46200,111.12300,,,,0.00000,0.61770,0.32290,1.07430,67.70930,106.55500,106.55500,-64.92090,452.05350,0.02110,,,,-3.02590,-3.02590,-1.35500,-2.04870,,0,0
2021-03-31,77.45600,25.38300,52.07300,8.53900,8.95100,15.23400,36.83900,14.09000,50.92900,0.18200,50.74700,,50.06500,13.03900,25.36400,52.81000,36.83900,,,,0.00000,0.35110,0.37720,1.41070,67.22910,47.56120,47.56120,65.75220,32.74630,0.01780,22.09140,2.59150,34.72950,2.97520,2.97520,1.15220,1.85310,,0.00000,
2020-12-31,118.68400,32.00900,86.67500,8.58700,-5.75700,41.17000,45.50500,-10.81300,34.69200,0.38300,34.30900,,176.76600,-138.12400,8.12600,73.18400,45.50500,96.98300,96.98300,-1.76300,-1.76300,0.45570,0.45620,1.44160,73.03010,38.34130,38.34130,29.23060,6.84680,0.02750,20.88000,4.00310,22.48260,10.84020,10.84020,4.09730,5.89500,14.83160,1.5032,0.3478
2020-09-30,95.15200,28.70900,66.44300,7.98900,-0.94700,35.81100,30.63200,-18.75300,11.87900,0.21600,11.66300,,8.10400,,-21.80200,57.37100,30.63200,,,,0.00000,0.15200,0.46920,1.69390,69.82830,32.19270,32.19270,12.48420,-22.91280,0.02170,6.49080,5.15650,17.45390,0.54010,0.54010,0.18480,0.28670,,0,0
2020-06-30,102.24200,25.78200,76.46000,8.59400,-12.52600,48.10200,28.35800,-12.23300,16.12500,0.18500,15.94000,,-123.42500,,-155.63400,56.61100,28.35800,,,,0.00000,0.17190,0.47510,1.71370,74.78340,27.73620,27.73620,15.77140,-152.22120,0.02340,,,,-8.31150,-8.31150,-2.82490,-4.36240,,-0.0624,1.0404
2020-03-31,122.55900,35.06000,87.49900,10.14100,-28.96000,66.34100,21.15800,-74.27600,-53.11800,0.19700,-53.31500,,-53.38600,-37.86500,-104.24700,50.30000,21.15800,98.64300,98.64300,-1.05700,-1.05700,0.18180,0.45040,1.58240,71.39340,17.26350,17.26350,-43.34080,-85.05860,0.02700,,,,-3.30350,-3.30350,-1.17470,-1.81540,,0.06240,-1.04040
2019-12-31,139.04800,33.13800,105.91000,11.83400,3.14100,37.01400,68.89600,-25.90700,42.98900,0.36900,42.62000,,44.45100,,24.76800,99.21600,68.89600,,,,0.00000,0.25720,0.42510,1.44840,76.16800,49.54840,49.54840,30.91670,17.81260,0.03000,26.98530,5.45930,16.48570,2.53890,2.53890,0.95960,1.45950,17.28320,0,0
2019-09-30,98.67000,34.00000,64.67000,12.63200,-37.27600,78.33600,-13.66600,-39.25600,-52.92200,0.27400,-53.19600,,-60.95700,,-82.30100,16.57800,-13.66600,,,,0.00000,0.39690,0.48280,1.50970,65.54170,-13.85020,-13.85020,-53.63540,-83.41040,0.02090,,,,-3.60260,-3.60260,-1.29210,-1.86330,,0,0
2019-06-30,96.74500,45.24500,51.50000,14.16000,-32.65400,74.93500,-23.43500,-37.80400,-61.23900,0.17600,-61.41500,,-88.38500,,-112.68200,6.40600,-23.43500,,,,0.00000,0.43240,0.48610,1.40160,53.23270,-24.22350,-24.22350,-63.29940,-116.47320,0.02090,,,,-5.02040,-5.02040,-1.91130,-2.58010,,0,0
2019-03-31,114.28700,47.74800,66.53900,13.54500,4.03300,37.67500,28.86400,-33.24400,-4.38000,0.20500,-4.58500,,-17.48400,,-41.74100,58.01900,28.86400,,,,0.00000,0.50940,0.47000,1.40260,58.22100,25.25570,25.25570,-3.83250,-36.52300,0.02420,,,,-0.97580,-0.97580,-0.37020,-0.51720,,0.00000,
2018-12-31,181.93900,69.18400,112.75500,12.67500,-174.60300,215.57300,-102.81800,-52.65300,-155.47100,0.62700,-156.09800,,-310.18700,,-312.95700,-73.53900,-102.81800,,,,0.00000,0.64980,0.50130,1.40510,61.97410,-56.51240,-56.51230,-85.45230,-172.01200,0.03790,9.87500,2.80260,32.11310,-16.98920,-16.98920,-6.45340,-8.47300,18.02330,0,0
2018-09-30,123.10100,53.58700,69.51400,14.77500,106.25900,-62.95600,132.47000,-37.77000,94.70000,0.15600,94.54400,,97.21200,,66.21200,162.71300,132.47000,,,,0.00000,0.62420,0.45450,1.22050,56.46910,107.61080,107.61080,76.92870,53.78670,0.02370,,,,4.52910,4.52910,1.87410,2.47040,,0,0
