Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2797.00000,584.00000,2213.00000,626.00000,1169.00000,,1795.00000,418.00000,98.00000,516.00000,84.00000,432.00000,432.00000,432.00000,702.00000,418.00000,206.15800,208.55200,2.09000,2.07000,1.13410,0.13810,0.16030,79.12050,14.94460,14.94460,18.44830,15.44510,0.15170,2.13840,42.08800,4.65020,5.54910,2.34350,4.00780,45.02780,3.1834,2.2217
2024-06-30,2627.00000,552.00000,2075.00000,643.00000,1192.00000,,1835.00000,240.00000,94.00000,334.00000,72.00000,262.00000,262.00000,262.00000,508.00000,240.00000,205.64400,207.79900,1.27000,1.26000,1.11840,0.14650,0.17170,78.98740,9.13590,9.13590,12.71410,9.97340,0.14430,1.73060,52.00610,3.02330,3.63540,1.43900,2.58030,42.09720,2.9801,1.7196
2024-03-31,2603.00000,520.00000,2083.00000,606.00000,1145.00000,,1751.00000,332.00000,93.00000,425.00000,78.00000,347.00000,347.00000,347.00000,593.00000,332.00000,205.10800,207.68400,1.69000,1.67000,1.04820,0.15510,0.18350,80.02310,12.75450,12.75450,16.32730,13.33080,0.14840,1.99310,45.15560,4.28030,5.21100,1.97790,3.61650,39.47280,6.45690,5.80690
2023-12-31,2437.00000,516.00000,1921.00000,562.00000,1089.00000,,1651.00000,270.00000,77.00000,347.00000,52.00000,295.00000,295.00000,295.00000,550.00000,270.00000,204.13700,205.59100,1.44000,1.44000,1.05590,0.16320,0.19510,78.82640,11.07920,11.07920,14.23880,12.10510,0.14020,1.19700,75.19080,3.86730,4.77890,1.69670,3.23610,37.25990,7.8358,6.5592
2023-09-30,2288.00000,496.00000,1792.00000,549.00000,1012.00000,,1561.00000,231.00000,68.00000,299.00000,57.00000,242.00000,242.00000,242.00000,492.00000,231.00000,204.46400,206.27700,1.18000,1.17000,1.07950,0.17150,0.20700,78.32170,10.09620,10.09620,13.06820,10.57690,0.15160,1.95890,45.94410,3.36950,4.21900,1.60360,2.79160,35.02480,1.4753,0.8225
2023-06-30,2150.00000,471.00000,1679.00000,521.00000,1041.00000,,1562.00000,117.00000,57.00000,174.00000,-870.00000,1044.00000,1044.00000,1044.00000,365.00000,117.00000,204.02100,205.35100,5.12000,5.08000,1.14500,0.17680,0.21470,78.09300,5.44190,5.44190,8.09300,48.55810,0.14410,1.96710,45.75350,15.07360,17.65300,6.99590,12.40940,33.90660,2.801,2.1625
2023-03-31,2096.00000,438.00000,1658.00000,492.00000,1022.00000,,1514.00000,144.00000,44.00000,188.00000,38.00000,150.00000,150.00000,150.00000,376.00000,144.00000,203.38500,204.26300,0.74000,0.73000,1.16890,0.20970,0.26540,79.10310,6.87020,6.87020,8.96950,7.15650,0.15400,1.89000,47.61930,2.67860,3.28590,1.10180,2.11690,27.48600,4.41590,3.60810
2022-12-31,1940.00000,415.00000,1525.00000,454.00000,916.00000,,1370.00000,155.00000,28.00000,183.00000,33.00000,150.00000,150.00000,150.00000,370.00000,155.00000,201.43000,203.53500,0.74000,0.74000,1.10810,0.22800,0.29530,78.60830,7.98970,7.98970,9.43300,7.73200,0.14590,1.12460,80.02580,2.98090,3.77260,1.12790,2.30130,24.80260,5.6934,4.99
2022-09-30,1831.00000,400.00000,1431.00000,456.00000,884.00000,,1340.00000,91.00000,11.00000,102.00000,22.00000,80.00000,80.00000,80.00000,292.00000,91.00000,202.04500,203.12100,0.39000,0.39000,1.23560,0.24720,0.32830,78.15400,4.97000,4.97000,5.57070,4.36920,0.16490,2.03900,44.13980,1.76870,2.28900,0.72030,1.33160,22.43400,1.3014,0.5045
2022-06-30,1752.00000,389.00000,1363.00000,444.00000,897.00000,,1341.00000,22.00000,7.00000,29.00000,9.00000,20.00000,20.00000,20.00000,213.00000,22.00000,200.95500,203.01800,0.10000,0.10000,1.12420,0.26150,0.35410,77.79680,1.25570,1.25570,1.65530,1.14160,0.15780,2.05390,43.81850,0.47690,0.63820,0.18010,0.35220,20.80210,2.1283,1.385
